Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
ISW/GDE,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"The classification of EMA streams, using acquired data and are defined by the USGS NHD (USGS, 2020), is presented in Figure 3-34. According to the NHD data set, the entire Santa Ynez River is defined as a perennial stream, as are several of its tributaries. The EMA includes many types of creeks, several which are perennial, some of which are intermittent, and others that are perennial in places and intermittent in other places. Upstream of Bradbury Dam, perennial creeks include both Santa Cruz Creek and Cachuma Creek, which flow into Lake Cachuma. Below Bradbury Dam, the other creeks classified as perennial include the following (in order from upstream to downstream): San Lucas Creek, Zanja de Cota Creek, Quiota Creek, and Alisal Creek. Some of these creeks (e.g., Zanja de Cota) are perennial only in certain reaches. Three creeks are classified as intermittent over their full length: Happy Canyon Creek, Alamo Pintado Creek, and Ballard Canyon. The upstream portions of Santa Agueda Creek and Zaca Creek are perennial and become intermittent downstream. The following sections discuss the current understanding of the relationship between surface water and groundwater flow. Notably, the Santa Ynez River flow and connection to its baseflow is well documented and regulated. This surface water system is not discussed herein because groundwater within the EMA uplands does not interconnect with the river except where upland groundwater discharges to tributaries that then discharge into the river. The groundwater within the uplands does not directly interconnect with the river due to the presence of low permeability bedrock that underlies the river and creates a barrier to flow (refer to Section 3.1.3). For the tributaries leading to the Santa Ynez River, however, the relationships between the streams and groundwater, though less well-documented, are discussed below. A significant source of recharge to the Paso Robles Formation occurs within the shallow alluvial sand and gravel beds of tributaries where they are in direct contact with the Paso Robles Formation. Percolating groundwater moves readily through the tributary alluvium in the Santa Ynez Uplands (LaFreniere and French, 1968). In these areas, the tributaries are losing streams, contributing to the groundwater in the underlying Paso Robles Formation (and Older Alluvium). Further south, near the distal ends of the tributaries, the streams draining the Santa Ynez Uplands discharge into the north side of the Santa Ynez River. Groundwater within the tributary alluvium at these locations encounters relatively impermeable bedrock underlying the Santa Ynez River, which forces the groundwater to discharge to surface water (Upson and Thomasson, 1951). As early as 1968, groundwater contours prepared by the USGS indicated that groundwater historically discharged into the alluvium of Alamo Pintado and Santa Cruz Creeks (LaFreniere and French, 1968) from the Paso Robles Formation. The only exception to this condition in the groundwater basin was in the lower part of Happy Canyon, where the water level contours were convex downstream intermittent, indicating that underflow or surface flow in Happy Creek was discharging to the deeper the Paso Robles Formation (LaFreniere and French, 1968) (Figure 3-35). Where the tributary valleys are narrow and the cross-sectional area of alluvial fill is decreased, groundwater may be forced to the surface and at times become surface water flow in the stream channels. Such narrowing occurs where stream channels have cut through the consolidated rocks that form the south boundary of the Santa Ynez Uplands area. This causes the re-emergence of streamflow during spring and early summer months in Alamo Pintado, Santa Agueda, Zanja de Cota, and Zaca Creeks (Figure 3-34). Review of the data presented on Figure 3-34 indicates that the entirety of Cachuma and Santa Cruz Creeks, as well as the lower end of Zanja De Cota Creek and the upper portion of Santa Agueda Creek, are perennial. All other groundwater that discharges naturally from the EMA is either transpired by plants, discharged as underflow through thin, narrow strands of alluvium that line the valleys tributary to the Santa Ynez River, or exists as surface water flowing into the Santa Ynez River that has resulted from discharge of groundwater from some tributaries, particularly near the confluence with the Santa Ynez River (e.g., Alamo Pintado and Zanja de Cota Creeks). Santa Agueda and Alamo Pintado Creeks had streamflow gauging stations, which have been terminated. The only streamflow gauges that remain in the tributaries to the Santa Ynez River are within Alamo Pintado Creek and Santa Cruz Creek. Surface water flow has been estimated for Alisal, Santa Agueda, Zanja de Cota, Alamo Pintado, and Zaca Creeks for the period between 1941 and 2019 based on correlations with documented streamflow from old stream gauges that no longer exist (Stetson, 2008).",Page 3-83-84 / 3.2.5,"1. Is there a clear map of ISWs? somewhat - figure 3-35 presents the streams and tributaries in the basin as perennial or intermittent. Based on the description, it seems that perennial is assumed to be ISW, but there is a lack of clear labeling (no labeling of gaining/losing)
2. Was temporal variability used and described? somewhat - only previous studies were used to characterize the ISWs in the basin. The text does describe some temporal variablity in flow, but that is it
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? no - only previous reports are used. No data provided in this section. "
ISW/GDE,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"The classification of EMA streams, using acquired data and are defined by the USGS NHD (USGS, 2020), is presented in Figure 3-34. According to the NHD data set, the entire Santa Ynez River is defined as a perennial stream, as are several of its tributaries. The EMA includes many types of creeks, several which are perennial, some of which are intermittent, and others that are perennial in places and intermittent in other places. Upstream of Bradbury Dam, perennial creeks include both Santa Cruz Creek and Cachuma Creek, which flow into Lake Cachuma. Below Bradbury Dam, the other creeks classified as perennial include the following (in order from upstream to downstream): San Lucas Creek, Zanja de Cota Creek, Quiota Creek, and Alisal Creek. Some of these creeks (e.g., Zanja de Cota) are perennial only in certain reaches. Three creeks are classified as intermittent over their full length: Happy Canyon Creek, Alamo Pintado Creek, and Ballard Canyon. The upstream portions of Santa Agueda Creek and Zaca Creek are perennial and become intermittent downstream. The following sections discuss the current understanding of the relationship between surface water and groundwater flow. Notably, the Santa Ynez River flow and connection to its baseflow is well documented and regulated. This surface water system is not discussed herein because groundwater within the EMA uplands does not interconnect with the river except where upland groundwater discharges to tributaries that then discharge into the river. The groundwater within the uplands does not directly interconnect with the river due to the presence of low permeability bedrock that underlies the river and creates a barrier to flow (refer to Section 3.1.3). For the tributaries leading to the Santa Ynez River, however, the relationships between the streams and groundwater, though less well-documented, are discussed below. A significant source of recharge to the Paso Robles Formation occurs within the shallow alluvial sand and gravel beds of tributaries where they are in direct contact with the Paso Robles Formation. Percolating groundwater moves readily through the tributary alluvium in the Santa Ynez Uplands (LaFreniere and French, 1968). In these areas, the tributaries are losing streams, contributing to the groundwater in the underlying Paso Robles Formation (and Older Alluvium). Further south, near the distal ends of the tributaries, the streams draining the Santa Ynez Uplands discharge into the north side of the Santa Ynez River. Groundwater within the tributary alluvium at these locations encounters relatively impermeable bedrock underlying the Santa Ynez River, which forces the groundwater to discharge to surface water (Upson and Thomasson, 1951). As early as 1968, groundwater contours prepared by the USGS indicated that groundwater historically discharged into the alluvium of Alamo Pintado and Santa Cruz Creeks (LaFreniere and French, 1968) from the Paso Robles Formation. The only exception to this condition in the groundwater basin was in the lower part of Happy Canyon, where the water level contours were convex downstream intermittent, indicating that underflow or surface flow in Happy Creek was discharging to the deeper the Paso Robles Formation (LaFreniere and French, 1968) (Figure 3-35). Where the tributary valleys are narrow and the cross-sectional area of alluvial fill is decreased, groundwater may be forced to the surface and at times become surface water flow in the stream channels. Such narrowing occurs where stream channels have cut through the consolidated rocks that form the south boundary of the Santa Ynez Uplands area. This causes the re-emergence of streamflow during spring and early summer months in Alamo Pintado, Santa Agueda, Zanja de Cota, and Zaca Creeks (Figure 3-34). Review of the data presented on Figure 3-34 indicates that the entirety of Cachuma and Santa Cruz Creeks, as well as the lower end of Zanja De Cota Creek and the upper portion of Santa Agueda Creek, are perennial. All other groundwater that discharges naturally from the EMA is either transpired by plants, discharged as underflow through thin, narrow strands of alluvium that line the valleys tributary to the Santa Ynez River, or exists as surface water flowing into the Santa Ynez River that has resulted from discharge of groundwater from some tributaries, particularly near the confluence with the Santa Ynez River (e.g., Alamo Pintado and Zanja de Cota Creeks). Santa Agueda and Alamo Pintado Creeks had streamflow gauging stations, which have been terminated. The only streamflow gauges that remain in the tributaries to the Santa Ynez River are within Alamo Pintado Creek and Santa Cruz Creek. Surface water flow has been estimated for Alisal, Santa Agueda, Zanja de Cota, Alamo Pintado, and Zaca Creeks for the period between 1941 and 2019 based on correlations with documented streamflow from old stream gauges that no longer exist (Stetson, 2008).

&& Water present within the Santa Ynez River Alluvium is considered surface water by the SWRCB, and not managed by the GSAs. Therefore, the Santa Ynez River Alluvium is not classified in this GSP as a principal  aquifer.","Page 3-83-84 / 3.2.5

Page 3-29 / 3.1.4.1","1. Are ISWs mapped in the basin? somewhat 
2. Is the mapping consistent with the assessment? somewhat - the plan seems to consider varous portions of the tributaries as connected to groundwater. The Santa Yenz River Area is not considered an ISW because the alluvium underlying the river is separated from the principal aquifer by permeable layers. Difficult fo verify if this assessment is accurate without any active stream gauge data or groundwater data. "
ISW/GDE,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged; shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (or related appendix)  (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged (in ISW section or related appendix)= yes","principal aquifer, shallow ",No,"The following sections discuss the current understanding of the relationship between surface water and groundwater flow. Notably, the Santa Ynez River flow and connection to its baseflow is well documented and regulated. This surface water system is not discussed herein because groundwater within the EMA uplands does not interconnect with the river except where upland groundwater discharges to tributaries that then discharge into the river. The groundwater within the uplands does not directly interconnect with the river due to the presence of low permeability bedrock that underlies the river and creates a barrier to flow (refer to Section 3.1.3). For the tributaries leading to the Santa Ynez River, however, the relationships between the streams and groundwater, though less well-documented, are discussed below. A significant source of recharge to the Paso Robles Formation occurs within the shallow alluvial sand and gravel beds of tributaries where they are in direct contact with the Paso Robles Formation. Percolating groundwater moves readily through the tributary alluvium in the Santa Ynez Uplands (LaFreniere and French, 1968). In these areas, the tributaries are losing streams, contributing to the groundwater in the underlying Paso Robles Formation (and Older Alluvium).

&& Alluvium present within tributaries to the Santa Ynez River are not considered principal aquifers because they do not meet the above definitions; stakeholders living in these areas indicate that shallow wells frequently go dry in the summer and do not reliably supply water to meet beneficial uses.","Page 3-84 / 3.2.5

&& Page 3-30 / 3.1.4.2","1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)? yes - the alluvium and the Paso Robles Formation (principal aquifer) are both acknolwedged
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? no - the plan does not consider the alluvium under the Santa Ynez River as a principal aquifer because it states that it does not meet the two criteria, which are the SGMA defintion of a principal aquifer and the second criteria is that the groundwater should have acceptable quality. The GSA claims that the alluvium does not meet these criteria because stakeholders in the area indicate that wells go dry in the summer that are screened with this unit, yet this does not mean it does not supply water to GDEs. It seems the plan is only focused on principal aquifers that supply significant water to wells."
ISW/GDE,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",Somewhat,"As discussed in Section 3.2, an analysis was completed to identify potential groundwater dependent ecosystems (GDEs) within the Santa Ynez Uplands (identified as Category A GDEs). To avoid impacts to Category A GDEs, groundwater levels will be used as a proxy for monitoring interconnected surface water. Shallow monitoring wells, or piezometers, are planned to be installed and monitored within the Category A GDE areas identified near the confluence of Alamo Pintado and Zanja de Cota Creeks with the Santa Ynez River (see Figure 4-4). Piezometers will be constructed in accordance with SGMA requirements (§ 352.4). Avoiding adverse impacts on beneficial uses of interconnected surface water present in the EMA and preserving existing habitat are the focus of the depletion of interconnected surface sustainability indicator (see Section 5.10). The sustainability criterion for depletion of interconnected surface water is focused on avoiding significant and unreasonable adverse impacts to GDEs and sensitive species.",Page 4-38 / 4.7,"1. Were data gaps identified? somewhat - in the ISW Monitoring network section, the plan made it clear that there is a data gap with respect to a GDE category A area, but did not specifically acknowledge it as an ISW data gap
2. Were the data gaps identified in the ISW section? no"
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",No,,,1. Is there a map AND description of pISW? no
ISW/GDE,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Yes,"Based on review of the Natural Communities data set, several palustrine and riverine wetland features, three mapped springs, and five types of vegetation communities are present within the EMA. The five Natural Communities vegetation types are the following:  Coast Live Oak  Valley Oak  Riparian Mixed Hardwoods  Riversidean Alluvial Scrub  Willow The Natural Communities vegetation classifications are a collection of multiple vegetation species. The classifications named after a specific species (e.g., willow) are generally the predominant species in the classification (Klausmeyer et al., 2018). These five Natural Communities vegetation classifications are presented as polygons on Figure 3-36 as they occur throughout the EMA. Each of the vegetation classifications are described in detail below. The Natural Communities wetland classifications are also presented on Figure 3-36 (as one wetland area category). They are, however, difficult to discern, as they are composed of essentially linear features aligned along surface water courses. The three mapped springs are also shown on Figure 3-36.

&& Table 3-14 lists the special-status species that are documented to occur within the EMA based on review of the documents listed above. Note that this list includes documented occurrence within the entire Bulletin 118 boundary of the EMA, including the Santa Ynez River Area, which is managed by the SWRCB and therefore not under the purview of SGMA. Wildlife species were evaluated for potential groundwater dependence using the Critical Species Lookbook (Rohde et al., 2019). This potential groundwater dependence rating is indicative of the species’ general documented reliance on groundwater and should not be considered a statement of specific groundwater reliance occurring within the potential GDEs of the EMA. As stated above, the presence of the potential GDEs will be verified during GSP implementation. No special-status plant species were identified within the EMA. The following sections describe three of the federally listed special-status species in greater detail.","Page 3-88 / 3.2.6..1

Page 3-97 - 98 / 3.2.6.2

Table 3-14","1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types (in GDE section or related appendix)? yes
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? yes - table 3-14"
ISW/GDE,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs and included a clear description of methods = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Yes,"The two objectives within Step 1, to map (Step 1a) and characterize (Step 1b) GDEs in the EMA, are the focus of this section. The remaining steps are considered in later sections of the GSP, specifically in the Monitoring Network (Section 4), Sustainable Management Criteria (Section 5), and Projects and Management Actions (Section 6).

&& To confirm whether the Natural Community vegetation and wetland polygons are connected to groundwater, local hydrologic information may be used to confirm a groundwater connection to the potential GDE. TNC guidance provides a list of questions to assess whether Natural Community polygons are connected to groundwater. These questions include the following from Worksheet 1 of the guidance: 1. Is the Natural Community polygon underlain by a shallow unconfined or perched aquifer that has been delineated as being part of a Bulletin 118 principal aquifer in the Basin? 2. Is the depth to groundwater under the Natural Community polygon less than 30 feet? 3. Is the Natural Community polygon located in an area known to discharge groundwater (e.g., springs/seeps)? If the answer is yes to any of these three questions, per TNC guidance, it is likely a GDE. As a part of the process, some Natural Community polygons are removed and other GDE polygons may be added, where appropriate. TNC recommends that Natural Community polygons with insufficient hydrologic data also be considered GDEs but be flagged for further investigation.

&& Contoured groundwater elevation data for spring 2015 was used to determine areas where the Natural Communities polygons were within 30 feet depth to groundwater. Spring 2015 groundwater elevations were
chosen for this analysis because this marked a period of the greatest recent data availability.23 These data are considered representative of average spring-summer conditions within the last 5 years.24 Areas with spring 2015 depth to groundwater of 30 feet or less are shown in purple on Figure 3-37 and the Natural Communities polygons that intersect with these areas are shown on Figure 3-38. Note that the Santa Ynez River Area has been excluded from the analysis, as this area is managed by the SWRCB and is therefore not under the purview of SGMA. The EMA GSA is not responsible for managing any aspect of the Santa Ynez River and related groundwater system (including assessment of impacts to GDEs). The Natural Communities polygons associated with the spring 2015 depth to groundwater of 30 feet or less shown on Figure 3-38 are considered potential GDEs within the EMA. A brief aerial photo review indicates the potential GDEs identified in this step generally match areas of visible vegetation within the 30 foot or less depth-to-groundwater areas. An on-site biological survey is recommended by TNC (2019) as a final GDE verification step. Biological surveys have not been completed in preparation of this GSP. However, the presence of these potential GDEs will be verified during GSP implementation. The potential vegetation and wetland GDEs within the EMA are summarized in Tables 3-11 and 3-12.

&& The potential GDEs identified in the section above are further categorized based on their proximity to, and association with, the regional principal aquifers in the EMA (refer to Figure 3-39) as follows:  Category A refers to potential GDEs that are associated with a principal aquifer in the EMA and are potentially affected by groundwater management activities.  Category B refers to potential GDEs that are unlikely to be affected by pumping and groundwater management activities within the EMA.

&& As described in Section 3.2.6, a preliminary assessment evaluated the potential GDEs within the EMA. The assessment methodology was applied in accordance with guidance developed by The Nature Conservancy (TNC, 2019). Based on the results of the preliminary assessment, it was determined that GDEs may exist within the EMA. No biological or habitat surveys have yet been completed to verify the existence of the potential GDEs in preparation of this GSP. Note that potential GDEs relating to the Santa Ynez River were excluded from the GDE analysis because the Santa Ynez River and its underflow are considered to be surface water underflow managed by the State Water Resources Control Board (SWRCB), rather than “groundwater” as defined by SGMA, and therefore is not under the purview of SGMA or the EMA GSA. The EMA GSA will not be responsible for managing any aspect of the Santa Ynez River and related underflow (including assessment of impacts to GDEs).","Page 3-88 / 3.2.6.1

&& Page 3-89 / 3.2.6.1.2

&& Page 3-89 / 3.2.6.1.2

Page 3-95 / 3.2.6.1.3

&& Page 6-11 / 6.3

Figure 3-36
Figure 3-37
Figure 3-38
Figure 3-39","1. Is there a map? yes - figure 3-36 presents all of the NC dataset GDEs; figure presents the areas of the basin with >30 feet depth to groundwater and <30 foot depth to groundwater with GDE polygons; figure 3-38 presents the potential groundwater dependent ecosystems after refined by groundwater depth; figure 3-39 presents the categorized potential GDEs
2. Is there a description of data sources and processing (in GDE section or related appendix)? (describe in notes) yes - thorough description of methods and data used"
ISW/GDE,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Somewhat,"Contoured groundwater elevation data for spring 2015 was used to determine areas where the Natural Communities polygons were within 30 feet depth to groundwater. Spring 2015 groundwater elevations were chosen for this analysis because this marked a period of the greatest recent data availability.23 These data are considered representative of average spring-summer conditions within the last 5 years.24 Areas withspring 2015 depth to groundwater of 30 feet or less are shown in purple on Figure 3-37 and the Natural Communities polygons that intersect with these areas are shown on Figure 3-38. Note that the Santa Ynez River Area has been excluded from the analysis, as this area is managed by the SWRCB and is therefore not under the purview of SGMA. The EMA GSA is not responsible for managing any aspect of the Santa Ynez River and related groundwater system (including assessment of impacts to GDEs). The Natural Communities polygons associated with the spring 2015 depth to groundwater of 30 feet or less shown on Figure 3-38 are considered potential GDEs within the EMA. A brief aerial photo review indicates the potential GDEs identified in this step generally match areas of visible vegetation within the 30 foot or less depth-to-groundwater areas. An on-site biological survey is recommended by TNC (2019) as a final GDE verification step. Biological surveys have not been completed in preparation of this GSP. However, the presence of these potential GDEs will be verified during GSP implementation. The potential vegetation and wetland GDEs within the EMA are summarized in Tables 3-11 and 3-12.",Page 3-90 / 3.2.6.1.2,"1. Is data from shallowest principal aquifer used? somewhat - uncertain the screening depths of wells used in assessment and if groundwater data came from the Paso Robles Formation or the shallow alluvium (which is not considered principal)
2. Is there a description of the data (in GDE section or related appendix)? (spatial, temporal, proximity to GDEs?) somewhat - figure 3-37 presents the well locations in proximity to GDEs, but unknown screening depths
"
ISW/GDE,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",Somewhat,"In total, there are 1,546 acres of Category B potential GDEs in the EMA as shown on Figure 3-39 and in Table 3-13. All of the orange areas identified on Figure 3-39 are Category B areas for the following reasons:  The potential GDEs in the upper portions of Zaca Creek and upper Alamo Pintado Creek are categorized as Category B due to apparent hydrogeologic separation between the perched tributary alluvium, which supports the potential GDEs, and the deeper principal aquifer groundwater elevations that support significant agricultural irrigation in the area.  The potential GDEs located in upper Santa Agueda Creek and Happy Canyon are categorized as Category B due to limited groundwater production occurring within the area and the apparent hydrogeologic separation between the perched tributary alluvium aquifers and the deeper principal aquifer groundwater elevations.  The potential GDEs located in the eastern portion of the EMA in Cachuma and Santa Cruz Creeks are categorized as Category B due to the absence of significant groundwater production in the area and an assumed hydrogeologic separation between the perched tributary alluvium aquifers and the deeper principal aquifer groundwater elevations.",Page 3-95 / 3.2.6.1.3,"After removal of NC dataset polygons based on groundwater levels, the plan went on to categorize some GDEs as ""category B"" which are unlikely to be affected by pumping. The plan uses ""assumed"" disconnect between shallow alluvium/perched aquifers and the pumping aquifer as a reason to categorize as ""unlikely"". This is a somewhat because they were not fully removed. 

Note: the plan also did not include any GDEs in the Santa Ynez River area because the shallow groundwater is managed by the SWRCB and considered surface flow. "
ISW/GDE,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",No,Contoured groundwater elevation data for spring 2015 was used to determine areas where the Natural Communities polygons were within 30 feet depth to groundwater. Spring 2015 groundwater elevations were chosen for this analysis because this marked a period of the greatest recent data availability. These data are considered representative of average spring-summer conditions within the last 5 years.,,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

Only 2015 groundwater data used"
ISW/GDE,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",No,,,"1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation?

No mention of correcting groundwater elevations for land surface elevation "
ISW/GDE,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Somewhat,"Groundwater levels will be used as a proxy for monitoring interconnected surface water. To that end, shallow monitoring wells, or piezometers, are planned to be installed and monitored within the Category A GDE areas identified near the confluence of Alamo Pintado and Zanja de Cota Creeks with the Santa Ynez River (see Figure 4-4). Piezometers will be constructed in accordance with SGMA requirements (§ 352.4).",Page 4-40 / 4.7.2,"1. Were data gaps identified? yes - data gaps in the GDE monitoring network are identified
2. Were the data gaps identifed in the GDE section? no"
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Yes,"The Category A potential GDEs are concentrated in the southwestern portion of the EMA in the areas surrounding the lower, generally perennial reaches of Alamo Pintado and Zanja de Cota Creeks (Figure 3- 39). These potential GDEs are located where the southerly flow of groundwater in the regional confined principal aquifers is forced to the surface by the underlying bedrock of the Monterey Formation (LaFreniere and French, 1968). These potential GDEs are also supported with (1) underflow in the tributary alluvium (Upson and Thomasson, 1951) and—in the case of the GDEs surrounding the lower reaches of Zanja de Cota Creek—(2) effluent from the Chumash Casino Resort Wastewater Treatment Plant (WWTP). In total, there are 184 acres of Category A potential GDEs within the EMA, as shown on Figure 3-39 and in Table 3-13. The Category A potential GDEs are considered in the development of sustainable management criteria (Section 5) and in projects and management actions (Section 6). In total, there are 1,546 acres of Category B potential GDEs in the EMA as shown on Figure 3-39 and in Table 3-13. All of the orange areas identified on Figure 3-39 are Category B areas for the following reasons:",Page 3-95 / 3.2.6.1.3,"1. Is there a map AND description of pGDEs? yes, the plan refers to GDEs as pGDEs throughout the plan. Figure 3-36 presents all NC dataset pGDEs and figure 3-39 is the GSA's refined pGDE map"
CC/Other,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Yes,"Surface Water Outflows (Santa Ynez River):
 Streamflow exiting the EMA through the Santa Ynez River and Zaca Creek
 Subsurface flow through the Santa Ynez River Alluvium into the downstream CMA
 Pumping from river wells completed in the Santa Ynez River Alluvium
 Phreatophyte ET...
...Groundwater Outflows:
 Groundwater pumping
 Phreatophyte ET
 Subsurface groundwater outflows to adjoining groundwater system
 Groundwater discharge to surface water","Page 3-107 / 3.3.1
Table 3-38","1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Native Veg ET in the water budget? Yes, as Phreatophyte ET
"
CC/Other,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Not Applicable,There are no managed wetlands in the EMA.,Page 2-15 / 2.2.1.9,"1. Is the water budget made with a spreadsheet model or numerical model?
2. Is there a line for Managed Wetlands in the water budget?
"
