Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",Somewhat,"In summary, there are four regions of possible perennial or seasonal interconnection of groundwater and surface water in the Subbasin: •Shallow, perched groundwater in the central, confined part of the Elsinore Area that is connected to Lake Elsinore but not to the underlying deep aquifer. • Along tributary stream channels as they approach the Elsinore Area—especially along the western side of the Area—where groundwater discharge from fractured bedrock likely supports a shallow water table in the thin alluvial deposits and probably also supports sustained stream base flow during the wet season. • The seasonally ponded reach of Temescal Wash in the canyon reach between the Warm Springs and Lee Lake Areas, where groundwater usually discharges at a low rate into the creek channel during the winter months and flow is sustained enough to create a watertable mound.These conclusions will be further assessed through additional study during GSP implementation.","Section 4.11.2, Page 4-58 (pdf page 164)","1. Is there a map AND description of pISW? Somewhat - In the text, four regions were identified as potential ISWs, but the map does not indicate potential vs. verified. Also, the figure contradicts the text. We recommend the GSP clarifies in the ISW section the discrepencies between the text and figure 4.17 and clearly label the segments of surface water as either interconnected (gaining/losing), potentially interconnected, or disconnected.
",
ISW/GDE,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Somewhat,,Figure 4.20,"1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types? Somewhat - Sections 4.11.3 (Riparian Vegetation), 4.11.4 (Wetlands), and 4.11.5 (Animals Dependent on Groundwater) describe some of the fauna and flora dependent on groundwater, but there is no detailed inventory given.
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? Somewhat - Using a local conservation plan as reference, the GSP does note the existance of San Diego ambrosia, a federally listed threatened species, adjacent to Temescal Wash, but the GSP does not believe it is dependent on groundwater.",
ISW/GDE,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs AND describes other data sources/methods = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Somewhat,"An additional test for groundwater dependence of riparian vegetation was to compare changes in groundwater elevation with changes in vegetation health during the 2012 to 2015 drought. Groundwater levels declined 5 to 20 ft over that period in most of the wells with shallow water levels along Temescal Wash during that period then recovered during the following 1 to 2 years (see Figure 4.19). Some of the hydrographs show downward spikes that result from drawdown when the well (or a nearby well) was pumping, such as the Gregory, Station 70, and Barney Lee wells. The static water levels are most relevant to vegetation, which are the points without drawdown along the top edge of the hydrograph.
&& Vegetation health can be detected by changes in the way the plant canopy absorbs and reflects light. The spectral characteristics of satellite imagery can be processed to obtain two metrics commonly used to characterize vegetation health: the Normalized Difference Vegetation Index (NDVI) and the Normalized Difference Moisture Index (NDMI). Both are calculated as ratios of selected visible and infrared light wavelengths. The Nature Conservancy developed a second online mapping tool called GDE Pulse that provides annual dry-season averages of NDVI and NDMI for each mapped NCCAG polygon for 1985 through 2018 to assist with the identification of GDEs (Nature Conservancy 2020). In Figure 4.20, the polygons are color-coded by the change in NDMI from 2012 to 2015, with positive values in increasingly dark shades of green and negative values in increasingly dark shades of red. Negative values indicate stress due to desiccation. The NDVI patterns were similar to the NDMI patterns. Most of the mapped polygons are orange or red, indicating more moisture stress in 2015 than 2012. Patches of dense riparian vegetation along Temescal Wash were also examined in high-resolution aerial photographs (Google Earth 2020) for dates during the growing season over the 2012 to 2018 period to look for signs of tree mortality. None was observed. Therefore, the drought conditions during 2012 through 2015 appear to have stressed but not killed riparian trees.
&& The correlation between groundwater levels and vegetation health does not necessarily prove causality, because vegetation may utilize other water sources such as rainfall. Rainfall was also far below average during the drought. Rainfall at Elsinore during water years 2013 through 2016 averaged 5.96 inches, or 56 percent of the long-term average.","Section 4.11.3, page 4-58 and 4-61 
Figure 4.20, page 4-59 ","1. Is there a map? Somewhat - Figure 4.20 in section 4.11.3 shows NDMI values in the NC dataset polygons within the basin
2. Is there a description of data sources and processing? (describe in notes) Yes- NC dataset, GDE Pulse, Google Earth aerial photographs, and The Western Riverside County Multiple Species Habitat Conservation Plan (MSHCP) were used but no specific GDE map. Other methods of GDE assessment include groundwater data (but only during drought years) and rainfall data. While some of these methods are lacking or potentially incorrect, there is a description of what was done to assess GDEs.",
ISW/GDE,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Somewhat,"An additional test for groundwater dependence of riparian vegetation was to compare changes in groundwater elevation with changes in vegetation health during the 2012 to 2015 drought. Groundwater levels declined 5 to 20 ft over that period in most of the wells with shallow water levels along Temescal Wash during that period then recovered during the following 1 to 2 years (see Figure 4.19). Some of the hydrographs show downward spikes that result from drawdown when the well (or a nearby well) was pumping, such as the Gregory, Station 70, and Barney Lee wells. The static water levels are most relevant to vegetation, which are the points without drawdown along the top edge of the hydrograph. 

&& Vegetation along the seasonally ponded reach of Temescal Wash experienced drought stress during 2012 to 2015 even though pools were present in spring of at least three of those years. The vegetation along that reach is mapped as Gooding’s willow (Salix goodingii), which is an earlysuccession riparian shrub with an estimated root depth (based on a single observation in Arizona) of 7 ft (Nature Conservancy 2019). Although groundwater continued to be generally shallow at that location, some combination of reduced rainfall, infrequent stream flow and lowered groundwater levels apparently stressed the plants. 

&& Wetland vegetation in those areas is likely supported by the shallow, perched water table associated with the lake that is much higher than—and for practical purposes not hydraulically coupled with—the deep groundwater system tapped by water supply wells","Section 4.11.3, Page 4-58 && 4-61 && 4-62; 
Figure 4.19, page 4-55 (pdf page 161)","1. Is data from shallowest principal aquifer used? Somewhat - GSP includes Figure 4.19 with 8 well locations and hydrographs, but does not explicitly state which aquifer the data comes from (mention of perched aquifers in section - unknown if these are separate from the one principal aquifer)
2. Is there a description of the data? (spatial, temporal, proximity to GDEs?) Somewhat - Lack of detail and use of groundwater and stream data to verfiy GDEs. Figure 4.19 shows groundwater well locations in basin and hydrographs, but the text does not address the spatial or temporal aspects of data. Only a focus on 2012-2015 in GDE section, regardless of temporal data availability. 
",
ISW/GDE,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria . = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",No,"Another group of wetland polygons is located along the shore of Lake Elsinore and channels in the area immediately south of the lake (formerly part of the lake). Wetland vegetation in those areas is likely supported by the shallow, perched water table associated with the lake that is much higher than—and for practical purposes not hydraulically coupled with—the deep groundwater system tapped by water supply wells. && Therefore, the few small areas mapped as wetlands outside the Temescal Wash and San Jacinto River channels would not be affected by pumping and groundwater levels. Similarly, no listed plant species or plant species protected under the MSHCP depends on groundwater. && In summary, Temescal Wash does not appear to be a significant habitat for any listed animal species that would potentially be impacted by groundwater pumping or water levels. However, riparian shrubs and trees and non-listed animal species that use them could potentially be impacted during droughts if lowered groundwater levels cause vegetation die-back or mortality.","Section 4.11.4, Page 4-62 && 4-63 (pdf pages 168 && 169)",It seems the GSP used the criteria 3 (Principle aquifer was not considered main pumping aquifer) when determing if GDEs or groundwater dependent animals exist in the basin.,
ISW/GDE,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",Somewhat,"An additional test for groundwater dependence of riparian vegetation was to compare changes in groundwater elevation with changes in vegetation health during the 2012 to 2015 drought. Groundwater levels declined 5 to 20 ft over that period in most of the wells with shallow water levels along Temescal Wash during that period then recovered during the following 1 to 2 years (see Figure 4.19). Some of the hydrographs show downward spikes that result from drawdown when the well (or a nearby well) was pumping, such as the Gregory, Station 70, and Barney Lee wells. The static water levels are most relevant to vegetation, which are the points without drawdown along the top edge of the hydrograph.","Section 4.11.3, page 4-58 (pdf page 164)
Figure 4.19, page 4-55 (pdf page 161)","Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

The GSP references the shallow groundwater levels from section 4.11.2 (Depth to Groundwater) and figure 4.19 which shows the eight shallow well hydrographs. Multiple years are included in most but the temporal range of data is not discussed in detial. The GSP included average groundwater level declines during the 2012 to 2015 drought.

",Changed from yes to somewhat because lack of description of hydrograph temporal data range and only mention of drought years when characterizing GDEs (2012-2015)
ISW/GDE,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",No,,,"1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? No mention of DEM

",
ISW/GDE,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Somewhat,"As noted previously, wells in the groundwater level monitoring program are production wells with relatively deep screens that have not been sited and designed for tracking surface water-groundwater interactions. The lack of such shallow monitoring wells is a data gap and a source of uncertainty. 
&&
Shallow monitoring wells are needed in riparian areas to provide accurate water table information and elucidate the relationship between deep water levels and vegetation conditions. A monitoring improvement for this GSP would be to install shallow monitoring wells at several riparian locations in the Subbasin. Over time, MT groundwater elevations for the new shallow wells can be defined based on the monitored data and the relationship to deep water levels.
&&
Interconnected Surface Water – Interconnected surface water in the Plan area has not been documented per se (see Section 4.11), yet, GDEs are present in certain areas within Temescal Wash. However, there are several data gaps that contribute to a lack of a clear relationship between groundwater pumping, groundwater levels, and GDEs.","Section 6.7.6 Page 6-49 (pdf page 267) && Section 6.7.8, Page 6-52 (pdf page 270) 
&& Section 7.3, page 7-7 (pdf page 279)","1. Were data gaps identified? Yes - when describing the MT and monitoring network for interconnected surface waters, the GSP states that the lack of wells screened in shallow aquifer is a data gap
2. Were the data gaps identifed in the GDE section? No - no mention in GDE section",
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Somewhat,"In summary, groundwater levels along most of the reach of Temescal Wash downstream of the Regional WRF and the San Jacinto River between Railroad Canyon Dam and about Interstate 15 appear to be shallow enough to support phreatophytic riparian vegetation. && In summary, Temescal Wash does not appear to be a significant habitat for any listed animal species that would potentially be impacted by groundwater pumping or water levels. However, riparian shrubs and trees and non-listed animal species that use them could potentially be impacted during droughts if lowered groundwater levels cause vegetation die-back or mortality.","Section 4.11.3, Page 4-61 (pdf page 167) && Section 4.11.5, Page 4-63 (pdf page 169) ","1. Is there a map AND description of pGDEs? Somewhat - The GSP does acknolwedge the possible presence of GDEs, but the conclusions are vague and there is no map to show the included GDEs separate from the NC datset polygons in figure 4.20. We recommend the GSP includes a final GDE map that only includes the verified GDEs and potential GDEs (where data gaps exist) with clear labels.",
CC/Other,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Yes,"""Complete, itemized surface water and groundwater balances were estimated by combining raw data (rainfall, stream flow, municipal pumping, and wastewater percolation from septic tanks and wastewater treatment plant discharge) with values simulated using models1. Collectively, the models simulate the entire hydrologic system, but each model or model module focuses on part of the system, as described below. In general, the models were used to estimate flows in the surface water and groundwater balances that are difficult to measure directly or that depend on  current groundwater levels. These include surface and subsurface inflows from tributary areas, percolation from stream reaches within the  Subbasin, groundwater discharge to streams, potential subsurface flow from the neighboring basin/subbasin and between MAs, the locations and discharges of flowing wells, consumptive use of groundwater by riparian vegetation, and changes in groundwater storage. Descriptions of the inflows and outflows to the surface water and groundwater models are included below in sections 5.6 and 5.7.""","Section 5.5, page 5-4 (pdf page 174)
Table 5.3, page 5-35","1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Native Veg ET in the water budget? Yes
Separate line item for riparian vegetation",
CC/Other,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Somewhat,"For areas along the Temescal Wash, an elevated volume of outflow due to ET is expected. Especially with near continuous discharges of wastewater from the EVMWD WRF in the Warm Springs area. Currently, 0.5 mgd of recycled water is directed to a managed wetland in the Warm Springs area as part of a mitigation measure for the Back Basin levee projects.","Appendix H, section 5.5.2, page 39 (pdf page 254)
Table 5.3","1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Managed Wetlands in the water budget? No

Table 5.3 (Groundwater budget for historical, current, and future periods) has a category called ""Outflow to other management areas"", with higher values in the Warm Spring Area potentially correlated to the managed wetlands mentioned in Appendix H. However, managed wetlands are not explicitly mentioned in the budget table. GSP should clarify if they are accounting for managed wetlands.",
CC/Other,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"The growth plus climate change scenario incorporated anticipated effects of climate change, urban development and associated changes in water and wastewater management. Specific assumptions and data include the following: Rainfall and reference ET were adjusted to 2070 conditions using monthly multipliers developed by DWR based on climate modeling studies. The multipliers were applied to historical monthly data for the 1993 to 2017 hydrologic period used in the groundwater model (Appendix H).","Section 5.5.3.2, page 5-11 (pdf page 181)","1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? DWR Change Factors
3. If using DWR climate change factors, do they use 2030, 2070 or both? 2070
",
CC/Other,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",No,"The growth plus climate change scenario incorporated anticipated effects of climate change, urban development and associated changes in water and wastewater management. Specific assumptions and data include the following: Rainfall and reference ET were adjusted to 2070 conditions using monthly multipliers developed by DWR based on climate modeling studies. The multipliers were applied to historical monthly data for the 1993 to 2017 hydrologic period used in the groundwater model (Appendix H).","Section 5.5.3.2, page 5-11 (pdf page 181)","1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry) 2070 (likely CT, but not specified)
2. If other than DWR factors, which combination(s) of RCP and GCM do they use?
3. If other than DWR factors, do they use an ensemble of models or single model run?

No mention of wet or extremely dry scenarios",
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,"Rainfall and reference ET were adjusted to 2070 conditions using monthly multipliers developed by DWR based on climate modeling studies. The multipliers were applied to historical monthly data for the 1993 to 2017 hydrologic period used in the groundwater model (Appendix H). DWR prepared a unique set of multipliers for each 4 km2 cell of a grid covering the entire state. Fourteen grid cells overlie the Subbasin and its tributary watershed areas. For each recharge analysis polygon in the rainfall-runoff-recharge model, multipliers from the nearest grid cell were used. The climate in 2070 is expected to be drier and warmer than it presently is. Figure 5.3 compares average monthly precipitation and ET before and after applying the climate change multipliers. Simulations of irrigated turf in the rainfall-runoff-recharge model indicated that the combined effect of the warmer and drier climate will be to increase annual irrigation demand by about 10 percent.","Section 5.5.3.2, page 5-11 (pdf page 181)
Figure 5.3, page 5-13 (pdf page  183)",,
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,"Rainfall and reference ET were adjusted to 2070 conditions using monthly multipliers developed by DWR based on climate modeling studies. The multipliers were applied to historical monthly data for the 1993 to 2017 hydrologic period used in the groundwater model (Appendix H). DWR prepared a unique set of multipliers for each 4 km2 cell of a grid covering the entire state. Fourteen grid cells overlie the Subbasin and its tributary watershed areas. For each recharge analysis polygon in the rainfall-runoff-recharge model, multipliers from the nearest grid cell were used. The climate in 2070 is expected to be drier and warmer than it presently is. Figure 5.3 compares average monthly precipitation and ET before and after applying the climate change multipliers. Simulations of irrigated turf in the rainfall-runoff-recharge model indicated that the combined effect of the warmer and drier climate will be to increase annual irrigation demand by about 10 percent.","Section 5.5.3.2, page 5-11 (pdf page 181)
Figure 5.3, page 5-13 (pdf page  183)",,
CC/Other,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Somewhat,"Growth Plus Climate Change: This scenario implements anticipated changes in land use and associated water use, such as urban expansion, and anticipated effects of future climate change on local hydrology (rainfall recharge and stream percolation) and on the availability of imported water supplies. 
--
 San Jacinto River flows were multiplied by a similar set of multipliers developed by DWR. The streamflow multipliers were not applied to smaller streams entering the Subbasin because their flows are simulated by the rainfall-runoff-recharge model, which already accounted for climate change via the precipitation and ET multipliers. 
--
All remaining municipal water use was assumed to be obtained from imported water, except for local recycling of reclaimed water for irrigation. Pursuant to the conjunctive use programs, annual use varied by +/- 5,500 AFY in the opposite direction of the increases and decreases in municipal groundwater pumping.
--
There were some differences in the Lake Elsinore MA surface water balances between the baseline and growth plus climate change simulations. The decreases in inflows from the San Jacinto River and small tributary streams resulted from climate change. Total inflows do not equal total outflows for these scenarios, reflecting the combined uncertainty in estimating the budget terms independently. In reality, there would be no long-term increase or decrease in lake level. Water budget imbalances would likely be absorbed by changes in the amount of recycled water discharged to the lake or the frequency and volume of spills."," Section 5.5.3, Page 5-9 (pdf page 179)
&& Section 5.5.2.2, Page 5-11 (pdf page 181)
&& Section 5.5.2.2, Page 5-12 (pdf page 182)
&& Section 5.6, page 5-18 (pdf page 188) 
&& Table 5.3, page 5-35 (pdf page 205)","1. Is the water budget made with a numerical model or spreadsheet model? Numerical
2. If spreadsheet, are DWR surface water change factors included?  Yes 
3. Is there imported water in the water budget? Is this adjusted for climate change? Not adusted for climate change

GSP includes climate change factors for San Jacinto River surface flow input. Imported water is mentioned, but assumed to stay constant in climate change scenario between +/- 5,500 AFY. The GSP should include explicit explaination of imported water adjustments with climate change in projected water budget.",
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Not Applicable,,,,
CC/Other,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",Yes,"In Chapter 5, the water budget calculations show the sustainable yield of the Subbasin under historic, current, and future hydrologic conditions. For the Elsinore MA, the sustainable yield ranges from 6,301 AFY to 6,878 AFY, depending on the hydrologic simulation, with the lowest value of 6,301 AFY in the Baseline scenario. The Baseline scenario represents current conditions and practices continuing over a 50-year period and represents the most likely conditions in the next several years. Therefore, it is recommended that the 6,301 AFY sustainable yield value in the Baseline scenario be used for planning purposes.
&&
Pumping in Lee Lake was higher in the historical period than in the recent past, which was used as the basis for the baseline scenario, and pumping in both Warm Springs and Lee Lake were assumed to be higher in the growth plus climate change simulation (Table 5.4)...
...A water budget for the Lee Lake MA was completed in 2014 estimated a sustainable yield of 590 to 1,000 AFY (Thomas Harder 2014). The range in values presented by Harder reflect variable recharge related to differences in precipitation and channel infiltration. As with the Warm Springs MA, increased pumping in Lee Lake would also affect the sustainable yield by inducing additional stream percolation. This is illustrated in the comparison of the Lee Lake sustainable yield estimates for the historical, baseline, and growth plus climate change periods in Table 5.5, which show higher yield estimates for periods of increased pumping (Table 5.4). EVMWD has plans to increase pumping in the Lee Lake MA to approximately 900 to 1,000 AFY; which was simulated in the growth plus climate change scenario. This demonstrates that increase in pumping increased sustainable yield commensurately.","Section 8.2.21, Page 8-3
Section 5.9, page 5-47 (pdf page 217)
Table 5.4, page 5-44 (pdf page 214)","Table 5.4 on page 5-44 shows the estimated sustainable yeild for each MA for the historical period, baseline 50 year period, and growth plus climate change 50 year period. In chapter 8, the GSP recommends using the baseline 50 year period sustinable yield value in planning purposes rather than the climate change sustainable yield.",
WQ,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Somewhat,"The primary concern of high TDS and nitrate is the impact to environmental conditions that are higher than the historic or native water quality condition in the Subbasin and could have an impact on water quality in streams and other surface water bodies. High nitrate levels (above 10 mg/L as N) would violate the MCL and would require treatment before use as a potable water source. High TDS levels affect the aesthetic use of the water, such as hardness, scale formation, or bitter tastes. Other constituents, such as arsenic and other contaminants of concern, have either current or potential MCLs, which would limit their use as a potable water supply either now or in the future.",Page 6-25 / 6.5.3,"1. Do they mention Drinking water users for UR? Yes, Affect on potable water
2. Which URs mention Drinking Water Users? WQ
3. Are impacts to Drinking Water users well analyzed? No
4. Are all impacts of all COCs described? Nitrate and TDS

This section of GSP needs to be done again, It is very difficult to navigate through it. A better evaluation of undesirable results on SMC indicators is needed.",
Stakeholder & WQ,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention DACs for UR? No
2. Which URs mention DACs? No
3. Are impacts to DACs well analyzed? No
",
Stakeholder & WQ,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention Tribes for UR? No
2. Which URs mention Tribes? No
3. Are impacts to Tribes well analyzed? No
",
