Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
ISW/GDE,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Yes,"The methodology of identifying interconnected surface water was to first identify the surface water features within the valley. We focused on streams and excluded emergent wetlands since those will be in the groundwater dependent ecosystem (GDE) mapping. We next looked at  monitoring wells and springs within the valley and used that data over multiple years to generate a composite potentiometric surface of groundwater elevations. The generated groundwater surface elevations were then differenced from the land surface elevations to develop a map of the depth to groundwater. With the exception of portions of the Middle Fork Feather River, channel thalwegs (which are defined by a line connecting the lowest points along a stream) are on the order of 5 feet lower than the adjacent floodplain areas. Therefore, where overlying  surface water exists and groundwater was estimated to be less than 5-feet below the land surface, the surface water body is considered to be hydraulically connected and classified as an ISW.

&& Due to the numerous streams and stream networks within the basin, the USGS National Hydrography Dataset Plus High Resolution (NHDPlus HR) was used as a first pass to map surface water. This dataset is created using a geospatial model to map the flow of water across the landscape using a digital elevation model of 10-meter ground spacing or better. The NHD mapping includes 844 miles of streams in the groundwater basin, which was then reduced to identify surface wager bodies through a mix of field and aerial imagery verification. The verified surface water mapping for this GSP now includes a total of 365 miles of streams.

&& The average depth to groundwater map was estimated using available data from CASGEM, district monitoring wells (DMWs), and mapped springs. Why was this deleted?The NHD mapping of springs was then verified in the field or by high resolution aerial imagery. Due to the limited temporal resolution of the monitoring well dataset, it was necessary to use a four-year running seasonal mean to develop a potentiometric surface of groundwater elevations. Why was this deleted?For identification of ISW, the average of monitoring well data from the Spring seasons from 2017 to 2020 was used. This period includes an adequate amount of well data and represents a wetter than average period as a conservative approach to identify where groundwater levels may regularly be near the ground surface. The average standard deviation of the depth to groundwater map across the groundwater basin is approximately 55 feet. Given the level of uncertainty, a conservative approach was taken when excluding any streams from ISW classification. For those streams that were classified as disconnected, a shallow groundwater well no greater than 0.5 miles from the stream was used to verify the groundwater depth.

&& Together the surface water mapping of streams and the shallow depths to groundwater map were used to identify areas of potential ISWs. Before overlaying these two data sets, we first needed to estimate a buffer to account for the depth of the stream below the surrounding landscape. The channel thalweg represents the lowest point in a stream that could be connected to groundwater. The approximate channel thalweg elevation was estimated by evaluating channel sections cut from a 1-meter DEM prepared from the USGS LPC CA NoCAL Wildfires B1 2018 LiDAR dataset. Streams within the Sierra Valley are generally not deeply incised; the channel thalweg was consistently found to be 5-feet or less below the adjacent floodplain. Only dry channels were evaluated because the type of LiDAR data gathered does not penetrate water; therefore, better estimates of channel depth could be developed by conducting more detailed topographic and bathymetric surveys. Where overlying surface water was present and groundwater was found to be within 5-feet of the land surface, the surface water was classified as ISW.

&& Vertical gradients from DMW-2, DMW-3, and DMW-5 show the potential for upwelling of deep groundwater to shallow groundwater. This indicates that where ISW exists near these wells, the  surface water is likely gaining and supported by groundwater. DMW-1, DMW-4, and DMW-7  show a mostly downward vertical gradient. This indicates that where ISW exists in the vicinity of these wells, the streams are likely losing and most at risk from being disconnected from groundwater. DMW-1 and DMW-6 show both upward and downward gradients. Seasonal variation in DMW-1 from an upward vertical gradient in the spring to a downward vertical gradient in the fall results from a decrease in deep groundwater elevations in late summer while shallow groundwater elevations stay relatively steady. Seasonal variation in DMW-6 from a downward gradient in the Spring to upward gradient in the Fall results from a decrease in shallow groundwater elevation below the elevation of the deep groundwater. Nested wells also help establish whether a surface body is connected to a perched aquifer or the principal aquifer. Perched aquifers represent groundwater that is separated from the regional or principal aquifer by an unsaturated zone. They occur when a relatively impermeable layer (e.g. a clay layer with very low hydraulic conductivity) prevents the downward movement of groundwater creating saturated conditions above the low permeability layer. There is limited data to define the extent of perched aquifers, but preliminary data from DMW-7 (installed in 2020) valley fill stratigraphy, and anecdotal evidence from valley residents indicate the existence of perched aquifers near Little Last Chance Creek and Smithneck Creek. Due to the lack of shallow groundwater monitoring in these areas, streams here have not been classified as disconnected or interconnected surface water, but instead have been classified as a data gap. Section 3.4 presents the proposed monitoring network that can be used to fill this data gap and establish the presence or absence of perched aquifers. For any perched aquifers that are identified, the importance to agricultural and/or environmental users will be evaluated and a decision will be made on whether it should be included and managed in future GSP updates.","Page 2-87 / 2.2.2.6

&& Page 2-87 / 2.2.2.6.1

&& page 2-87 / 2.2.2.6.2

&& Page 2-88 / 2.2.2.6.3

&& Page 2-90-91/ 2.2.2.64","1. Is there a clear map of ISWs? yes - figure 2.2.2-12 presents streams labaled as connected, disconected, and data gap
2. Was temporal variability  used and described? yes - groundwater data from 2017-2020 was used in assessment and hydrographs of nested wells with data from 1985-2020 were also incorporated
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? yes - the spatial location and screening depth of the nested wells was included in the ISW section. Also, in section 2.2.2.1.2, the shallow groundwater monitoring locations are mapped and screening depths are provided (figure 2.2.2.-2 on page 2-69). ",
ISW/GDE,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",Yes,"Figure 2.2.2-11Figure 2.2.212 presents a map of streams identified as ISW, non-ISW, and streams that do not have enough information to make a distinction on connectedness that are classified as a data gap. In general, surface water in the central and eastern portions of the  Sierra Valley is classified as a data gap due to the lack of shallow groundwater elevation data. This includes Smithneck Creek downstream of Loyalton and Little Last Chance Creek downstream of Highway 70 to the large central wetland complex. An area of disconnected streams exists on the western side of the Valley including Carman and Fletcher Creeks downstream of the Westside Road. Streams on the south, west, and near the Valley margins are generally connected to groundwater. This includes the streams on the south and west side such as Lemon Creek, Cold Stream, Bonta Creek, Hamlin Creek, Berry Creek, Turner Creek, Fletcher Creek, and Carman Creek. On the east side of the Valley this includes Little Last Chance Creek above Highway 70, Staverville Creek, Smithneck Creek above Loyalton, and Bear Valley Creek",Page 2-91 / 2.2.2.6.5,"1. Are ISWs mapped in the basin? yes
2. Is the mapping consistent with the assessment? yes - it seems the plan used a decent amount of data and identified most streams in the basin as wither ISW or data gap which will be looked into in the future",
ISW/GDE,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged; shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (or related appendix)  (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged (in ISW section or related appendix)= yes","principal aquifer, shallow ",Yes,"Nested monitoring wells were used to confirm ISWs that were identified using the approach outlined above. Nested monitoring wells are District monitoring wells (DMW’s) that were installed throughout the valley beginning in the Fall of 1995, with the majority of wells being installed in the early 2000’s and the most recent in the Spring of 2020. A total of 7 sets of nested wells have been installed at varying depths throughout the valley. The DMW’s are unique compared to other monitoring wells as each location contains two to three nested wells. Nested wells are constructed with two or more wells within the same borehole and screened at different depths. The wells are isolated from each other using an annular seal and were used to measure a difference in hydraulic head for each screened depth. Vertical hydraulic gradient was then  calculated by differencing the hydraulic head of the shallow well to the deeper well and dividing by the distance between the midpoints of the screened intervals. A negative value indicates the potential for downward flow and is an indication that surface water or shallow groundwater is recharging the deeper aquifer. A positive value indicates the potential for upward flow where deeper groundwater is moving toward the shallow aquifer or discharging to surface water. Time series plots showing vertical hydraulic gradients in nested wells are presented in Figure 2.2.2-10, and locations of each DMW nested well is included in Figure 2.2.2-11.","Page 2-88 / 2.2.2.6.4
Figure 2.2.2-10","1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)? yes, the plan describes groundwater data from the shallow and deep principal aquifers when presenting the nested well hydrographs
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? yes
",
ISW/GDE,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",Yes,"Figure 2.2.2-11Figure 2.2.212 presents a map of streams identified as ISW, non-ISW, and streams that do not have enough information to make a distinction on connectedness that are  classified as a data gap. In general, surface water in the central and eastern portions of the Sierra Valley is classified as a data gap due to the lack of shallow groundwater elevation data.

&&  There is limited data to define the extent of perched aquifers, but preliminary data from DMW-7 (installed in 2020) valley fill stratigraphy, and anecdotal evidence from valley residents indicate the existence of perched aquifers near Little Last Chance Creek and Smithneck Creek. Due to the lack of shallow groundwater monitoring in these areas, streams here have not been classified as disconnected or interconnected surface water, but instead have been classified as a data gap.","Page 2-91 / 2.2.2.6.5

&& Page 2-91 / 2.2.2.6.5","1. Were data gaps identified? yes 
2. Were the data gaps identified in the ISW section? yes",
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",Somewhat,"Figure 2.2.2-11Figure 2.2.212 presents a map of streams identified as ISW, non-ISW, and streams that do not have enough information to make a distinction on connectedness that are  classified as a data gap. In general, surface water in the central and eastern portions of the Sierra Valley is classified as a data gap due to the lack of shallow groundwater elevation data.

&&  There is limited data to define the extent of perched aquifers, but preliminary data from DMW-7 (installed in 2020) valley fill stratigraphy, and anecdotal evidence from valley residents indicate the existence of perched aquifers near Little Last Chance Creek and Smithneck Creek. Due to the lack of shallow groundwater monitoring in these areas, streams here have not been classified as disconnected or interconnected surface water, but instead have been classified as a data gap.","Page 2-91 / 2.2.2.6.5

&& Page 2-91 / 2.2.2.6.5","1. Is there a map AND description of pISW? somewhat - the plan does not use the term potential ISW, but does include the data gap segments of the surface water as ""data gaps"" rather than concluding they are disconnected. The plan should considered these pISWs. ",
ISW/GDE,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Yes,"The Sierra Valley Groundwater Basin includes United States Fish and Wildlife Service (USFWS) designated critical habitat for one federally listed plant species: Webber’s ivesia (Ivesia webberi) (2,094 acres) (USFWS 2014). The critical habitat is located on the eastern edge of the groundwater basin near Dyson Lane and Highway 49. Habitat for Webber’s ivesia—sagebrush flats—is not a GDE community. The lower 4.5 miles of the Middle Fork Feather River within the basin are part of the Wild and Scenic Reach of the river. Nine likely groundwater-dependent special-status plant species were documented in the Sierra Valley Groundwater Basin (Table 2.2.2‑3). In addition, one likely groundwater-dependent sensitive natural community (montane freshwater marsh) occurs in the Sierra Valley Groundwater Basin (Table 2.2.2‑3). In addition to the special-status plant species listed in Table 2.2.2-3, the TAC identified Sierra Valley evening primrose (Camissonia tanacetifolia ssp. Quadriperforata) as a plant of special interest in Sierra Valley. The Sierra Valley evening primrose is unlikely to be groundwater dependent.

&& Thirty-one special-status terrestrial and aquatic wildlife species were identified during scoping as having the potential to likely or possible occur within the Sierra Valley Groundwater Basin. Of these, twenty-one were potentially groundwater dependent species: one amphibian species,  fifteen bird species, and six mammal species. Information on these groundwater dependent species, including regulatory status and habitat associations, is provided Table 2.2.2‑4. The Sierra Valley groundwater basin is within the range of a recently observed gray wolf (Canis lupus) pack (CDFW 2021a). The gray wolf is an endangered species in California but has been delisted by the USFWS. The gray wolf likely depends on some groundwater-dependent species for food, but the groundwater dependence of prey in Sierra Valley has not been explored. Additional bird and invertebrate species for which there is conservation concern and have the potential to occur in the Sierra Valley Groundwater Basin include: white-faced ibis (Plegadis chihi; CDFW watchlist [WL]), ferruginous hawk (Buteo regalis; CDFW WL, USFWS Birds of Conservation Concern [BCC]), prairie falcon (Falco mexicanus; CDFW WL, USFWS BCC), Cooper’s hawk (Accipiter cooperii; CDFW WL), sharp-shinned hawk (Accipiter striatus; CDFW WL), long-billed curlew (Numenius americanus; CDFW WL; USFWS BCC), canvasback (Aythya valisineria; California [CA] imperiled [S2]), western pearlshell (Margaritifera falcata; CA critically imperiled [S1], S2), western ridged mussel (Gonidea angulata; CA S1, S2), brownish dubiraphian riffle beetle (Dubiraphia brunnescens; CA S1), and Pinnacles optioservus riffle beetle (Optioservus canus; CA S1) (Feather River Land Trust n.d., TNC 2021).","Page 2-99 / 2.2.2.7.4

&& Page 2-105 / 2.2.2.7.4.1

Table 2.2.2.-2
Table 2.2.2.-4
","1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types (in GDE section or related appendix)? yes 
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? yes",
ISW/GDE,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs and included a clear description of methods = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Yes,"Here, potentially groundwater dependent vegetation units were identified from existing vegetation maps within Sierra Valley and compared with measurements of groundwater depth. Streams with interconnected surface water were identified in Section 2.2.2.6. Once the GDEs are mapped, the occurrence of special-status species was used to determine the beneficial users of GDEs and the ecological value of GDEs in the basin.

&& Both CalVeg and NWI were used to construct the vegetation map, which are included in CA DWR (2020). Where CalVeg and NWI overlapped, NWI was used to denote potential wetland vegetation, based on comparison of the two vegetation maps and aerial photography. Potential GDEs were defined as plant communities that were likely dependent on groundwater or interconnected surface water. Sites classified as agriculture by CA DWR (2018) were not included as GDEs. Because the position of channels in the interconnected surface water (ISW) map (Section 2.2.2.6) differed from riverine map units in the NWI dataset. NWI riverine polygons that were not within 50 ft of ISW points were classified as unlikely GDEs.
The potential GDE map was then overlain with a depth to groundwater raster derived from average groundwater elevation contours from 2017–2020 were subtracted from a 2018 1-m 2216 USGS DEM (USGS 2021). Potential GDEs that occur where depth to groundwater exceeds 30 ft were removed from the potential GDE map. Average spring depth to water from 2017 to 2020 was used for this assessment. The average value from 2017 to 2020 was used instead of an individual year because using multiple years allowed for a much more robust estimate of groundwater depth than using a single year alone.
Three meadows along Carman Creek were added to the GDE map based on observations of the vegetation and shallow groundwater described in (Rodriguez et al 2017, Davis et al. 2020). 
Interconnected surface water maps described in Section 2.2.2.6 were used in place of NWI riverine polygons. Where the replaced riverine polygons occurred within other GDE polygons, they were not removed to avoid holes in the map. Otherwise, the riverine polygons were removed.

&& The Sierra Valley Groundwater Basin contains 17, 581 acres of GDEs, approximately 14% of the total basin area (Figure 2.2.2‑15). About 80% of the GDEs in the basin are associated with the large wetland complex in the western half of the groundwater basin. The meadows along Carman Creek contain approximately 226 acres of the GDEs. GDEs are primarily located along the western edge of the basin where groundwater is shallower and associated with the large wetland complex. The GDEs in the wetland complex overlie clay-rich sediments with poorly drained soils. There are few wells near the GDEs, and the groundwater depths and the connection to groundwater are somewhat uncertain. Nevertheless, given that this area is supplied by interconnected surface water (see Figure 2.2.2-12) and our best estimate is that depth to groundwater is less than 30 ft, the large wetland complex is mapped as a GDE. Due to the semi-confined nature of the aquifer system and the spatial and temporal sparseness of measurements, uncertainty in groundwater elevation is quite high. The standard deviation of 2017-2020 average groundwater elevation within a half-mile buffer of the GDEs ranges from 42 to 80 ft Up to 9,500 acres of potential GDEs that were removed because the depth to groundwater exceeded 30 ft could be reclassified as likely GDEs if groundwater elevations increased by one standard deviation. Additional shallow groundwater monitoring well data are needed to reduce uncertainty in depth to water assessments (see Section 2.2.2.7.7)
Freshwater emergent marshland is the most prevalent vegetation community (12,640 acres, 2311 Figure 2.2.2‑16 comprising 72% of all GDE area. Riverine (3,276 acres) and freshwater forested/shrub wetland (1,329 acres) communities are also prevalent, comprising 19% and 8%, respectively, of all GDE area.","Page 2-93 / 2.2.2.7

&& Page 2-94 / 2.2.2.7.1.1

&& Page 2-96 / 2.2.2.7.2

Figure 2.2.2-17","1. Is there a map?  yes - figure 2.2.2-13
2. Is there a description of data sources and processing (in GDE section or related appendix)? (describe in notes) yes- there was a clear description of the methods. The plan used a local vegmap (CalVeg) and the NWI to initially map GDEs, then used depth to groundwater data and the ISW map to refine the initial GDEs. 17, 581 acres of GDEs were identified and kept as pGDEs (significanlty more than identified by TNC - this seems like a conservative approach)",
ISW/GDE,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Yes,The potential GDE map was then overlain with a depth to groundwater raster derived from average groundwater elevation contours from 2017–2020 were subtracted from a 2018 1-m 2216 USGS DEM (USGS 2021). Potential GDEs that occur where depth to groundwater exceeds 30 ft were removed from the potential GDE map. Average spring depth to water from 2017 to 2020 was used for this assessment. The average value from 2017 to 2020 was used instead of an individual year because using multiple years allowed for a much more robust estimate of groundwater depth than using a single year alone.,Page 2-94 / 2.2.2.7.1.1,"1. Is data from shallowest principal aquifer used? assuming yes 
2. Is there a description of the data (in GDE section or related appendix)? (spatial, temporal, proximity to GDEs?) yes,  average groundwater elevation data from 2017 - 2020. but more details about proximity of wells to GDEs or spatial distribution would be good.",
ISW/GDE,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",Yes,,,,
ISW/GDE,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",Somewhat,The potential GDE map was then overlain with a depth to groundwater raster derived from average groundwater elevation contours from 2017–2020 were subtracted from a 2018 1-m 2216 USGS DEM (USGS 2021). Potential GDEs that occur where depth to groundwater exceeds 30 ft were removed from the potential GDE map. Average spring depth to water from 2017 to 2020 was used for this assessment. The average value from 2017 to 2020 was used instead of an individual year because using multiple years allowed for a much more robust estimate of groundwater depth than using a single year alone.,Page 2-94 / 2.2.2.7.1.1,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

Groundwater data from 2017-2020 was used in assessment, which is limited and represents mostly wet years... there should be more inclusion of dry water year types. 
",
ISW/GDE,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",Yes,The potential GDE map was then overlain with a depth to groundwater raster derived from average groundwater elevation contours from 2017–2020 were subtracted from a 2018 1-m 2216 USGS DEM (USGS 2021). Potential GDEs that occur where depth to groundwater exceeds 30 ft were removed from the potential GDE map. Average spring depth to water from 2017 to 2020 was used for this assessment. The average value from 2017 to 2020 was used instead of an individual year because using multiple years allowed for a much more robust estimate of groundwater depth than using a single year alone.,Page 2-94 / 2.2.2.7.1.1,1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? yes,
ISW/GDE,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Yes,"2.2.2.7.7 Data Gaps 2503
There are gaps in available data that make assessing the extent and sensitivity of GDEs to groundwater management. In particular, available vegetation maps lack sufficient detail to determine the rooting depth of vegetation to compare with groundwater depth. Instead, we need to use general rooting depths with large error bars. This is compounded by uncertainty in the depth to groundwater near the GDEs due to limited well data. Both of these data gaps can be filled in the first five years after the GSP is implemented. Expanded surface water and groundwater gages should decrease the uncertainty of groundwater depth. In addition, an updated and more detailed vegetation map was begun by CDFW, who are awaiting additional funding to complete. If this map is completed by the five-year update, it can be used to better assess the species assemblages, the source of water, and their maximum rooting depth.",Page 2-118/ 2.2.2.7.7,"1. Were data gaps identified? yes 
2. Were the data gaps identifed in the GDE section? yes ",
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Yes,"The Sierra Valley Groundwater Basin contains 17, 581 acres of GDEs, approximately 14% of the total basin area (Figure 2.2.2‑15). About 80% of the GDEs in the basin are associated with the large wetland complex in the western half of the groundwater basin. The meadows along Carman Creek contain approximately 226 acres of the GDEs. GDEs are primarily located along the western edge of the basin where groundwater is shallower and associated with the large wetland complex. The GDEs in the wetland complex overlie clay-rich sediments with poorly drained soils. There are few wells near the GDEs, and the groundwater depths and the connection to groundwater are somewhat uncertain. Nevertheless, given that this area is supplied by interconnected surface water (see Figure 2.2.2-12) and our best estimate is that depth to groundwater is less than 30 ft, the large wetland complex is mapped as a GDE. Due to the semi-confined nature of the aquifer system and the spatial and temporal sparseness of measurements, uncertainty in groundwater elevation is quite high. The standard deviation of 2017-2020 average groundwater elevation within a half-mile buffer of the GDEs ranges from 42 to 80 ft Up to 9,500 acres of potential GDEs that were removed because the depth to groundwater exceeded 30 ft could be reclassified as likely GDEs if groundwater elevations increased by one standard deviation. Additional shallow groundwater monitoring well data are needed to reduce uncertainty in depth to water assessments (see Section 2.2.2.7.7)
Freshwater emergent marshland is the most prevalent vegetation community (12,640 acres, Figure 2.2.2‑16 comprising 72% of all GDE area. Riverine (3,276 acres) and freshwater forested/shrub wetland (1,329 acres) communities are also prevalent, comprising 19% and 8%, respectively, of all GDE area.",Page 2-96 / 2.2.2.7.2,"1. Is there a map AND description of pGDEs? yes - figure 2.2.2-13 presents the pGDEs as ""likely"" and ""unlikely"". In the text, the plan describes including some GDEs even though there is a lack of data available to confirm.",
CC/Other,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Somewhat,"Outflows from the land surface system occur as: 
 evapotranspiration (ET) by vegetation and crops 
 deep percolation past the root zone (groundwater recharge) 
ET rates are quantified using relationships between reference ET values from CIMIS and the spatial distribution of vegetation and crop types (described in Section 2.2.1.3 and Appendix 2-8). ET rates are greater during the warmer (e.g., summer) seasons due to higher temperatures and water demand by vegetation. Groundwater recharge occurs when simulated soil water content exceeds field capacity, resulting in gravity drainage into the groundwater subsystem.",Page 2-119 / 2.2.3.1.2,"1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Native Veg ET in the water budget? Unclear: the text lists ET as both vegetation and crop ET, and no tables or figures summarizing the budget have been included in the GSP. Additionally, the Appendix stated to have more details (Appendix 2-8) has not been made available for review.
Somewhat for now, would love to see the final budget summaries.
",
CC/Other,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Not Applicable,,,"1. Is the water budget made with a spreadsheet model or numerical model?
2. Is there a line for Managed Wetlands in the water budget?
",
CC/Other,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"The baseline hydrology used as the basis for the projected water budget is based on applying precipitation and ET and streamflow change factors from the Variable Infiltration Capacity (VIC) 2070 central tendency (CT) climate scenario, provided by DWR (2018b,c), to historical hydrology of years 1943 through 2019 (DBS&A, 2021b; Appendix 2-8). The 2070 CT climate change factors were determined to exhibit more variability (i.e., more severe droughts and intense wet years) than the 2030 CT climate change factors, indicating that the 2070 CT climate change assumptions are more conservative from a water supply and demand planning perspective.",Page 2-123 / 2.2.3.5.1,"1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? DWR change factors
3. If using DWR climate change factors, do they use 2030, 2070 or both? Only 2070 CT",
CC/Other,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",No,"The baseline hydrology used as the basis for the projected water budget is based on applying precipitation and ET and streamflow change factors from the Variable Infiltration Capacity (VIC) 2070 central tendency (CT) climate scenario, provided by DWR (2018b,c), to historical hydrology of years 1943 through 2019 (DBS&A, 2021b; Appendix 2-8). The 2070 CT climate change factors were determined to exhibit more variability (i.e., more severe droughts and intense wet years) than the 2030 CT climate change factors, indicating that the 2070 CT climate change assumptions are more conservative from a water supply and demand planning perspective.",Page 2-123 / 2.2.3.5.1,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry) Only 2070 Central Tendency
2. If other than DWR factors, which combination(s) of RCP and GCM do they use?
3. If other than DWR factors, do they use an ensemble of models or single model run?",
