Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Becky,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",No,"Several small streams and creeks flow discontinuously along the edges of Butte Valley, primarily on the southern and western flanks of the valley, but there are no recent public records for stream flow except estimates of diversions by water right holders. Historical monitoring of stream flow in Butte Creek at the National Water Information System (NWIS) gauge 11490500 is restricted to a period of record from 1952 to 1960. Records indicate historical peak flows during January to March in excess of 255 cubic feet per second (cfs) with summer time flows from July to September ranging were typically below 10 cfs. Surface water in the Valley is restricted to Meiss Lake and five creeks: Butte, Prather, Ikes, Harris, and Muskgrave. Section 2.2.1.9 provides an overview of these surface water bodies, many of which go dry in the summer and fall. Section 2.2.2.1 and Appendix 2-A show that historical groundwater level data is generally located far from surface waters. Details of water level elavations near these creeks have been identified as a data gap. Generally for all these surface waters, the nearest groundwater contours are deeper than 30 feet. The nearest wells to Ikes, Harris, and Muskgrave Creeks have groundwater levels typically deeper than 40 feet below ground surface (bgs). Wells to the north and south of Meiss Lake range from 25 to 50 ft bgs, with projected groundwater surfaces of Meiss Lake greater than 30 feet. Groundwater level data at Prather Creek have groundwater levels greater than 30 feet. These surface waters are therefore assumed disconnected from the Basin groundwater aquifer due to the deep groundwater levels. Butte Creek is the major surface water body in Butte Valley and terminates south of Mount Hebron, where all water is appropriated for irrigation. Large data gaps include the lack of recent flow data and no nearby groundwater level data. The nearest groundwater well to the Butte Creek terminus has groundwater levels ranging from 40 to 80 ft bgs (see Appendix 2-A). Studies of Butte Creek upstream of the Basin suggest that Butte Creek is a losing stream (USFS Kegg Meadow Restoration Reference). Until the associated data gaps are addressed, Butte Creek is tentatively assumed disconnected from the Basin groundwater aquifer due to nearby deep groundwater levels.
",Page 87 && 89 / 2.2.2.6,"1. Is there a clear map of ISWs? No map or other visuals
2. Was temporal variability and used and described? Somewhat - lack of detail on temporal range of groundwater data
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? Somewhat - not enough details on the type of data (screening depths and proximity to surface water)

No map. Vague assessment due to lack of streamflow data and groundwater data. Stream gauge data does not exist after 1960 in the basin. Groundwater monitoring wells are, as the plan states, far from surface water features. Appendix 2-A includes groundwater elevation maps from interpolated data, but again, the monitoring points are far from the streams and there is no description of the screening depth or aquifer from which the water level is taken. There is a clear lack of data.",Changed from somewhat to no because there is no map
Becky,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",No,"Generally for all these surface waters, the nearest groundwater contours are deeper than 30 feet. The nearest wells to Ikes, Harris, and Muskgrave Creeks have groundwater levels typically deeper than 40 feet below ground surface (bgs). Wells to the north and south of Meiss Lake range from 25 to 50 ft bgs, with projected groundwater surfaces of Meiss Lake greater than 30 feet. Groundwater level data at Prather Creek have groundwater levels greater than 30 feet. These surface waters are therefore assumed disconnected from the Basin groundwater aquifer due to the deep groundwater levels && Butte Creek is the major surface water body in Butte Valley and terminates south of Mount Hebron, where all water is appropriated for irrigation. Large data gaps include the lack of recent flow data and no nearby groundwater level data. The nearest groundwater well to the Butte Creek terminus has groundwater levels ranging from 40 to 80 ft bgs (see Appendix 2-A). Studies of Butte Creek upstream of the Basin suggest that Butte Creek is a losing stream (USFS Kegg Meadow Restoration Reference). Until the associated data gaps are addressed, Butte Creek is tentatively assumed disconnected from the Basin groundwater aquifer due to nearby deep groundwater levels.
",Page 87 && 89 / 2.2.2.6,"1. Are ISWs mapped in the basin? No map
2. Is the mapping consistent with the assessment? No - plan assumes all surface was as disconnected from groundwater with little to no data 

",
Becky,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged; shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged= yes","principal aquifer, shallow ",Somewhat,"Generally for all these surface waters, the nearest groundwater contours are deeper than 30 feet. The nearest wells to Ikes, Harris, and Muskgrave Creeks have groundwater levels typically deeper than 40 feet below ground surface (bgs). Wells to the north and south of Meiss Lake range from 25 to 50 ft bgs, with projected groundwater surfaces of Meiss Lake greater than 30 feet. Groundwater level data at Prather Creek have groundwater levels greater than 30 feet. These surface waters are therefore assumed disconnected from the Basin groundwater aquifer due to the deep groundwater levels && Butte Creek is the major surface water body in Butte Valley and terminates south of Mount Hebron, where all water is appropriated for irrigation. Large data gaps include the lack of recent flow data and no nearby groundwater level data. The nearest groundwater well to the Butte Creek terminus has groundwater levels ranging from 40 to 80 ft bgs (see Appendix 2-A). Studies of Butte Creek upstream of the Basin suggest that Butte Creek is a losing stream (USFS Kegg Meadow Restoration Reference). Until the associated data gaps are addressed, Butte Creek is tentatively assumed disconnected from the Basin groundwater aquifer due to nearby deep groundwater levels.
",Page 87 && 89 / 2.2.2.6,"1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)? No mention of specific aquifers 
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? Yes


The plan discusses groundwater levels but does not specify which shallow principal aquifer the groundwter data is coming from. No mention of specific aquifer names. No evidence to suggest that the plan does not consider the shallow aquifer(s) as principal.",
Becky,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",Yes,"Surface water in the Valley is restricted to Meiss Lake and five creeks: Butte, Prather, Ikes, Harris, and Muskgrave. Section 2.2.1.9 provides an overview of these surface water bodies, many of which go dry in the summer and fall. Section 2.2.2.1 and Appendix 2-A show that historical ground water level data is generally located far from surface waters. Details of water level elavations near these creeks have been identified as a data gap. &&  Large data gaps include the lack of recent flow data and no nearby groundwater level data.",Page 87 && 89 / 2.2.2.6,"1. Were data gaps identified? Yes
2. Were the data gaps identifed in the ISW section? Yes

Clear mention of data gaps in ISW section",
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",No,,,1. Is there a map AND description of pISW? No Clear mention of data gaps in ISW section,
Becky,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Yes,"Based on the combined freshwater species lists, there are a total of thirty-seven species identified by the federal or state governments as endangered, threatened, species of special concern, or watch list within the Basin, including those under review or in the candidate or petition process. Of these species two are endangered species, four are designated as threatened, twenty-two are species of concern or special species, and nine are included on thewatch list (Table 1.6) && The species prioritized for management, shown in Table 1.7, are considered throughout this GSP. Other species listed in Table 1.6 and Table 1.7 are protected by federal or state agencies. As needed, the GSA will partner with those agencies to protect non-threatened, threatened, and endangered species within the Basin.
",Page 90 && 94/ 2.2.2.7; Table 1.6; Table 1.7; ,"1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types? Yes
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? Yes

Special status, endangered species, and priorized species (both flora and fauna) are described and listed in tables 1.6 and 1.7",
Becky,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Yes,"Representations of mapped potential GDEs from the NCCAG vegetation and wetlands datasets are presented in Figure 1.26 and Figure 1.25, respectively.  && An initial review of NCCAG mapped potential GDEs for the Butte basin and a comparison to an initial review of NCCAG mapped potential GDEs for the Butte basin and a comparison to available land use mapping resources suggested that riparian communities were not effectively represented in some cases and mapped GDEs were identified in urban, agricultural, or managed vegetated areas. A subset of land uses from the 2010 Siskiyou County land use and land cover (LU/LC) dataset were incorporated into the analysis to more effectively represent mapped potential GDEs for the Butte basin. Siskiyou County LU/LC classes are presented in Appendix 2-C. The NCCAG vegetation and wetland layers were overlaid or unioned in a geographic information system(GIS) yielding a dataset where areasmapped as potential vegetationGDEs, wetlandGDEs, or both vegetation and wetland GDEs are represented. A union is a geospatial process where the  coverage and attributes of multiple layers in all area are combined into one spatial dataset. An intersection is a geospatial process where the coverage and attributes of multiple layers are combined into one spatial dataset only in areas where they share area or overlap. This combined or unioned NCCAG dataset was intersected with the adapted 2010 Siskiyou County LU/LC dataset yielding a combination of classifications for all three datasets for the area covered by either the NCCAG vegetation or wetland datasets. All observed combinations of combined fields were summarized in a master table and grouped into one of the five categories presented in Table 1.8 based on best professional judgment. Additional tables used in this process are presented in Appendix 2-C.",Page 95  / 2.2.2.7 && page 98 / 2.2.2.7; FIgure 1.25; Figure 1.26,"1. Is there a map?  Yes
2. Is there a description of data sources and processing? (describe in notes) yes - GIS spatial analysis of land use was combined with NC dataset GDE to determine which GDEs should be included/removed. In addition, the plan recieved input from stakeholders and compared interpolated groundwater elevations with rooting depths.",
Becky,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Somewhat,"Mapped representations of depth to groundwater were calculated consistent with the standard approach (e.g., TNC Best Practices for using the NC Dataset, 2019), as the difference between land surface elevation and interpolated groundwater elevation above mean sea level. Altogether, depth to groundwater conditions were developed for 23 periods between spring of 2008 and the fall of 2019. These periods represent water level data every 6 months from spring of 2008 to fall of 2019, with equal amounts of fall and spring periods. These grid or raster geospatial datasets were developed by interpolating between observed groundwater elevations obtained from the California Statewide Groundwater Elevation Monitoring (CASGEM) Program and assumed elevations at surface water features using ordinary kriging (Wackernagel, 1995). Representations of depth to groundwater for each of the 23 periods are presented in Appendix 2-C. && To complete a preliminary and conservative GDE analysis of these areas based on existing knowledge, the elevation of springs along the immediate edge of the valley sediments and mapped by the United States Geologic Survey were added as “water level” measurements for purposes of interpolating the water table within the Basin. Further rationale for this choice is provided in the next section. These additional “water level” data provide a more conservative, albeit only approximate estimate of depth to water table for the GDE analysis in areas near the Basin boundaries for this preliminary analysis. The preliminary analysis identifies areas with potential GDEs, but is not used to set specific sustainable management criteria until better data is available, e.g., from planned expansion of the groundwater level network. Instead, potential GDEs with high uncertainty due to lack of direct groundwater level data are identified as data gaps to be addressed during the implementation of the Plan.",Page 102 / 2.2.2.7,"1. Is data from shallowest principal aquifer used? Somewhat - uncertain which aquifer groundwater data is from
2. Is there a description of the data? (spatial, temporal, proximity to GDEs?) Somewhat - Groundwater level data from 2008 to 2019. Also, spring water levels were used in an attempt to fill data gaps. Spatial information of where springs are located is provided, but there is a lack of description of where groundwater monitoring data is coming from (location, screening depths, etc.)",
Becky,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria . = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",Somewhat,"An initial review of NCCAG mapped potential GDEs for the Butte basin and a comparison to an initial review of NCCAG mapped potential GDEs for the Butte basin and a comparison to available land use mapping resources suggested that riparian communities were not effectively represented in some cases and mapped GDEs were identified in urban, agricultural, or managed vegetated && This combined or unioned NCCAG dataset was intersected with the adapted 2010 Siskiyou County LU/LC dataset yielding a combination of classifications for all three datasets for the area covered by either the NCCAG vegetation or wetland datasets. All observed combinations of combined fields were summarized in a master table and grouped into one of the five categories presented in Table 1.8 based on best professional judgment. Additional tables used in this process are presented in Appendix 2-C && The Butte Valley Wildlife Area (BVWA) manages its vegetation through irrigation (flooding) using both, surface water and groundwater. Irrigation of natural vegetation and wetlands with groundwater does not establish these ecosystems as groundwater-dependent in the same way as natural,  non-irrigated GDEs. The latter depend on specific water level depth, while the former depend on access of wells to groundwater. BVWA provided feedback on which potential GDEs within their borders were irrigated versus natural habitat. [Stakeholder input will be incorporated in the next GSP draft. && Results of this grid-based analysis of mapped potential vegetative GDEs and their classification as connected or disconnected to groundwater for each of the 23 periods is presented in Appendix 2-C. Mapped potential vegetative GDEs were then further characterized based on the percentage of years when vegetation with their assumed rooting zone depth would reasonably have access to groundwater. Areas with assumed predominant vegetation types that would have access to groundwater for greater than 50% of all periods are categorized as “likely connected” to groundwater for this grid-based analysis. Areas with assumed vegetation that do not appear to have access to groundwater for greater than 50% of the period of record are assumed to be “likely disconnected” from groundwater.",Page 95 && 98 && 99 / 2.2.2.7,"NC dataset is used to initially map GDEs, then other methods and data were used, including: land use data, rooting depths, and a grid-based analysis of groundwater levels compared to rooting depths. This resulted in a map of potential GDEs as ""assumed GDE"" and ""assumed not GDE"". GDEs were mapped by partially using NC dataset, but also with possibily incorrect methods/data for the following reasons 1) polygons were removed if irrigation was overlapping, and 2) the assumed not GDEs are thought to be connected less than 50% of the year, but any connection should be considered a GDE. There are uncertainties in their methods to remove NC dataset polygons based on proximity to irrigation and average rooting depths.",
Becky,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",Yes,"Mapped representations of depth to groundwater were calculated consistent with the standard approach (e.g., TNC Best Practices for using the NC Dataset, 2019), as the difference between land surface elevation and interpolated groundwater elevation above mean sea level. Altogether, depth to groundwater conditions were developed for 23 periods between spring of 2008 and the fall of 2019. These periods represent water level data every 6 months from spring of 2008 to fall of 2019, with equal amounts of fall and spring periods. These grid or raster geospatial datasets were developed by interpolating between observed groundwater elevations obtained from the California Statewide Groundwater Elevation Monitoring (CASGEM) Program and assumed elevations at surface water features using ordinary kriging (Wackernagel, 1995). Representations of depth to groundwater for each of the 23 periods are presented in Appendix 2-C.",Page 102 / 2.2.2.7,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

Multiple water year types are used from 2008 - 2019. ",Changed from somewhat to yes since groundwater data from 2008-2019 was used (includes known wet and dry years)
Becky,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",Somewhat,"These grid or raster geospatial datasets were developed by interpolating between observed groundwater elevations obtained from the California Statewide Groundwater Elevation Monitoring (CASGEM) Program and assumed elevations at surface water features using ordinary kriging (Wackernagel, 1995). Representations of depth to groundwater for each of the 23 periods are presented in Appendix 2-C.",Page 102 / 2.2.2.7; see figures in appendix 2-C,"1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? Somewhat/no

Groundwater depths seem to be corrected for land surface elevation in the grid raster datasets used to compare groundwater elevations with surface water elevation. Appendix 2-C only shows groundwater depths in feet below ground surface. No mention of DEM.",Changed from yes to somewhat because no mention of DEM
Becky,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Yes,"The preliminary analysis identifies areas with potential GDEs, but is not used to set specific sustainable management criteria until better data is available, e.g., from planned expansion of the groundwater level network. Instead, potential GDEs with high uncertainty due to lack of direct groundwater level data are identified as data gaps to be addressed during the implementation of the Plan. && The current map of likely connected GDEs are located in areas where direct groundwater levels are not available or has a short historical record. Consequently the current list of potential GDEs is considered tentative, a data gap, and dependent on collection of additional groundwater level data.",Page 102 && 105 / 2.2.2.7,"1. Were data gaps identified? Yes
2. Were the data gaps identifed in the GDE section? Yes

Data gaps are clearly identified. Essentially, all GDEs are indentified as a data gap",
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Somewhat,"Mapped Potential GDE Classification: A tabular summary of the grid-based GDE classifications for each mapped potential GDE area
 was developed. Potential mapped GDEs were grouped into two categories corresponding to areas assumed to be: • Assumed GDE; • Assumed not a GDE. Areas where the grid-based analysis showed that the mapped potential vegetative GDE was likely connected to groundwater were categorized as “assumed GDE.” Similarly, areas that were shown to be disconnected from groundwater were considered a “assumed not a GDE”. The distribution of categorized GDEs for the Butte basin is presented in Figure 1.28 and Table 1.12. && Mapped potential vegetative GDEs were then further characterized based on the percentage of years when vegetation with their assumed rooting zone depth would reasonably have access to groundwater. Areas with assumed predominant vegetation types that would have access to groundwater for greater than 50% of all periods are categorized as “likely connected” to groundwater for this grid-based analysis. Areas with assumed vegetation that do not appear to have access to groundwater for greater than 50% of the period of record are assumed to be “likely disconnected” from groundwater.",Page 105 && 104 / 2.2.2.7Figure 1.28; Table 1.12,"1. Is there a map AND description of pGDEs? Somewhat

Potential GDEs are mapped and described, but the method for categorizing pGDEs is not correct, as noted above. In table 1.12, the plan states that almost 90% of initial GDEs from NC dataset are""assumed not a GDE"" because there is a less than 50% connection... any connection should considered an ""assumed GDE""",
Lauren,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Yes,"Figure 1.29: Annual water budgets for the land (land use, crop, soil) subsystem of the Basin. dStor: change in storage within the land subsystem (within the uppermost portion of the unsaturated zone, including the crop/vegetation root zone). AW: applied water. ETcrop: actual ET from crops, lawns, and natural vegetation. Deepperc tot: deep percolation from the upper portion of the unsaturated zone, assumed to be equal to groundwater recharge for the same year. Runoff Pr: surface runoff from precipitation. Tailwater: tailwater return flows, assumed to become groundwater recharge.

Natural lands: Land/soil subsystem model summary
A deterministic, distributed-parameter, physical-process-based watershedmodel for the Upper Klamath Basin was recently developed by the US Geological Survey using the publically available software PRMS 5.0 (Risley 2019). This model includes the entire BVIHM simulation domain. The model is discretized into small sub-watershed units called hydrologic response units (HRUs). An HRU is defined as an area within the watershed defined by similar hydrologic, climatologic, vegetation, slope, and soil properties. Within the BVIHM simulation domain, this model distinguishes approximately 30 HRUs. For each HRU, the model simulates snow processes, plant interception of rainfall, infiltration, surface runoff, soil water storage, evapotranspiration, and groundwater recharge. It also simulates streamflow at the HRU outlet. The model uses daily time-step and uses daily precipitation and minimum and maximum daily air  temperature as input, provided by the PRISM group at Oregon State University (Figure 1.33; (Markstrom et al. 2008)). The model is calibrated against streamflow data at several long-term gages operated within the Upper Klamath Basin. For BVIHM, the Upper Klamath Basin PRMS model represents the surface water and land/soil subsystem. Surface water simulated only included major streams downgradient from Butte Valley. Recharge computed by the land/soil  module of PRMS was used as input to the MODFLOW-based groundwater module of BVIHM, described below.","108 / 2.2.3

114 / 2.2.3.1","1. Is the water budget made with a spreadsheet model or numerical model? Numerical - Butte Valley Integrated Hydrogeological Model

2. Is there a line for Native Veg ET in the water budget?
Natural vegetation is mentioned in the evapotranspiration basin outflows. Appendix 2-D of the full model used for the Water Budgets is not available. But assuming that this mention of natural vegetation that was used in the ET outflows for historic, current, and projected water budgets is sufficient. ",
Lauren,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",No,"“BVWA is 13,200 acres (53.4 sq km) 183 with 4,400 acres (17.8 sq km) of intensively managed wetlands, 4,000 acres (16.2 sq km) of Meiss Lake, and 4,800 acres (19.4 sq km) of habitat (NCRWQCB 2008).”

Within BVWA is 4,000 acre (16 sq km) Meiss Lake, managed wetlands and crop lands, meadows, creeks, native grasslands, brush fields and pine-oak forests (Novick 1996).

","14 /  2.1.1.1
23 / 2.1.2.6","1. Is the water budget made with a spreadsheet model or numerical model? Numerical - Butte Valley Integrated Hydrogeological Model

2. Is there a line for Managed Wetlands in the water budget? 
Managed wetlands are mentioned in the land uses sections but it is unclear whether it was accounted for in the water budgets since Appendix 2-D was not published on the Draft GSP website ",
Lauren,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"Method Details
The climate record for the projected 50-year period of water years October 2021-September 2071 was constructed from model inputs for the years 1991-2011. The minimum bound of 1991 was imposed by ETref data, which is not  available prior to the BVIHM historical period; the maximum  bound of 2011 was imposed by DWR change factors, which are only available through (Table X in Appendix 2-D).  Under their SGMA climate change guidance, DWR provided a dataset of “change factors” which each GSA can use to convert local historical weather data into 4 different climate change scenarios (DWR 2018). Change factors are geographically and temporally explicit. Geographically, a grid of 1/16-degree resolution cells covers the extent of California; for each of these cells, one change factors applies to each month, 1911-2011. The change factor concept is intended to convert all past years to a single near or far future year; for example, imagine that in a hypothetical grid cell, the 2030 (Near) scenario change factor for ET ref in March 2001 was 5%. This would imply that, under the local results of the global climate  change scenario used to inform this guidance, if March 2001 had occurred in the year 2030, there would be 5% more ET in that grid cell than historically observed.",125 / 2.2.4,"1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? DWR Change factors
3. If using DWR climate change factors, do they use 2030, 2070 or both? 2030 and 2070

Appendix 2-D not published on website at time of review, which should have provided the actual numbers of the water budget. Not included in Chapter 2 though the climate scenarios were described.",
Lauren,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",Yes,"2. The climate-influenced variables Precipitation (as rain), Reference Evapotranspiration (ETref), and tributary stream inflow were altered to represent four climate change scenarios:
 • (a) Near-future climate, representing conditions in the year 2030 
 • (b) Far-future climate, representing central tendency of projected conditions in the year 2070
 • (c) Far-future climate, Wet with Moderate Warming (WMW), representing the wetter extreme of projected conditions in the year 2070
 • (d) Far-future climate, Dry with Extreme Warming",124 / 2.2.4,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry)  -- Central Tendency, Wet and Dry with Extreme Warming
2. If other than DWR factors, which combination(s) of RCP and GCM do they use? 
3. If other than DWR factors, do they use an ensemble of models or single model run?
",
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,"The future projected water budget contains all of the same components as the historical water  budget; for a description of those terms, see Section 2.2.3.

2.2.3:
There are two inflows in the historic water budget: precipitation on the valley floor (to L), and subsurface inflow or mountain front recharge from the surrounding quaternary volcanics underlying the upper watershed (to GW):
 • Precipitation (to L): Rainfall on the valley floor is a key input for the PRMS and CRZWM model which results in deep percolation. Groundwater recharge (from L to GW) occurs when root zone water storage exceeds its water holding capacity due to precipitation and/or irrigation amounts exceeding evapotranspiration needs.
 • Subsurface Inflow (to GW): The BVIHM domain includes the entire Butte Valley watershed. Recharge (across the landscape or in creeks) outside the Basin becomes groundwater flow, some of which flows into the Basin. BVIHM is used to compute monthly and annual subsurface inflows from the upper watershed across the Basin boundary, within the larger volcanic aquifer system of the region and into the unconsolidated deposits within the Basin.","124 / 2.2.4
120 / 2.2.3.2","Appendix 2-D not published on website at time of review, which should have provided the actual numbers of the water budget. Not included in Chapter 2 though the climate scenarios were described.",
