Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
ISW/GDE,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",No,"It is unlikely that groundwater in these alluvial deposits is hydraulically connected with groundwater in the Hueneme and Fox Canyon Aquifers (which are present in the underlying San Pedro Formation), as groundwater elevations in the underlying aquifers are generally hundreds of feet below ground surface in the northern Mound Basin (see Section 3.2 of the Mound Basin GSP).",,"1. Is data from shallowest principal aquifer used? no - no active wells in shallow aquifer 
2. Is there a description of the data? (spatial, temporal, proximity to GDEs?) no

No mention of groundwater data in the descriptions of the 11 NC dataset GDE areas in appendix G
",
ISW/GDE,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria . = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",No,"The iGDE mapped in Area 4 is coast live oak (CNRA, 2020), as shown on Figure G-5. The aerial imagery shown on Figure G-5 was obtained after the Thomas Fire burned the foothills north of Ventura in December 2017, which is why only grass and some small shrubs are apparent on Figure G-5. Review of older aerial imagery available in Google Earth in the vicinity of Area 4 indicates that trees and shrubs were more abundant prior to the Thomas Fire. Similar stands of trees and shrubs were also present outside of the mapped iGDE area in Sanjon Barranca and nearby drainages, most commonly in canyon bottoms and on north-facing slopes (some can be seen on Figure G-5) in areas where the underlying geology consists of landslide deposits or San Pedro Formation. Considering the absence of mapped springs or seeps, the substantial depth to groundwater in the underlying principal aquifers (Hueneme and Fox Canyon Aquifers), and the presence of the iGDE (trees and shrubs that may include coast live oak) on hillsides outside of Area 4, it is unlikely that the coast live oaks within Area 4 (or on the surrounding hillsides and canyons) are dependent on groundwater from a principal aquifer in Mound Basin. Therefore, the iGDE in Area 4 is not considered to be a GDE for the purpose of this GSP. && Inspection of the aerial imagery shown on Figure G-8 indicates the presence of subdivisions of singlefamily residences both east and west adjacent to Area 7. Farther upstream (in Sexton Canyon north of Foothill Road, beyond the field of view of Figure G-8) are approximately 150 acres of avocado orchards and additional residential development. Irrigation return flows from the adjacent and upstream Inspection of the aerial imagery shown on Figure G-8 indicates the presence of subdivisions of singlefamily residences both east and west adjacent to Area 7. Farther upstream (in Sexton Canyon north of Foothill Road, beyond the field of view of Figure G-8) are approximately 150 acres of avocado orchards and additional residential development. Irrigation return flows from the adjacent and upstream.",Page 3 of Appendix G && Page 4 and 5 of Appendix G ,"The GSP uses distance from agricultural or irrigated fields as a reason for not considering iGDE areas claiming that the iGDEs ""likely"" relying on irrigation return flows in shallow and perched aquifers and surface water flow, yet there is no evidence to prove this.  Also, the GSP claims that from aerial photographs the presense of similarly looking groups of vegetation in other areas other than the iGDE area is enough evidence to dismiss a iGDE. Area 11 was the only iGDE the GSP considered to be a potential GDE, yet the report claimed that pumping in the principle aquifers has no ""believed"" significant impact on Area 11, it was dismissed. On Page 8, the GSP acknowledges the possible connection between Area 11 iGDE and the shallow groundwater and states that a management action to monitor well permit applications proposed uses in the shallow groundwater around Area 11 will be included. The GDE should be considered throughout the GSP planning and development but was dismissed.",
ISW/GDE,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",No,,,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

No groundwater data provided",
ISW/GDE,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",No,,,"1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation?

No groundwater data provided",
ISW/GDE,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",No,,,"1. Were data gaps identified? No - Although the GSP mentioned multiple times that there is not enough evidence to prove a connection between groundwater and GDEs, no data gaps were identified and no plans to fill the lack of evidence was mentioned in GSP. 
2. Were the data gaps identifed in the GDE section? no",
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Somewhat,"No groundwater dependent ecoystems (GDEs) have been identified in the Basin that appear to be relying on groundwater from a principle aquifer. 
&&
Given the possible, but likely limited, connection between Mound Basin shallow groundwater and the Area 11 iGDEs, Area 11 is retained as a GDE pursuant to TNC’s “precautionary principle” (TNC, 2018). However, it is noted that there is no known shallow groundwater extraction within Mound Basin. Furthermore, SSP&A (2020) concluded that there is no significant evidence for interactions between groundwater in the principal aquifers and shallow groundwater, which is consistent with the several hundred feet of fine-grained materials that lie between the shallow aquifer and the principal aquifers in Area 11 (Figure 3.1-08). Based on the foregoing, pumping from the principal aquifers in Mound Basin is not believed to significantly impact Area 11 iGDEs.",Page ES-vi / ES-3 && page 69 / 3.2.7,"1. Is there a map AND description of pGDEs? somewhat - there is somewhat of a description of pGDEs, but the only pGDE is dismissed because shallow aquifer is not main pumping aquifer. No map of pGDEs",
CC/Other,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Somewhat,"A numerical groundwater flow model was used to quantify and evaluate the projected water budget conditions and the potential impacts to beneficial uses and users of groundwater (United, 2018, 2021a, 2021b, 2021c). The numerical  model is based on available hydrogeologic and land use data from the past several decades, previous studies of Basin hydrogeologic conditions, and an earlier version of the model (United, 2018). The numerical model gives insight into how the complex hydrologic processes are operating in the Basin.
&&
ET of groundwater occurs where the water table is present at very shallow depths (in United’s [2018, 2021a] groundwater flow model, ET is assumed to occur within the upper 5 ft of the soil zone). In Mound Basin, such conditions occur in and adjacent to the Santa Clara River in the southwest part of the basin, and ET rates in these areas are computed by United’s (2021a) groundwater model based on computed groundwater elevations and estimates of the other parameters that control ET (ET surface elevation, extinction depth, and maximum flux rate).
","71 / 3.3
&&
76 / 3.3","1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Native Veg ET in the water budget? No

Mentions use of a numerical model for water budgets that is based on land use data. It is unclear whether native vegetation is a part of the land use data, as I couldnt find the reference for the groundwater flow model (United 2021a, 2021b, 2021c). ",
CC/Other,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Not Applicable,,,"1. Is the water budget made with a spreadsheet model or numerical model?
2. Is there a line for Managed Wetlands in the water budget?

No Managed Wetlands in basin",
CC/Other,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"In accordance with GSP Emergency Regulations Section 354.18 (c)(3)(A), the future water budget must be based on 50 years of historical precipitation, ET, and streamflow information. To satisfy this regulation, the forward version of the numerical model used for the projected water budget includes 77 years of historical precipitation, evapotranspiration, and streamflow data from the period 1943-2019, which supports a time period from 2022-2096. It is believed that the selected historical period is representative and is the best available information for groundwater sustainability planning purposes. This period includes two major drought cycles for the Santa Clara River watershed and was therefore preferred over any single 50-year period (the minimum timeframe required under SGMA regulations) available in DWR’s historical dataset, which includes water years 1931 through 2019 for rainfall (DWR, 2021) and 1916-2011 for streamflow change factors (DWR, 2018).

Baseline future streamflow in the Santa Clara River and its major contributing tributaries (including Santa Paula Creek, Sespe Creek, Pole Creek, Hopper Creek, Piru Creek, and Castaic Creek, all of which are located east and upstream of Mound Basin) was projected based on historical stream gaging records provided by the USGS and VCWPD. Streamflow in the small subwatersheds present in the foothills north of Mound Basin that contribute to mountain-front recharge, as described in the introduction to Section 3.3, was projected to change in direct proportion to increases or decreases in rainfall in accordance with 2030 and 2070 climate change factors provided by DWR (2018), and is described further below. Projected annual rainfall rates assumed under future baseline, 2030 and 2070 climate change scenarios are shown on Figure 3.3-05. The future baseline scenario assumed no sea level rise, the 2030 climate change scenario assumed 15 centimeters (6 inches) of sea level rise, and the 2070 climate change scenario assumed 45 centimeters (18 inches) of sea level rise, consistent with DWR (2018) guidance. 
&&
 Uncertainty in future hydrology associated with potential climate change was evaluated by applying DWR (2018) streamflow change factors from their 2030 and 2070 central-tendency scenarios to the historic streamflow records for Castaic Lake (reservoir) inflows, Santa Clara River upstream of Castaic Creek (excluding WRF discharges which were added after applying streamflow change factors), Middle Piru Creek (inflow to Lake Piru), Pole Creek, Hopper Creek, Sespe Creek, and Santa Paula Creek. Daily historic flow records were adjusted to 2030 and 2070 future conditions by applying the annual and monthly streamflow change factors provided for the Santa Clara River watershed (designated HUC8_18070102 by DWR), utilizing the methodology for application of time series change-factor data described in DWR (2018) guidance",88-89 / 3.3.3.1.1,"1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? DWR Change Factors with Climate Period Analysis
3. If using DWR climate change factors, do they use 2030, 2070 or both? 2030 and 2070",
CC/Other,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",No,,,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry) Central Tendency
2. If other than DWR factors, which combination(s) of RCP and GCM do they use?
3. If other than DWR factors, do they use an ensemble of models or single model run?",
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,"Streamflow in the small subwatersheds present in the foothills north of Mound Basin that contribute to mountain-front recharge, as described in the introduction to Section 3.3, was projected to change in direct proportion to increases or decreases in rainfall in accordance with 2030 and 2070 climate change factors provided by DWR (2018), and is described further below. Projected annual rainfall rates assumed under future baseline, 2030 and 2070 climate change scenarios are shown on Figure 3.3-05.",88 / 3.3.3.1.1 FIgure 3.3.-05,,
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,"To account for future increased temperatures due to climate change, the future annual irrigation demands were further scaled by a factor representing the average annual increase (over the projected period of 1943-2019) in future ET (calculated from evapotranspiration climate change factors provided by DWR). The average ET climate change factor for the 2030s was 1.0359 (increase of 3.6%) and for the 2070s was 1.0825 (increase of 8.25%); hence irrigation demand was increased by the corresponding factors to account for higher ET uptake (demand) of irrigation water.",90 / 3.3.3.1.2,,
CC/Other,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Yes,"Compared to historic streamflow between 1943 and 2019, annual average streamflow decreased by 3.8- 4.7% for the 2030 climate change scenario, and by 2.6-3.5 % for the 2070 climate change scenario. The calculated change in streamflow for the 2030 and 2070 climate change scenarios is mostly driven by the monthly change factors provided by DWR (as opposed to annual change factors). 

The baseline and climate change projections of agricultural water demand also apply to groundwater imported from the Santa Paula and Oxnard Basins for agricultural use, which is reflected in the return flow calculations 

Changes in future application of local and imported water sources in Mound Basin also change future agricultural and M&I return flows in Mound Basin. Changes in return flows each year are simulated in United’s (2021c) groundwater flow model as a function of changes in water demand (described above) and adjusted by precipitation (as described in the beginning of Section 3.3). The methodology for calculating the projected changes in return flow and the associated values for the baseline, 2030, and 2070 scenarios are further described in the model documentation (United 2021c)."," 89 / 3.3.3.1.1 
 90 / 3.3.3.1.2","1. Is the water budget made with a numerical model or spreadsheet model?  Numerical and Spreadsheet
2. If spreadsheet, are DWR surface water change factors included? Yes
3. Is there imported water in the water budget? Is this adjusted for climate change? Somewhat",
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Yes,"The future baseline scenario assumed no sea level rise, the 2030 climate change scenario assumed 15 centimeters (6 inches) of sea level rise, and the 2070 climate change scenario assumed 45 centimeters (18 inches) of sea level rise, consistent with DWR (2018) guidance",88 / 3.3.3.1.1,,
CC/Other,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",Yes,"Modeling results for the future projection periods indicate that the projected inflow and outflows will be approximately balanced during the 20-year GSP implementation period (change in storage ranging from 4 to 38 AF/yr; Tables 3.3-07, 3.3-10, and 3.3-13), depending on climate change assumptions. The modeling results also suggest that the minimum thresholds will not be exceeded. Therefore, an estimate of the sustainable yield is approximately equal to the projected pumping (averaging 7,900 to 8,200 AF/yr), depending on climate change assumptions (Tables 3.3-07, 3.3-10, and 3.3-13). It is recognized increasing pumping above these amounts could increase underflow from adjacent basins, thereby increasing the sustainable yield of the Mound Basin. However, this could impact sustainable management of the adjacent Santa Paula and/or Oxnard basins and is not included the sustainable yield estimate at this time.", 96 / 3.3.4.2,,
WQ,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Not Applicable,"No domestic wells were identified during development of the GSP. The lack of domestic wells is due to the availability of potable water from Ventura Water and the significant expense required to drill a domestic water-supply well to the depth required to reach a principal aquifer in Mound Basin.
The process for defining undesirable results for degraded water quality began with considering the potential effects on beneficial uses and users of groundwater, land uses, and property interests.
Potential effects on municipal beneficial uses would be increased costs for treatment or blending to meet drinking water standards. Potential effects on agricultural beneficial uses could include lower quality crops, increased water use to meet leaching requirements, and implementation of treatment or blending to reduce salinity. The potential effects on agricultural beneficial uses would result in increased costs and potential impacts on lease rates and land values.","Page 23 / 2.3.1
Page 128 / 4.7","1. Do they mention Drinking water users for UR? No
2. Which URs mention Drinking Water Users? No
3. Are impacts to Drinking Water users well analyzed? (mention well elevation and quality impacts)
4. Are all impacts of all COCs described?
No domestic wells were identified in this GSP.",
Stakeholder & WQ,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention DACs for UR? No
2. Which URs mention DACs? No
3. Are impacts to DACs well analyzed?
",
Stakeholder & WQ,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention Tribes for UR? No
2. Which URs mention Tribes? No
3. Are impacts to Tribes well analyzed? No
",
ISW/GDE & WQ,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",No,,,"1. Do they mention GDEs for UR? No
2. Which URs mention GDEs? No
3. Are impacts to GDEs well analyzed?
",
WQ,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"These criteria were considered when developing the minimum thresholds:
• Primary MCLs: Applicable to nitrate only. It is desirable to maintain existing water quality at levels suitable potable water for human consumption for current and future beneficial uses. Widespread occurrence of nitrate in excess of the MCL is considered a significant and unreasonable effect.
• Secondary MCLs: Applicable to TDS, sulfate, and chloride. It is desirable to maintain water quality at levels acceptable to consumers. Widespread occurrence of TDS, sulfate, or chloride concentrations in excess of the Short-Term Consumer Acceptance Level would be considered a significant and unreasonable effect.
• RWQCB WQOs: These standards are designed to protect beneficial uses and preserve existing water quality at the time of RWQCB Basin Plan (RWQCB-LA, 2019) development from degradation, consistent with the Porter-Cologne Act and SWRCB Antidegradation Policy (Resolution No. 68-16).
• Agricultural Thresholds: Certain crops grown in the Basin are sensitive to chloride and boron in irrigation water. The RWQCB WQOs were developed, in part to protect agricultural beneficial uses of water. Therefore, widespread chloride or boron concentrations in excess of WQOs for these constituents would be considered a significant and unreasonable effect.
• Existing Water Quality: Current groundwater quality is known to support beneficial uses in the Basin and there is an absence of significant and unreasonable effects due to water quality. Therefore, minimum thresholds should be set equal to or greater than existing water quality to recognize the absence of significant and unreasonable effects at present.
• MBGSA’s Ability to Improve Water Quality: TDS, sulfate, chloride, and boron are naturally occurring constituents that are derived from groundwater interaction with subsurface sediments. The GSA has no feasible means of reducing the existing in situ concentrations of these constituents in the Basin. The GSA can take measures to minimize the downward migration of these constituents and nitrate from the shallow groundwater into the principal aquifers.
In general, the minimum thresholds were selected be consistent with the RWQCB WQOs. The one exception is TDS, which has historically exceeded the RWQCB WQO. The TDS minimum threshold was set higher than the RWQCB WQO based on the upper range of concentrations observed in representative monitoring wells during the previous 10 years. The minimum thresholds and specific rationale for each water quality constituent minimum threshold are provided in Table 4.1-02. The minimum thresholds and measurable objectives with respect to each aquifer are shown on Table 4.1-03. The minimum thresholds are also shown on the water quality plots provided in Appendix I. && The measurable objectives were developed using the same information and criteria used to develop the minimum thresholds, which are descried in Section 4.2.7.1. In general, the measurable objectives were selected to preserve existing water quality for beneficial uses in the Basin. The measurable objectives and specific rationale for each water quality constituent measurable objective are provided in Table 4.1-02. The measurable objectives provide a reasonable range of operational flexibility above the minimum thresholds and historical concentrations observed in the Basin, as shown in the water quality plots provided in (Appendix I).","Page 132 / 4.7.2.1 && Page 136 / 4.7.3
Table 4.1-02
Table 4.1-03","1. Are MT and MO set for COCs? Yes
2. Do they set MT and MO for all COCs? Nitrate, TDS, chloride, sulfate

Minimum thresholds and measurable objectives are set for TDS, nitrate, sulfate, chloride, and boron. The TDS is set for highest value (short term acceptance) of MCL",
WQ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Yes,"Primary MCLs: Applicable to nitrate only. It is desirable to maintain existing water quality at levels suitable potable water for human consumption for current and future beneficial uses. Widespread occurrence of nitrate in excess of the MCL is considered a significant and unreasonable effect.
• Secondary MCLs: Applicable to TDS, sulfate, and chloride. It is desirable to maintain water quality at levels acceptable to consumers. Widespread occurrence of TDS, sulfate, or chloride concentrations in excess of the Short-Term Consumer Acceptance Level would be considered a significant and unreasonable effect.
• RWQCB WQOs: These standards are designed to protect beneficial uses and preserve existing water quality at the time of RWQCB Basin Plan (RWQCB-LA, 2019) development from degradation, consistent with the Porter-Cologne Act and SWRCB Antidegradation Policy (Resolution No. 68-16).",Page 132 / 4.7.2.1 ,"1. Are MT set at MCL level for COCs? Yes
2. Are all MT set at MCL level? Yes
See Tables 4.1-02 and 4.1-03 - MTs are based on primary MCLs, secondary MCLs, and RWQCB WQOs (Regional Water Quality Control Board Water Quality Objectives). The nitrate MT is set to MCL. TDS, sulfate and chloride are set to SMCL. Boron is set to the RWQCB WQO. The contaminents are set at the short term acceptance range of TDS, Sulfate. And there is a big difference between MT(45) and MO(5) of NItrate, It is unclear how they will met this quality. They set the quality for potable water users. MCL or existing level +20% (which is greater ) is set as MT. MO is set at MCL level.
",
WQ,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",Somewhat,"The minimum thresholds will prevent significant and unreasonable degradation of groundwater quality that would limit the beneficial use of groundwater. Potential effects on municipal beneficial uses would be increased costs for treatment or blending to meet drinking water standards. Potential effects on agricultural beneficial uses could include lower quality crops, increased water use to meet leaching requirements, and implementation of treatment or blending to reduce salinity. The potential effects on agricultural beneficial uses would result in increased costs and potential impacts on lease rates and land values.",Page 134 / 4.7.2.4,"1. Do they mention impact of groundwater elevation MT on drinking water users? No
2. Do they mention impact of water quality MT on drinking water users? Yes, very vague
3. Do they use quantitative data to describe the harm of crossing the MT? No
Drinking water is only mentioned once in MT section with regards to degraded water quality (Section 4.7), but the cumalitive and indirect impacts of the water quality MTs on drinking water users is not thoroughly evaulated. This is a problem considering the very poor quality of water in the shallow and underlying aquifer systems in the basin.
",
Stakeholder & WQ,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT?

",
Stakeholder & WQ,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on Tribes? No
2. Do they mention impact of water quality MT on Tribes? No
2. Do they mention impact of ISW MT on Tribes?
4. Do they use quantitative data to describe the harm to DACs of crossing the MT?
",
ISW/GDE & WQ,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",No,,,"1. Do they mention impact of groundwater elevation MT on GDEs? No
2. Do they mention impact of ISW MT on GDEs? No
3. Do they use quantitative data to describe the harm of crossing each of the MT?

",
WQ,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",No,"The measurable objectives were developed using the same information and criteria used to develop the minimum thresholds, which are descried in Section 4.2.7.1. In general, the measurable objectives were selected to preserve existing water quality for beneficial uses in the Basin. The measurable objectives and specific rationale for each water quality constituent measurable objective are provided in Table 4.1-02. The measurable objectives provide a reasonable range of operational flexibility above the minimum thresholds and historical concentrations observed in the Basin, as shown in the water quality plots provided in (Appendix I).","Page 136 / 4.7.3
Table 4.1-02","1. Does the GSP mention Drinking Water Users for water quality MO? No
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on Drinking Water users water needs?
",
Stakeholder & WQ,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO? No
3. Do they justify/evaluate the MOs based on DAC water needs?

",
