Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Becky,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"The Shasta River and its major tributaries are all considered part of the interconnected surface water system in the Basin.  

&& In most years, the net direction in the entire watershed of stream-aquifer flux is as groundwater discharge into the river, with the largest net groundwater replenishment from streams occurs in wet years. Seasonally, the magnitude of stream leakage from the streamflow system to the aquifer is greatest during late winter and early spring, while the net magnitude of groundwater discharge  to the stream is greatest in late fall at the end of the dry season (least seasonal recharge). The mainstem Shasta River is alternately gaining and losing depending on the season, on the location, and on the year type. In other words, river water weaves in and out of the aquifer on its journey north to south along the valley floor. When considered as a whole, the mainstem of the Shasta River is a gaining reach. The upper sections of tributaries tend to be losing stream reaches but  conditions depend on precipitation levels during any given water year and some of the tributaries tends to be dry in the summer months before connecting to the main stem of the Shasta River. 

&& Springs feed surface waters on the east side of the watershed due to the volcanic geology (Figure 44). The Plutos Cave Basalt transmits the majority of Shasta River base flows, discharged as  springs in the southeast, and is responsible for nearly all the unimpaired summer base flow of >100 cfs in the Shasta River (SVRCD 2018. SVRCD 2018b). This base flow sustains summer flows in the river despite low precipitation in the valley and is dependent on snowmelt from annual snowfall  and glaciers in the surrounding mountains (SVRCD 2018b). 

&& The GSA is working with SVRCD to conduct transect studies for the Little Shasta River and Shasta River to determine the direction of flow exchange. Historically, the Little Shasta River rarely has surface water during the irrigation season due to adjudicated water rights (SVRCD 2018). During that period, the Little Shasta River is known to disappear and reappear at locations upstream of the confluence with the Shasta River (SVRCD 2018). Preliminary results indicate that, between May to October 2020, the Little Shasta River was losing at its transect location in the Little Shasta Valley. Upstream and downstream of the Little Shasta River confluence, the Shasta River was gaining in both transect locations (David’s Engineering 2020). For additional information, see Appendix 2-H. This study will continue as long as funding is available, with current funding allowing the study to last until December 2021. Expansion of the transect study to other locations in the Basin ill
 depend on funding. && These results indicate that the Shasta River was generally gaining in the transect location over the study period, with some potential losses to the aquifer adjacent to the left bank in the late summer (David’s Engineering 2020).","Page 105-106, 107, 108, 112 / 2.2.2.6 && Figure 43 && Figure 44","1. Is there a clear map of ISWs? Somewhat - there is a map of interconnected surface waters but lack of visualization for gaining and losing reaches
2. Was temporal variability used and described? no - Data is only from one year (with multiple seasons in that one year)
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? somewhat

The plan relies on prevous reports by SVRCD and an on-going transect study to assess ISWs.  Figure 43 shows all of the surface water in the basin and the highlighed interconnected main reaches. From the figures, it appears everything is connected, but there is a lack of visualization of gaining and losing reaches.  The transect study incorporates groundwater levels, surface water levels, and water temperatures from three locations in the basin and  only has data (so far) from May to October 2020. Specific groundwater measurments and surface water elevations are not provided. Lack of multi-year data and description of water year type, but fairly detailed description of spatial and temporal ISWs in basin. ",
Becky,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",Yes,"The Shasta River and its major tributaries are all considered part of the interconnected surface water system in the Basin. Their large seasonal flow variations exhibit all five elements of the recently proposed functional flow framework for managing California rivers: fall flush flow, winter storm flow, winter baseflow, spring recess, and summer baseflow. The system is also subject to significant interannual variations in flow and largely affected by the complex springs system that is present throughout the valley as a result of the volcanic origin.

&& Both transects along the Shasta River (SRU and SRD) had higher shallower groundwater water surface elevations in the piezometers than surface water elevations throughout the study period. Overall, shallow groundwater levels relative to surface water showed relatively consistent trends during the study period. The shallow groundwater levels in the two transects along the Shasta River tended to be higher in elevation and have a hydraulic gradient towards the river, while inthe Little Shasta River they tend to be lower in elevation and have a hydraulic gradient away from the river. While these trends were influenced by a variety of factors, one that may contribute to differences is the irrigation of lands on either side of the river, as the lands along the Shasta River inthe vicinity of the transect were irrigated while lands along the Little Shasta River were unirrigated. Temperature differences varied between the transects, but overall showed the same general trends. The shallow groundwater was lower in temperature at the start of the study in May 2020  (e.g. negative values), and the differences increased into the summer as surface water temperatures increased more rapidly than groundwater temperatures. However, in late summer and early fall, as groundwater temperatures continued to slowly rise and surface water temperatures began falling, the trend reversed. The differences decreased and then became positive, reflective of surface water temperatures decreasing below shallow groundwater temperatures. The tempeature difference was the smallest for the LSR transect and greatest for the SRD transect. The temperature difference may have been greater at the SRD transect than the SRU transect because  of surface warming in the Shasta River as it flowed downstream. The temperature difference comparison at all transects reflected the slower changes in shallow groundwater temperaturesrelative to surface water temperatures (David’s Engineering 2020).
",Page 116 / 2.2.2.6,"1. Are ISWs mapped in the basin? Yes
2. Is the mapping consistent with the assessment? Yes

Based on available data and previous reports, the plan describes in detail the gaining and losing stretches of the main surface water bodies. The plan acknowledges that this study will continue if funding continues.",
Becky,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged; shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged= yes","principal aquifer, shallow ",Yes,"Shallow piezometers were installed in three transects across the Shasta Valley in late April 2020: two transects along different reaches of the Shasta River and one along the Little Shasta River. One of the transects on the Shasta River was upstream of the confluence with the Little Shasta River (SRU), and the other was downstream of the confluence with the Little Shasta River (SRD) (Figure 46). The transect along the Little Shasta River (LSR) lay within the alluvial portion of the Little Shasta Valley. These piezometers, along with the rivers, were instrumented to continuously monitor water surface elevations and temperatures in and adjacent to surface water features. 
&&
Springs feed surface waters on the east side of the watershed due to the volcanic geology (Figure 44). The Plutos Cave Basalt transmits the majority of Shasta River base flows, discharged as springs in the southeast, and is responsible for nearly all the unimpaired summer base flow of >100 cfs in the Shasta River (SVRCD 2018; SVRCD 2018b).
",Page 108-109 / 2.2.2.6,"1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)? Yes - the plan acknowledges the two ""primary"" aquifers in the ISW section - the shallow quaternary alluvium and Pluto's Cave basalt (see page 51)
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? Yes
",
Becky,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",Yes,"Springs fed by the Plutos Cave Basalt include the Big Springs Complex (SVRCD 2018). The Big Springs Complex encompasses Big Springs Lake, Big Springs Creek, and Little Springs Creek (Figure 43). The extent of the springs complex is a data gap but contributions of Big Springs Creek  to the Shasta River is estimated to be 60 cfs, and historically (pre-diversion) contributed 100 to 125  cfs (Deas 2006).
",Page 107 / 2.2.2.6,"1. Were data gaps identified? Data gaps were addressed when describing the spring system. No other data gaps discussed despite of a lack of groundwater data used to described ISWs
2. Were the data gaps identifed in the ISW section? yes

Data gaps were addressed when describing the spring system. No other data gaps discussed despite of a lack of groundwater data used to described ISWs",
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",No,,,"1. Is there a map AND description of pISW?

No map or description of pISWs. The Shasta River and all major tributaries are considered interconnected, but no discussion of minor tributaries.",
Becky,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Yes,,"Table 6, Table 7, Figure 54, Figure 55","1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types? Yes Good inventory and maps of flora, fuana, and habitat types in basin. Table 7 lists the species priorized for managment in GDEs (both flora and fauna), Figure 54 presents the NC dataset vegetation classes (habitat type), and Figure 55 presents the NC dataset wetland classes (habitat types). 
2. Does the plan acknowledge endangered/threatened/special status species in GDEs?  Yes - Table 6 lists the threatened/endangered species in Siskiyou County",
Becky,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Yes,"The primary resource used to establish the spatial extent of mapped GDEs is the Natural Communities Commonly Associated with Groundwater (NCCAG) dataset. 

&& The GDE analysis for the Shasta Watershed was comprised of a two-part analysis first identifying riparian GDEs relying on instream flows addressed in the interconnected surface water (ISW) analysis presented in Section 2.2.2.6 and then vegetative GDEs likely relying on groundwater in areas that are not in close proximity to surface water features or riparian corridors.The following sections discuss the process of mapping potential GDEs based on available resources and categorizing mapped potential GDEs into riparian GDE or vegetative GDE categories.",Page 124 / 2.2.2.7 ,"1. Is there a map? Yes - NC dataset used to map GDEs
2. Is there a description of data sources and processing (describe in notes) Yes - Land use data, groundwater depths, and rooting depths were used to assess GDEs",
Becky,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Somewhat,"Mapped representations of depth to groundwater were calculated consistent with the standard approach (e.g., TNC Best Practices for using the NC Dataset, 2019), as the difference between land surface elevation and interpolated groundwater elevation above mean sea level. Interpolation was carried out using ordinary kriging (Wackernagel, 1995), and observed groundwater elevations were obtained from the Periodic Groundwater Level Database (CA-DWR, 2021). Altogether, depth to groundwater conditions were developed for 16 three-year periods (e.g. spring 2012 through 2014 would involve spring representations for 2012, 2013, and 2014) between spring of 2011 and the fall of 2020, as sufficient groundwater level data is available during this timeframe. These periods represent water level data every 6 months from spring 2011 to fall 2020, with equal amounts of fall and spring periods. These depths to groundwater provide the best available representation of relatively modern depths to groundwater, pending estimates from the groundwater flow model in development. Mapped representations of depth to groundwater, the difference between surface elevations and groundwater elevation above mean sea level, were developed for 16 rolling three-year periods (e.g. spring 2012 through 2014 would involve spring representations for 2012, 2013, and 2014) between spring of 2011 and the fall of 2020. These grid or raster geospatial datasets were developed by interpolating between statistical representations of observed groundwater elevations for each three-year rolling period using data obtained from the California Statewide Groundwater ElevationMonitoring (CASGEM) Program using the well-establish kriging method.
",Page 133 / 2.2.2.7,"1. Is data from shallowest principal aquifer used? somewhat - groundwater elevations were used and interpolated, but unsure which aquifer data came from
2. Is there a description of the data? (spatial, temporal, proximity to GDEs?) somewhat - Groundwater data is described temprally, but there was no description or map of spatial extent of groundwater monitoring data points used in GIS spatial analysis.",
Becky,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria . = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",Somewhat,"Retain_Natural Siskiyou/DWR mapping indicates
natural vegetation present.
Retain_Check Siskiyou/DWR mapping indicates
natural vegetation may be
present therefore retain or verify
before removing
Remove_Ag Siskiyou/DWR mapping indicates
agricultural land is present which
could warrant polygon removal.
Remove Urban_Paved Siskiyou/DWR mapping indicates
urban/paved land is present which
could warrant polygon removal
Check_Remove_Irrigated Siskiyou/DWR mapping indicates
non-native irrigated land is
present which could warrant
polygon removal.",From Table 8 on page 127 / 2.2.2.7,"GDEs are refined by using land use cover and crop mapping datasets from DWR. From Table 24 and table 2-G-5 in appendix 2G, it is unclear if the plan removed NC dataset polygons based on the presence of irrigation. ",
Becky,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",Yes,"Altogether, depth to groundwater conditions were developed for 16 three-year periods (e.g. spring 2012 through 2014 would involve spring representations for 2012, 2013, and 2014) between spring of 2011 and the fall of 2020, as sufficient groundwater level data is available during this timeframe. These periods represent water level data every 6 months from spring 2011 to fall 2020, with equal amounts of fall and spring periods. These depths to groundwater provide the best available representation of relatively modern depths to groundwater, pending estimates from the groundwater flow model in developmen",Page 133 / 2.2.2.7,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

Multiple years of groundwater data used, accounting for seasonal changes. Multiple water year types included in 2011-2020.",
Becky,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",Somewhat,"Mapped representations of depth to groundwater were calculated consistent with the standard approach (e.g., TNC Best Practices for using the NC Dataset, 2019), as the difference between land surface elevation and interpolated groundwater elevation above mean sea level. Interpolation was carried out using ordinary kriging (Wackernagel, 1995), and observed groundwater elevations were obtained from the Periodic Groundwater Level Database (CA-DWR, 2021). ",Page 133 / 2.2.2.7,1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? Somewhat - Groundwater depths were corrected for land surface elevation when performing the interpolation (no figures show groundwater elevation though). No mention of DEM. ,
Becky,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Yes,"The approach developed and carried out to identify and evaluate GDEs within the Shasta Basin represents a conservative application of best available science through the formulation of reason able assumptions. Representations ofmapped potential GDEs were developed based on available geospatial datasets, though these resources cannot be assumed to be definitive. The vegetation classes present in the datasets outlined in the Mapped Potential GDEs section above are broad and could reasonably represent an array of vegetation types requiring the development of conservative assumptions to guide the assignment of assumed rooting zone depths. Groundwater conditions were represented by the interpolation of observed conditions in the Basin’s well network. These interpolated groundwater elevations may not reflect smaller scale variations in conditions both in space (less than 500 meters) and time (sub-seasonal). Because the groundwater elevations used herein represent regional, seasonal trends, they cannot capture the impact of perched aquifers on GDE health. Uncertainty and data gaps in the groundwater level data is discussed in Section 2.2.2.1.",Page 136 / 2.2.2.7,"1. Were data gaps identified? Yes
2. Were the data gaps identifed in the GDE section? Yes",
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Somewhat,"Results of this grid-based analysis of mapped potential vegetative GDEs and their classification as connected or disconnected to groundwater for each of the 16 periods is presented in Appendix 2-G. Mapped potential vegetative GDEs were then further characterized based on the percentage of years when vegetation with their assumed rooting zone depth would reasonably have access to groundwater. Areas with assumed predominant vegetation types that would have access to groundwater for greater than 50% of all periods are categorized as “likely connected” to groundwater for this grid-based analysis. Areas with assumed vegetation that do not appear to have access to groundwater for greater than 50% of the period of record are assumed to be “likely disconnected” from groundwater. This is reasonable based on the quality of groundwater level data in Basin, where historical data is only available every 6 months, in the spring and fall. A potential GDE with vegetation connected to groundwater every spring will be labeled as “likely connected”. Disconnection from groundwater for greater than 50% of periods indicates a multi-year lack of groundwater in the rooting zone. && Areas where the grid-based analysis showed that the mapped potential vegetative GDE was likely connected to groundwater were categorized as “assumed GDE.” Similarly, areas that were shown to be disconnected from groundwater were considered a “assumed not a GDE”. Riparian and vegetative GDEs analyses were integrated to produce a comprehensive representation of assumed GDEs for the Shasta watershed and are presented in Table 12 and Figure 59.",Page 135 && 136 / 2.2.2.7;  Figure 59,"1. Is there a map AND description of pGDEs? Somewhat -  assumed GDEs (vegetation in GDEs has access to groundwater >50% of time) and assumed not GDE (vegetation in GDEs has access to groundwater <50%) were described in the text. FIgure 59 presents the pGDEs.  While potential GDEs are mapped and described, GDEs should not be considered ""assumed disconnected"" if there is any connection to groundwater (regardless of temporal percentrage), especially considereing the lack of fine-scale temporal data in the analysis (every 6 months).",
Lauren,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",No,"Projected annual water budgets for the baseline and four DWR climate scenarios including the 2070 DEW (Dry), 2070 (Far), 2030 (Near), and 2070 WMW (Wet) are presented in Figure 66.",Page 147 / 2.2.4.1,"1. Is the water budget made with a spreadsheet model or numerical model? numerical model
2. Is there a line for Native Veg ET in the water budget? No

Native vegetation not accounted for in any water budget",
Lauren,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",No,"Projected annual water budgets for the baseline and four DWR climate scenarios including the 2070 DEW (Dry), 2070 (Far), 2030 (Near), and 2070 WMW (Wet) are presented in Figure 66.
&&
The are currently no management areas in the Shasta Valley GSP, but may be reconsidered and added in the 5-year GSP update in 2027.","Page 147 / 2.2.4.1
Page 152 / 2.2.6","1. Is the water budget made with a spreadsheet model or numerical model? numerical model
2. Is there a line for Managed Wetlands in the water budget? No

Managed wetlands not accounted for in any water budget; GSP does not recognize any mangement areas (such as managed wetlands)",
Lauren,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"The climate record for the projected 50-year period of water years 2022-2071 (October 2021- September 2071) was constructed from model inputs for the years 1991-2011. The minimum bound of 1991 was imposed by ETref data, which is not available prior to historicalmodel period; the maximum bound of 2011 was imposed by DWR change factors, which are only available through 2011 (Appendix 2-E).
Under their SGMA climate change guidance, DWR provided a dataset of “change factors” which each GSA can use to convert local historical weather data into 4 different climate change scenarios (DWR 2018). Change factors are geographically and temporally explicit. Geographically, a grid of 1/16-degree resolution cells covers the extent of California; for each of these cells, one change factors applies to each month, 1911-2011.",Page 147 / 2.2.4,"1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? DWR change factors
3. If using DWR climate change factors, do they use 2030, 2070 or both? Both 2030 and 2070 factors used",
Lauren,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",Yes,"The climate-influenced variables Precipitation (as rain), Reference Evapotranspiration (𝐸𝑇𝑟𝑒𝑓), and tributary stream inflow were altered to represent four climate change scenarios:
a. Near-future climate, representing conditions in the year 2030
b. Far-future climate, representing central tendency of projected conditions in the year 2070
c. Far-future climate, Wet with Moderate Warming (WMW), representing the wetter extreme of projected conditions in the year 2070
d. Far-future climate, Dry with Extreme Warming (DEW), representing the drier extreme of projected conditions in the year 2070",Page 147 / 2.2.4,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry) All four
2. If other than DWR factors, which combination(s) of RCP and GCM do they use? NA
3. If other than DWR factors, do they use an ensemble of models or single model run? NA

All DWR climate scenarios (2030, 2070 wet, 2070 dry, and 2070 central tendency) all used in projecting water budgets",
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,The 2030 (Near) and 2070 central tendency (Far) scenarios predict marginally more rainfall conditions to the Baseline. The 2070 DEW (Dry) shows less cumulative rainfall while the 2070 WMW (Wet) scenarios showsmore cumulative rain (Figure 62 and Figure 63).,Page 147 / 2.2.4.1,"
Climate change taken into account with regard to projected future precipitation, figures 62-64 show how future percipitation varies under different future scenarios. However,  Appendix 2-E, which is stated to have more details on the projected water budgets, has not been included in this version of the GSP",
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,All scenarios predict higher future ET than the Baseline (Figure 64 and Figure 65).,Page 147 / 2.2.4.1,"Climate change taken into account with regard to projected future evapotranspiration, figure 65 shows how ET varies under different future scenarios; However, Appendix 2-E, which is stated to have more details on the projected water budgets, has not been included in this version of the GSP",
Lauren,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Yes," 1. Observed weather and streamflow parameters from water years 1991-2011 were used multiple times to make a 50-year “Basecase” climate record (see Appendix 2-E for details). The Basecase projection represents a hypothetical future period in which climate conditions are the same as conditions from 1991-2011.

 2. The climate-influenced variables Precipitation (as rain), Reference Evapotranspiration(ETref 2751 ), and tributary stream inflow were altered to represent four climate change scenarios:
 a. Near-future climate, representing conditions in the year 2030
b. Far-future climate, representing central tendency of projected conditions in the year 2070
 c. Far-future climate, Wet with Moderate Warming (WMW), representing the wetter extreme of projected conditions in the year 2070
d. Far-future climate, Dry with Extreme Warming (DEW), representing the drier extreme of projected conditions in the year 2070

 3. The SWGM was run for the 50-year period of water years 2022-2071 for the Basecase and  all four climate change projected scenarios.",Page 147 / 2.2.4.1,"1. Is the water budget made with a numerical model or spreadsheet model? numerical
2. If spreadsheet, DWR surface water change factors included? numerical model, but surface water inflows from tributaries are adjusted with the DWR change factors
3. Is there imported water in the water budget? Is this adjusted for climate change? NA


Climate change taken into account with regard to projected surface flow inputs,; Appendix 2-E, which is stated to have more details on the projected water budgets, has not been included in this version of the GSP",
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Not Applicable,,,,
Lauren,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",No,"For the Shasta Valley, the sustainable yield is based on historical data and equal to 42 - 45 thousand acre-feet per year minus any future reduction in groundwater pumping resulting from the implementation of project and management actions (see Chapter 4) to meet the milestones and, after 2042, the minimum threshold and measurable objectives for the interconnected surface water indicator and for the water level indicator. Since these reductions in groundwater pumping will vary over time and will be a function of the PMAs that will be implemented, the sustainable yield will vary over time as new PMAs are added. Similarly, some future PMAs (not currently identified in chapter 4) may include schemes that may target a quantifiable, perhaps seasonal increase in groundwater pumping (recharge specifically for groundwater pumping, surface water leases to offset groundwater pumping), which then leads to a commensurate increase in the sustainable yield when such PMAs are implemented.",Page 151 / 2.2.5,Climate change not referenced when defining sustainable yield,
