Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Becky,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged; shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged= yes","principal aquifer, shallow ",Yes,"The preliminary SVIHM is used to map the potential locations of ISW, as described in Chapter 4 and shown in Figure 4-11. There is no data that verifies the location and extent of surface water connection to groundwater, nor the extent to which groundwater extraction depletes surface water. Therefore, this section describes the hydraulic principles that establish the relationship between surface water and groundwater, upon which the current conditions and monitoring network are based

The Upper Valley Subbasin is considered to be a single, unconfined aquifer. As mentioned in Chapter 4, there has been limited detailed hydrostratigraphic analysis in this Subbasin; thus, the level of interconnection among fine sediments is not well defined. Although no extensive aquitard has been mapped in the Subbasin, vertical gradients could still exist due to the cumulative confinement from numerous, small clay lenses. The potential presence of vertical groundwater gradients was investigated by comparing groundwater level measurements from pairs of shallow wells and deep wells located closely together. Figure 5-9. shows groundwater elevations at 2 well pairs in the Subbasin. Both well pairs have noticeably similar trends in groundwater elevations at the 2 depths, suggesting that there is very little vertical groundwater gradient.",Page 5-31 / 5.5.1,"1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)? yes - one unconfined aquifer in basin. But, the plan does state that there are fairly extensive data gaps in the HCM model and aquifer system and that small clay lenses might exist.
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? yes
",
Becky,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",Somewhat,"There is no data that verifies the location and extent of surface water connection to groundwater, nor the extent to which groundwater extraction depletes surface water. Therefore, this section describes the hydraulic principles that establish the relationship between surface water and groundwater, upon which the current conditions and monitoring network are based.

&& The preliminary SVIHM is used to map the potential locations of ISW, as described in Chapter 4 and shown in Figure 4-11. There is no data that verifies the location and extent of surface water connection to groundwater, nor the extent to which groundwater extraction depletes surface water. Therefore, this section describes the hydraulic principles that establish the relationship between surface water and groundwater, upon which the current conditions and monitoring network are based",Page 5-31 / 5.5.1,"1. Were data gaps identified? Somewhat - no explicit mention of data gaps but the plan does state that there is no data to verify ISWs. Also, in the HCM data gaps section, the plan does clearly state data gaps in relation to understanding aquifer systems but not specifically about ISWs
2. Were the data gaps identifed in the ISW section? Yes",
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",Yes,"The blue cells indicate areas where surface water is connected to groundwater for more than 50% of the number of months in the model period and are designated as areas of ISW. The clear cells represent areas that have interconnection less than 50% of the model period and require further evaluation to determine whether the SMC, discussed in Chapter 8, apply. The gray cells show locations of canals, drains, or connectors and were excluded from the analysis.",Page 4-25 / 4.4.5.1; Figure 4-11,1. Is there a map AND description of pISW? Yes - Figure 4-11 present areas of uncertain ISWs that are in need of more research to confirm,
Becky,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Somewhat,"The threatened and endangered species for Monterey County was further cross-referenced with the TNC Critical Species LookBook to identify which
species are likely to depend on groundwater, as indicated in Table 4-1.",Table 4-1,"1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types? No - there is no description of flora or fauna for GDEs in the basin.
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? yes - table 4-1",
Becky,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Somewhat,"Figure 4-12 shows the distribution of potential GDEs within the Subbasin based on the Natural Communities Commonly Associated with Groundwater (NCCAG) Dataset (DWR, 2020b). The NCCAG dataset maps vegetation, wetlands, springs, and seeps in California that are commonly associated with groundwater. These include: 1) wetland features commonly associated with the surface expression of groundwater under natural, unmodified conditions; and 2) phreatophytes. The SVBGSA reviewed the NCCAG dataset and assessed each GDE’s potential connection to groundwater by determining if the GDE was underlain by shallow groundwater that has been delineated as being part of a Bulletin 118 principal aquifer, and if depth to groundwater is less than 30 feet. The SVBGSA reviewed the NCCAG dataset and assessed each GDE’s potential connection to groundwater by determining if the GDE was underlain by shallow groundwater that has beendelineated as being part of a Bulletin 118 principal aquifer, and if depth to groundwater is less than 30 feet.",Page 4-29 / 4.4.5.2; Figure 4-12,"1. Is there a map? Yes - figure 4-12
2. Is there a description of data sources and processing? (describe in notes) Somewhat/no -No clear description of methods used. NC dataset used and the plan states that groundwater data is used, but no details on methods or additional data used to assess GDEs",
Becky,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Somewhat,"The SVBGSA reviewed the NCCAG dataset and assessed each GDE’s potential connection to groundwater by determining if the GDE was underlain by shallow groundwater that has been delineated as being part of a Bulletin 118 principal aquifer, and if depth to groundwater is less than 30 feet. The SVBGSA reviewed the NCCAG dataset and assessed each GDE’s potential connection to groundwater by determining if the GDE was underlain by shallow groundwater that has been delineated as being part of a Bulletin 118 principal aquifer, and if depth to groundwater is less than 30 feet.",Page 4-29 / 4.4.5.2,"1. Is data from shallowest principal aquifer used? Somewhat/no - no details about groundwater data used to verify GDEs
2. Is there a description of the data? (spatial, temporal, proximity to GDEs?) No
",
Becky,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria . = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",Yes,,,No details about the methods used to assess GDEs - assuming the plan did not use the criteria,
Becky,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data = somewhat
Detailed explanation of the multi-year groundwater data used  = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",No,,,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

No details about groundwater data used",
Becky,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",No,,,"1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? No

No details about groundwater data used",
Becky,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Somewhat,"The areas in the Forebay Subbasin where GDEs may be found are mainly along the Salinas River where shallow alluvium is present, and in canyons and washes. The shallow alluvium along the Salinas River may be saturated, but more investigation is needed to determine whether a continuous saturated zone connects to the principal aquifer. This area will require more analysis into the near surface stratigraphy to determine the connection of the principal aquifer to surface water.

&& The NCCAG dataset and the additional shallow groundwater analysis are not a determination of GDEs by DWR or SVBGSA, but rather represent the best available data to provide a starting point for this GSP, as well as to direct monitoring, fill data gaps, guide implementation, and support other field activities initiated or partnered by the SVBGSA. Field data are needed to ascertain the degree to which identified ecosystems are groundwater dependent, rather than sustained by soil moisture.",Page 4-29 / 4.4.5.2,"1. Were data gaps identified?  somewhat - no explicit description of data gaps, but the plan does state that more analysis and field data is needed and that the assessment is a starting point to ""fill data gaps"" but vague
2. Were the data gaps identifed in the GDE section? yes
",
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Somewhat,"Figure 4-12 shows the distribution of potential GDEs within the Subbasin based on the Natural Communities Commonly Associated with Groundwater (NCCAG) Dataset (DWR, 2020b).",,"1. Is there a map AND description of pGDEs? somewhat - no clear description of pGDEs but in the text, figure 4-12 is said to be potential GDEs. ",
Lauren,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Somewhat,"Outflows
o Groundwater pumping, including municipal, industrial, domestic, and agricultural
o Crop and riparian ET...
","Page 6-5 / 6.1.1
Table 6-2
Table 6-5
Table 6-15","1. Is the water budget made with a spreadsheet model or numerical model?
Numerical model (""The SVIHM is a numerical groundwater-surface water model that is constructed using version 2 of the MODFLOW-OWHM code"" && ""Future water budgets are being developed using an evaluation version of the Salinas Valley Operational Model (SVOM), developed by the USGS and MCWRA. The SVOM is a numerical groundwater-surface water model constructed with the same framework and processes as the SVIHM"")
2. Is there a line for Native Veg ET in the water budget?
Listed as just ET, but Table 6-2 (summary of sources) describes it as ""Riparian ET""
Based on the text, it is unclear whether the values shown in the budget tables are riparian only or contain crop ET as well",
Lauren,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Not Applicable,Managed wetlands. DWR land use records indicate that there are no managed wetlands in the Upper Valley Subbasin.,Page 3-11 / 3.2.2,"1. Is the water budget made with a spreadsheet model or numerical model?
2. Is there a line for Managed Wetlands in the water budget?
NOT APPLICABLE
",
Lauren,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"Several modifications were made to the SVOM in accordance with recommendations made by DWR in their Guidance for Climate Change Data Use During Groundwater Sustainability Plan Development (DWR, 2018). Three types of datasets were modified to account for 2030 and 2070 projected climate change: climate data including precipitation and potential ET, streamflow, and sea level.
Climate Data. DWR provided gridded change factors for 2030 and 2070 climate conditions that can be applied to historical hydrologic data. These change factors are derived from the statewide gridded datasets for the Variable Infiltration Capacity hydrologic model and are provided as monthly gridded values that can be multiplied by historical data between 1915 and 2011 to produce a dataset of climate inputs for each climate change scenario. Because the change factors are only available through December 2011 and the SVOM uses a climate time series through December 2014, monthly change factors for January 2012 to December 2014 are assumed.",Page 6-24 / 6.4.1.1,"1. Is climate change incorporated?
Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)?
DWR Change factors
3. If using DWR climate change factors, do they use 2030, 2070 or both?
Both 2030 and 2070",
Lauren,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",No,There is additional inherent uncertainty involved in projecting water budgets with projected climate change based on the available scenarios and methods. The recommended 2030 and 2070 central tendency scenarios that are used to develop the projected water budgets with the SVIHM provide a dataset that can be interpreted as what might be considered the most likely future conditions,Page 6-29 / 6.4.6,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry)
Central tendency for both 2030 and 2070
2. If other than DWR factors, which combination(s) of RCP and GCM do they use?
3. If other than DWR factors, do they use an ensemble of models or single model run?",
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,"Several modifications were made to the SVOM in accordance with recommendations made by DWR in their Guidance for Climate Change Data Use During Groundwater Sustainability Plan Development (DWR, 2018). Three types of datasets were modified to account for 2030 and 2070 projected climate change: climate data including precipitation and potential ET, streamflow, and sea level.
&&
The modified gridded monthly climate data for the entire model period are applied as inputs to the model, which reads precipitation and potential ET data on a monthly basis. The gridded climate data consist of a precipitation and a potential ET value for every grid cell in the model.","Page 6-24 / 6.4.1.1
Page 6-25 / 6.4.1.1",,
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,"Several modifications were made to the SVOM in accordance with recommendations made by DWR in their Guidance for Climate Change Data Use During Groundwater Sustainability Plan Development (DWR, 2018). Three types of datasets were modified to account for 2030 and 2070 projected climate change: climate data including precipitation and potential ET, streamflow, and sea level.
&&
The modified gridded monthly climate data for the entire model period are applied as inputs to the model, which reads precipitation and potential ET data on a monthly basis. The gridded climate data consist of a precipitation and a potential ET value for every grid cell in the model.","Page 6-24 / 6.4.1.1
Page 6-25 / 6.4.1.1",,
Lauren,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Yes,"Several modifications were made to the SVOM in accordance with recommendations made by DWR in their Guidance for Climate Change Data Use During Groundwater Sustainability Plan Development (DWR, 2018). Three types of datasets were modified to account for 2030 and 2070 projected climate change: climate data including precipitation and potential ET, streamflow, and sea level.
&&
Streamflow. DWR provided monthly change factors for unimpaired streamflow throughout California. For the Salinas Valley and other areas outside of the Central Valley, these change factors are provided as a single time series for each major watershed. Streamflows along the margins of the Basin are modified by the monthly change factors. As with the climate data, an assumption is required to extend the streamflow change factor time series through December 2014. It is assumed that the similarity in rainfall years at the Salinas Airport rainfall gauge could reasonably be expected to produce similar amounts of streamflow; therefore, the same years of 1981, 2002, and 2004 are repeated to represent the 2012, 2013, and 2014 streamflows.","Page 6-24 / 6.4.1.1
Page 6-25 / 6.4.1.1","1. Is the water budget made with a numerical model or spreadsheet model?
Numerical model
2. If spreadsheet, are DWR surface water change factors included?
Numerical models, but streamflow was accounted for using 3 datasets (not specified)
3. Is there imported water in the water budget? Is this adjusted for climate change?
In section 6.5, the GSP acknowledges that there are no water imports in the basin",
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Yes,"Several modifications were made to the SVOM in accordance with recommendations made by DWR in their Guidance for Climate Change Data Use During Groundwater Sustainability Plan Development (DWR, 2018). Three types of datasets were modified to account for 2030 and 2070 projected climate change: climate data including precipitation and potential ET, streamflow, and sea level.
&&
Sea Level. DWR guidance recommends using a single static value of sea level rise for each of the climate change scenarios (DWR, 2018). For the 2030 climate change scenario, the DWR-recommended sea level rise value of 15 centimeters is used. For the 2070 climate change scenario, the DWR-recommended sea level rise value of 45 centimeters is used. The amount of sea level rise is assumed to be static throughout the duration of each of the climate change scenarios.","Page 6-24 / 6.4.1.1
Page 6-25 / 6.4.1.1",,
Lauren,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",No,"To retain consistency with the historical sustainable yield, projected sustainable yield can be estimated by summing all the average groundwater extractions and adding the average change in storage. This represents the change in pumping that results in no change in storage, assuming no other projects or management actions are implemented.
&&
Table 6-20 includes the SVIHM estimated historical sustainable yield for comparison purposes. There are differences between the estimated change in storage for the historical and projected water budgets. Although the sustainable yield values provide guidance for achieving sustainability, simply reducing pumping to within the sustainable yield is not proof of sustainability. Sustainability must be demonstrated through the SMC.
&&
Table 6-21 provides estimates of the future sustainable yield using estimated future pumping calculated in Table 6-19. As with the historical sustainable yield, the model estimated change in storage is within the model error, and the average change in storage for the calculations in Table 6-21 is set to zero.","Page 6-28 / 6.4.5
Page 6-28 / 6.4.5
Page 6-29 / 6.4.5
Table 6-20
Table 6-21",Projected sustainable yield is based off historic values,
Sara,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Somewhat,"Potential Causes of Undesirable Results An undesirable result for chronic lowering of groundwater levels does not currently exist, since groundwater elevations in 17 out of 18 existing representative monitoring wells (94%) in the Subbasin were above the minimum threshold in the Fall 2019 groundwater elevation measurements. Conditions that may lead to an undesirable result include the following: • Localized pumping clusters. Even if regional pumping is maintained within the sustainable yield, clusters of high-capacity wells may cause excessive localized drawdowns that lead to undesirable results.• Expansion of de minimis pumping. Individual de minimis pumpers do not have a significant impact on groundwater elevations. However, many de minimis pumpers are often clustered in specific residential areas. Pumping by these de minimis users is not regulated under this GSP. Adding additional domestic de minimis pumpers in these areas may result in excessive localized drawdowns and undesirable results.• Departure from the GSP’s climatic assumptions, including extensive, unanticipated drought. Minimum thresholds were established based on historical groundwater elevations and reasonable estimates of future climatic conditions and groundwater elevations. Departure from the GSP’s climatic assumptions or extensive, unanticipated droughts may lead to excessively low groundwater elevations and undesirable results. Effects on Beneficial Users and Land Uses The primary detrimental effect on beneficial users from allowing multiple exceedances occurs if more than one exceedance occurs in a small geographic area. Allowing 15% exceedances is reasonable if the exceedances are spread out across the Subbasin, and as long as any one well does not regularly exceed its minimum threshold. If the exceedances are clustered in a small area, it will indicate that significant and unreasonable effects are being borne by a localized group of landowners.&&&
The undesirable result for degradation of groundwater quality is avoiding groundwater degradation due to actions directly resulting from GSP implementation. Therefore, the undesirable result will not impact the use of groundwater and will not have a negative effect on the beneficial users and uses of groundwater. This undesirable result, however, only applies to groundwater quality changes directly caused by projects or management actions implemented as part of this GSP. This undesirable result does not apply to groundwater quality changes that occur due to other causes.
","Page 8-19 / 8.6.4.1
Page 8-19 / 8.6.4.2","1. Do they mention Drinking water users for UR? Domestic de minimis pumpers/
2. Which URs mention Drinking Water Users? Lowering of GW
3. Are impacts to Drinking Water users well analyzed? (mention well elevation and quality impacts) They need to have a better explanation and evaluation on GW elevation. For GW quality they mention : ""Therefore, the undesirable result will not impact the use of groundwater and will not have a negative effect on the beneficial users and uses of groundwater,"" based on PMA.
4. Are all impacts of all COCs described? No",They Have done an Amazing job in SMC section. Very well written and explained.
Martha/Sara,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention DACs for UR? No
2. Which URs mention DACs? No
3. Are impacts to DACs well analyzed? No
",
Martha/Sara,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention Tribes for UR? NA
2. Which URs mention Tribes? NA
3. Are impacts to Tribes well analyzed? 
",
Becky/Sara,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",No,,,"1. Do they mention GDEs for UR? No - no UR mentions GDEs
2. Which URs mention GDEs? None
3. Are impacts to GDEs well analyzed? No
",
Sara,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"The minimum thresholds for DDW public water system supply wells and ILRP on-farm domestic wells reflect California’s Title 22 drinking water standards. The minimum thresholds for irrigation supply wells are based on the water quality objectives listed in the Water Quality Control Plan for the Central Coastal Basin (CCRWQCB, 2019). The minimum threshold values for the COC for all 3 sets of wells are provided in Table 8-4 and are based on data up to 2019. Because the minimum thresholds reflect no additional exceedances, the minimum thresholds are set to the number of existing exceedances. Surpassing the number of existing exceedances for any of the listed constituents will lead to an undesirable result. Not all wells in the monitoring network are sampled for every COC&&&
Degradation of groundwater quality minimum thresholds will be directly measured from existing public water system supply wells, on-farm domestic wells, and irrigation supply wells. Groundwater quality will be measured with SWRCB GeoTracker GAMA data submitted through existing monitoring programs—DDW and ILRP—as discussed in Chapter 7.
• Exceedances of MCLs and SMCLs in public water system supply wells will be monitored with annual water quality data submitted to the DDW.
• Exceedances of MCLs and SMCLs in on-farm domestic wells will be monitored with ILRP data.
• Exceedances of water quality objectives for crop production will be monitored with ILRP data.
Initially, the review of drinking water MCLs, SMCLs, and water quality objectives that maintain adequate crop production will be centered around the COC identified above. If during review of the water quality data additional constituents appear to exceed any of the regulatory standards, these additional constituents will be added to the list of constituents of concern for the Subbasin.&&&
The measurable objectives for degradation of groundwater quality represent target groundwater quality distributions in the Subbasin. SGMA does not mandate the improvement of groundwater quality. Therefore, the measurable objectives are based on no groundwater quality degradation and are identical to the minimum thresholds, as defined in Table 8-4. &&&
As described above, measurable objectives are set to be identical to the minimum thresholds and therefore follow the same method as detailed in Section 8.8.2.1.","Page 8-26 / 8.8.2
Table 8-4
Page 8-32 / 8.8.2.6
Page 8 -33 / 8.8.3&8.8.3.1","1. Are MT and MO set for COCs? Somehow, This is not clear, they mention the MT is set at current level but don't mention what is the current level?
2. Do they set MT and MO for all COCs? They have identified all COC's on table 8-5, However they don't specifically mention what is the MT they set it to. and based on either it is for domestic use or agricultural use they have set MT not to exceed current amount, they need to mention what is the current amount. MT=MO",
Sara ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"The minimum thresholds for DDW public water system supply wells and ILRP on-farm domestic wells reflect California’s Title 22 drinking water standards. The minimum thresholds for irrigation supply wells are based on the water quality objectives listed in the Water Quality Control Plan for the Central Coastal Basin (CCRWQCB, 2019). The minimum threshold values for the COC for all 3 sets of wells are provided in Table 8-4 and are based on data up to 2019. Because the minimum thresholds reflect no additional exceedances, the minimum thresholds are set to the number of existing exceedances. Surpassing the number of existing exceedances for any of the listed constituents will lead to an undesirable result. Not all wells in the monitoring network are sampled for every COC&&&
Degradation of groundwater quality minimum thresholds will be directly measured from existing public water system supply wells, on-farm domestic wells, and irrigation supply wells. Groundwater quality will be measured with SWRCB GeoTracker GAMA data submitted through existing monitoring programs—DDW and ILRP—as discussed in Chapter 7.
• Exceedances of MCLs and SMCLs in public water system supply wells will be monitored with annual water quality data submitted to the DDW.
• Exceedances of MCLs and SMCLs in on-farm domestic wells will be monitored with ILRP data.
• Exceedances of water quality objectives for crop production will be monitored with ILRP data.
Initially, the review of drinking water MCLs, SMCLs, and water quality objectives that maintain adequate crop production will be centered around the COC identified above. If during review of the water quality data additional constituents appear to exceed any of the regulatory standards, these additional constituents will be added to the list of constituents of concern for the Subbasin.","""Page 8-26 / 8.8.2
Table 8-4
Page 8-32 / 8.8.2.6
Page 8 -33 / 8.8.3&8.8.3.1""","1. Are MT set at MCL level for COCs? Not clear
2. Are all MT set at MCL level? The constitutes are set at MCL and SMCL level based on use. There is no table to show the amount quantitatively, however they do locate based on use of well and number of wells which have higher COC's in this chapter.
The description is to vague I am leaning more towards no for these Line 53 and 54 questions. The description is not consistant and is not clear. 

",
