Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
ISW/GDE,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs and included a clear description of methods = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Yes,"The Natural Communities Commonly Associated with Groundwater (NCCAG) database was used to identify plants commonly associated with groundwater use. The NCCAG was developed by a working group comprised of DWR, the California Department of Fish and Wildlife (CDFW), and The Nature Conservancy (TNC), which reviewed publicly available datasets of mapped seeps, springs, vegetation, and wetlands, and conducted a screening process to exclude types less likely to be associated with groundwater and retain types commonly associated with groundwater. Two habitat classes are included in the NCCAG dataset: 1) wetland features commonly associated with the surface expression of groundwater under natural, unmodified conditions; and 2) vegetation types commonly associated with the sub-surface presence of groundwater (phreatophytes). Figure 2-36 shows the wetland features and vegetation areas identified in the NCCAG database.

&& However, identification as a NCCAG is not the same as being a GDE. An analysis was performed to evaluate each NCCAG against criteria to determine if it is a GDE. The criteria listed below identify characteristics which would result in a NCCAG not being classified as a GDE. 1. Areas with a depth to groundwater greater than 30 feet – Oak trees are considered the deepest-rooted plan in California with typical root zone depth of 25 feet. TNC has developed guidance documents to help GSAs identify GDEs. These guidance documents suggest that depth to groundwater greater than 30 feet would not support a GDE. NCCAGs in areas with depth to groundwater greater than 30 feet are assumed to not access groundwater and are represented as “Areas with Depth to Groundwater > 30 feet” in Figure 2-37. 2. Areas adjacent to agricultural surface water – The majority of the Subbasin is agricultural land and intersected by a system of irrigation canals, ditches, and drains. The irrigation system brings in surface water which is available to the NCCAGs. NCCAGs adjacent to irrigation conveyance facilities are assumed to access the available surface water and are represented as “Areas Adjacent to Agricultural Surface Water” in Figure 2-37. 3. Areas adjacent to irrigated fields – Similar to areas adjacent to irrigation water conveyance  facilities, areas near irrigated fields benefit from the irrigation water used to support crops. Irrigated fields are consuming the water that is applied and, therefore, less water is available to adjacent ecosystems as compared to the conveyance facilities. NCCAGs adjacent to irrigated fields are assumed to access the available surface water and are represented as “Areas Adjacent to Irrigated Fields” in Figure 2-37. 4. Areas adjacent to the Sumps – As described in Section 2.2.2.8, water levels are maintained in the Sumps year-round. The Sumps provide water for adjacent ecosystems. NCCAGs adjacent to the Sumps are assumed to access the available surface water and are represented as “Areas Adjacent to Tule Lake Sumps” in Figure 2-37. The majority of the wetlands and vegetation shown are located along the perimeter of the Sumps or are adjacent to other surface water features. Areas remaining after the four criteria above were applied have been identified as a data gap and are discussed further in Section 6.1.4. A technical memorandum describing this process in further detail is included in Appendix H.

&& To determine areas where the depth to groundwater was greater than 30 feet, recent groundwater depth elevation data and ground elevation data were collected. Groundwater depths (Elevation in Feet above Mean Sea Level) were obtained from DWR’s Water Data Library, and the land surface elevation data used was LiDAR IM Bare Earth DEM (Digital Elevation Model) data from https://gdg.sc.egov.usda.gov/. Groundwater depth elevation data from Spring 2019 were selected for this analysis, and ArcGIS Desktop software was used to find the difference between the ground surface elevation and Spring 2019 groundwater elevation depths. The analysis identified areas within the Tule Lake Subbasin where the depth to groundwater was greater than 30 feet, and ArcGIS Desktop software was used to intersect those areas with the NCCAGs GIS data. TNC has developed guidance documents to help GSAs identify GDEs. These guidance documents suggest that depth to groundwater greater than 30 feet would not support a GDE. NCCAGs in areas with depth to groundwater greater than 30 feet are assumed to not access groundwater and are represented as “Areas with a depth of groundwater greater than 30 feet” in Figure 2-37.","Page 2-59 / 2.2.2.9

&& Page 2-60-61 / 2.2.2.9

&& Page 2 / Appendix H

Figure 2-36
Figure 2-37","1. Is there a map? yes - figure 2-36 presents the NC dataset GDE polygons and figure 2-37 presents the exluded GDEs and assumed GDEs
2. Is there a description of data sources and processing (in GDE section or related appendix)? (describe in notes) yes - the GDE section provides an overview and appendix H provides more details on GDE assessment process. The plan used groundwater data and GIS spatial analysis to determine proximity of GDEs to ag water and irrigation (addressed in line 35).

Note: Figure 2-37 if very blurry and it's difficult to see where the assumed GDEs are located",
ISW/GDE,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Somewhat,"To determine areas where the depth to groundwater was greater than 30 feet, recent groundwater depth elevation data and ground elevation data were collected. Groundwater depths (Elevation in Feet above Mean Sea Level) were obtained from DWR’s Water Data Library, and the land surface elevation data used was LiDAR IM Bare Earth DEM (Digital Elevation Model) data from https://gdg.sc.egov.usda.gov/. Groundwater depth elevation data from Spring 2019 were selected for this analysis, and ArcGIS Desktop software was used to find the difference between the ground surface elevation and Spring 2019 groundwater elevation depths. The analysis identified areas within the Tule Lake Subbasin where the depth to groundwater was greater than 30 feet, and ArcGIS Desktop software was used to intersect those areas with the NCCAGs GIS data. TNC has developed guidance documents to help GSAs identify GDEs. These guidance documents suggest that depth to groundwater greater than 30 feet would not support a GDE. NCCAGs in areas with depth to groundwater greater than 30 feet are assumed to not access groundwater and are represented as “Areas with a depth of groundwater greater than 30 feet” in Figure 2-37.",Page 2 / Appendix H,"1. Is data from shallowest principal aquifer used? somewhat - unsure the screening depths of wells used in assessment 
2. Is there a description of the data (in GDE section or related appendix)? (spatial, temporal, proximity to GDEs?) no
",
ISW/GDE,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",No,"However, identification as a NCCAG is not the same as being a GDE. An analysis was performed to evaluate each NCCAG against criteria to determine if it is a GDE. The criteria listed below identify characteristics which would result in a NCCAG not being classified as a GDE. 1. Areas with a depth to groundwater greater than 30 feet – Oak trees are considered the deepest-rooted plan in California with typical root zone depth of 25 feet. TNC has developed guidance documents to help GSAs identify GDEs. These guidance documents suggest that depth to groundwater greater than 30 feet would not support a GDE. NCCAGs in areas with depth to groundwater greater than 30 feet are assumed to not access groundwater and are represented as “Areas with Depth to Groundwater > 30 feet” in Figure 2-37. 2. Areas adjacent to agricultural surface water – The majority of the Subbasin is agricultural land and intersected by a system of irrigation canals, ditches, and drains. The irrigation system brings in surface water which is available to the NCCAGs. NCCAGs adjacent to irrigation conveyance facilities are assumed to access the available surface water and are represented as “Areas Adjacent to Agricultural Surface Water” in Figure 2-37. 3. Areas adjacent to irrigated fields – Similar to areas adjacent to irrigation water conveyance facilities, areas near irrigated fields benefit from the irrigation water used to support crops. Irrigated fields are consuming the water that is applied and, therefore, less water is available to adjacent ecosystems as compared to the conveyance facilities. NCCAGs adjacent to irrigated fields are assumed to access the available surface water and are represented as “Areas Adjacent to Irrigated Fields” in Figure 2-37. 4. Areas adjacent to the Sumps – As described in Section 2.2.2.8, water levels are maintained in the Sumps year-round. The Sumps provide water for adjacent ecosystems. NCCAGs adjacent to the Sumps are assumed to access the available surface water and are represented as “Areas Adjacent to Tule Lake Sumps” in Figure 2-37.

&& Criteria 2 – Areas Adjacent to Agricultural Surface Water: The majority of the Subbasin is agricultural land and intersected by a system of irrigation canals, ditches, and drains. The irrigation system brings in surface water which is available to the NCCAGs. To determine those areas adjacent to agricultural surface water, we analyzed the proximity of NCCAGs to those irrigation system features. Using GIS layers representing the irrigation system and ArcGIS Desktop software, we defined an area or buffer of 150 feet surrounding the irrigation system linear features. The irrigation system GIS layers were provided by Tulelake Irrigation District. NCCAGs within 150 feet of the irrigation conveyance facilities area are assumed to access the available surface water and are represented as “Area adjacent to agricultural surface water” in Figure 2-37. This analysis resulted in selecting parts of 160 NCCAGs polygons for a total of 325.89 acres of which 60 are Vegetation NCCAGs for 262.06 acres and the other 100 are Wetland NCCAGs for 63.83 acres.
Criteria 3 – Areas Adjacent to Irrigated Fields: Similar to areas adjacent to irrigation water conveyance facilities, areas near irrigated fields benefit from the irrigation water used to support crops. To determine those areas adjacent to irrigated fields, we analyzed the proximity of NCCAGs to the irrigated fields. Using a GIS layer representing the irrigated fields (provided by Tulelake Irrigation District) and ArcGIS Desktop software, we defined an area or buffer of 50 feet surrounding all the irrigated fields. ArcGIS Desktop software was used to identify which NCCAGs intersected with the irrigated fields and the 50-foot buffer. NCCAGs within 50 feet of the irrigated fields are assumed to access available surface water and are considered adjacent to irrigated fields, which are represented as “Areas adjacent to irrigated fields” in Figure 2-37.
This analysis resulted in selecting parts of 39 NCCAGs polygons for a total of 117.55 acres of which 22 are Vegetation NCCAGs for 104.29 acres and the other 17 are Wetland NCCAGs for 13.26 acres.
Criteria 4 - Areas Adjacent to the Tule Lake Sumps: The Tule Lake Sumps provide water for adjacent ecosystems. To determine which NCCAGs are adjacent to the Tule Lake Sumps, we analyzed the proximity of NCCAGs to the Tule Lake Sumps, which typically have water year-round. Using a GIS layer representing the Tule Lake Sumps (provided by Tulelake Irrigation District) and ArcGIS Desktop software, we defined an area or buffer 150 feet surrounding all the Tule Lake Sumps. ArcGIS Desktop software was used to identify which NCCAGs intersected with the Tule Lake Sumps and the 150-foot buffer. NCCAGs within 150 feet of the Tule Lake Sumps are assumed to access available surface water and are considered adjacent to the Tule Lake Sumps, which are represented as “Areas adjacent to the sumps” in Figure 2-37. This analysis resulted in selecting parts of 35 NCCAGs polygons for a total of 366.24 acres of which 33 are Vegetation NCCAGs for 359.49 acres and the other 2 are Wetland NCCAGs for 6.75 acres.","Page 2-60-61 / 2.2.2.9

&& Page 3-4/ appendix H","The plan removed NC dataset GDEs that were adjacent to ag surface water, irrigated fields, and Tulelake sumps. ",
ISW/GDE,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",No,"To determine areas where the depth to groundwater was greater than 30 feet, recent groundwater depth elevation data and ground elevation data were collected. Groundwater depths (Elevation in Feet above Mean Sea Level) were obtained from DWR’s Water Data Library, and the land surface elevation data used was LiDAR IM Bare Earth DEM (Digital Elevation Model) data from https://gdg.sc.egov.usda.gov/. Groundwater depth elevation data from Spring 2019 were selected for this analysis, and ArcGIS Desktop software was used to find the difference between the ground surface elevation and Spring 2019 groundwater elevation depths. The analysis identified areas within the Tule Lake Subbasin where the depth to groundwater was greater than 30 feet, and ArcGIS Desktop software was used to intersect those areas with the NCCAGs GIS data. TNC has developed guidance documents to help GSAs identify GDEs. These guidance documents suggest that depth to groundwater greater than 30 feet would not support a GDE. NCCAGs in areas with depth to groundwater greater than 30 feet are assumed to not access groundwater and are represented as “Areas with a depth of groundwater greater than 30 feet” in Figure 2-37.",Page 2 / appendix H,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

Only Spring 2019 groundwater data used ",
ISW/GDE,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",Yes,"Groundwater depths (Elevation in
Feet above Mean Sea Level) were obtained from DWR’s Water Data Library, and the land
surface elevation data used was LiDAR IM Bare Earth DEM (Digital Elevation Model) data
from https://gdg.sc.egov.usda.gov/.",Page 2 / appendix H,1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? yes,
ISW/GDE,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Somewhat,"The majority of the wetlands and vegetation shown are located along the perimeter of the Sumps or are adjacent to other surface water features. Areas remaining after the four criteria above were applied have been identified as a data gap and are discussed further in Section 6.1.4. A technical memorandum describing this process in further detail is included in Appendix H.

&& Section identified areas that remained after filtering criteria were applied to the NCCAG dataset. The GSAs have identified this as a data gap, which can be addressed with field inspections of these areas to better understand if there is vegetation present and if so, analyze the availability of non-groundwater sources. These field inspections and follow-up reviews are scheduled to be completed within the first 5 years of implementation.","Page 2-61 / 2.2.2.9

&& Page 6-2 / 6.1.4","1. Were data gaps identified? somewhat - very brief mention of data gaps in relation to GDEs in the GDE and PMA section. It seems the plan considers the remaining GDE after filtering to be a data gap, but there is a lack of clarity with regards to what the specific data gap is (spatial and temporal)
2. Were the data gaps identifed in the GDE section? yes",
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Yes,The majority of the wetlands and vegetation shown are located along the perimeter of the Sumps or are adjacent to other surface water features. Areas remaining after the four criteria above were applied have been identified as a data gap and are discussed further in Section 6.1.4. A technical memorandum describing this process in further detail is included in Appendix H.,Page 2-61 / 2.2.2.9  ,"1. Is there a map AND description of pGDEs? yes- very brief mention of the ""data gap"" GDEs and Figure 2-37 labels the remining GDEs as ""assumed""",
CC/Other,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",No,"Shallow groundwater uptake is simulated through the FMP package, whereby crops can utilize shallow groundwater as a source of supply to meet consumptive use water demands. Access to shallow groundwater is determined based on the crop rooting depths, capillary fringe height, and the elevation of the water table during a given month in the simulation. This boundary condition is applied areally across the top of the entire model domain.",Tables 4.1 -- 4.7,"1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Native Veg ET in the water budget? No. No mention of native veg or riparian ET in the entire GSP
Note: ET from shallow groundwater is included as its own line, but is only mentioned with reference for use by crops.",
CC/Other,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",No,"In 2014, DWR contracted with Land IQ to conduct statewide land use surveys using satellite imagery. Based on these data, the Subbasin was approximately 58% agriculture, 12% managed wetlands, and less than 1% urban (Land IQ, 2014). An additional 29% of the land was unclassified. The acreage associated with each land use category is shown in Table 2.2.","Page 2-7 / 2.1.1.4
Table 2.2","1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Managed Wetlands in the water budget? No reference to wetlands' water demands (managed or otherwise) despite there being over 13,000 acres of managed wetlands within the subbasin.
",
CC/Other,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"For the projected water budget with climate change, DWR provided alternatives for use by GSAs, which included climate change factors. Reclamation, in coordination with DWR and the Oregon Water Resources Department, released the Klamath River Basin Study in 2019 (Study) (USBR, 2016). The Study evaluated water supply and demand including projected impacts of climate change. The Tule Lake Subbasin selected the 2070 central tendency alternative based on knowledge of Reclamation modeling efforts for the Klamath Project. Information from the Study provided estimated impacts to mean Project Supply based on the 2070 central tendency which were incorporated into the water budget model. In addition, 2070 central tendency climate change factors for temperature and rainfall, developed and provided by DWR, were applied to the 50 years of projected climate data. See Appendix K for additional information on this topic.",Page 4-7 / 4.1.3,"1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? DWR change factors
3. If using DWR climate change factors, do they use 2030, 2070 or both? Only 2070 CT",
CC/Other,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",No,"For the projected water budget with climate change, DWR provided alternatives for use by GSAs, which included climate change factors. Reclamation, in coordination with DWR and the Oregon Water Resources Department, released the Klamath River Basin Study in 2019 (Study) (USBR, 2016). The Study evaluated water supply and demand including projected impacts of climate change. The Tule Lake Subbasin selected the 2070 central tendency alternative based on knowledge of Reclamation modeling efforts for the Klamath Project. Information from the Study provided estimated impacts to mean Project Supply based on the 2070 central tendency which were incorporated into the water budget model. In addition, 2070 central tendency climate change factors for temperature and rainfall, developed and provided by DWR, were applied to the 50 years of projected climate data. See Appendix K for additional information on this topic.",Page 4-7 / 4.1.3,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry) Only 2070 Central Tendency
2. If other than DWR factors, which combination(s) of RCP and GCM do they use?
3. If other than DWR factors, do they use an ensemble of models or single model run?",
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,"3.7.1.1 Precipitation and Reference Evapotranspiration
FMP requires input of precipitation and reference evapotranspiration to establish climatic conditions in the land
surface system water budget. Precipitation and reference evapotranspiration were processed from the US.
Geological Survey (USGS) Basin Characterization Model (BCM) (Flint et al., 2013). BCM utilized a down-scaling
approach to process PRISM based climate data from 800-meter down to 270-meter resolution to provide more
spatial variability. Precipitation and reference evapotranspiration data were then sample to each model grid cell
of the GSP Model to provide monthly precipitation and reference evapotranspiration rates throughout the model
domain for the entire model simulation period.","Appendix K, page 16 / 3.7.1.1",,
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,"3.7.1.1 Precipitation and Reference Evapotranspiration
FMP requires input of precipitation and reference evapotranspiration to establish climatic conditions in the land
surface system water budget. Precipitation and reference evapotranspiration were processed from the US.
Geological Survey (USGS) Basin Characterization Model (BCM) (Flint et al., 2013). BCM utilized a down-scaling
approach to process PRISM based climate data from 800-meter down to 270-meter resolution to provide more
spatial variability. Precipitation and reference evapotranspiration data were then sample to each model grid cell
of the GSP Model to provide monthly precipitation and reference evapotranspiration rates throughout the model
domain for the entire model simulation period.","Appendix K, page 16 / 3.7.1.1",,
CC/Other,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",No,"The water budget for the Tule Lake Sumps is included in Table 4.3. TID estimates D-Plant pumping, which is the only point of surface water outflow from the Subbasin. The D-Plant is operated, as needed, to maintain water levels in the Tule Lake Sumps. Therefore, water budget for the Sumps was prepared. Inflows to the Tule Lake Sumps include surface water from irrigation drains, gains from groundwater, and precipitation. Outflows from the Tule Lake Sumps include irrigation diversions and D-Plant pumping. As shown in Table 4.3, the Sump Imbalance is positive in 18 of the 19 years analyzed. Therefore, the Tule Lake Sumps water budget is showing excess water in all but one year, which indicates a conservative analysis.","Page 4-4 / 4.1.1
Tables 4.1, 4.2, 4.4--4.7","1. Is the water budget made with a numerical model or spreadsheet model? Numerical
2. If spreadsheet, are DWR surface water change factors included? 
3. Is there imported water in the water budget? Is this adjusted for climate change? No water is imported to the subbasin.
Note: Surface water (i.e. surface deliveries) are not included in the projected budget as only a projected groundwater budget is given. Surface budgets are present for historic and current conditions. The projected GW budgets include leakage from the Lake Sumps, but no information about actual surface flow.",
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Not Applicable,"The Tule Lake Subbasin is not located near an ocean. Therefore, seawater intrusion is not present and not likely to occur. Thus, SMCs are not required for seawater intrusion.",Page 5-7 / 5.2.6,,
CC/Other,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",Yes,"The SGMA Regulations require Plans to identify an estimate of the sustainable yield for the subbasin. This requirement is interpreted as the average annual groundwater pumping that can occur, which does not lead to overdraft of the groundwater resource. As shown in Table 4.7 and Figure 4-4, the projected average annual long term groundwater pumping is approximately 48,000 acre-feet. The Tule Lake Subbasin has historically demonstrated that the Subbasin can accommodate that level of groundwater pumping, which is further confirmed through the projected water budgets. Therefore, the estimated sustainable yield for the Tule Lake Subbasin is 48,000 acre-feet. The estimate of sustainable yield will be re-evaluated in future updates to this GSP as additional information becomes available.",Page 4-9 / 4.1.3,Sustainable yield based on projected water budget (and shown to be sustainable based on historic data),
WQ,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Somewhat,"5.2.1.3 Criteria Used to Define Chronic Lowering of Groundwater Levels
The GSAs elected to form an Ad Hoc Committee to discuss and define undesirable results and MTs. A meeting summary is included in Appendix L. The undesirable result definition for chronic lowering of groundwater levels is provided below. Groundwater elevations dropping below the Minimum Threshold criteria at four epresentative monitoring locations over three consecutive spring measurements. The Ad Hoc Committee agreed to use a combination of shallowest domestic wells depths within a 3-mile radius of representative monitoring wells or the historical low groundwater level measurement at the representative monitoring well plus a 10% buffer. The undesirable result definition above identifie spring groundwater level  measurements; however, as described in this Plan, many of the wells within the groundwater monitoring network for the Tule Lake Subbasin are monitored on a quarterly or more frequent basis. The groundwater data collected as part of the monitoring effort will be reviewed during the GSA coordination meetings. Therefore, the GSAs will be monitoring conditions on a more frequent basis. &&&
5.2.5.1 Description of the Degraded Water Quality
The undesirable result of degraded water quality is a result of SGMA-related groundwater management activities (such as groundwater extraction and groundwater recharge) and groundwater quality that cause significant and unreasonable reductions in the long-term viability of domestic, agricultural, municipal, and environmental uses over the planning and implementation horizon of this GSP.
5.2.5.2 Potential Causes and Effects of Degraded Water Quality
There are no anticipated changes in water quality, and specifically, no anticipated changes in water quality due to SGMA-related actions. Potential causes of degraded water quality could be the result of significant increases in groundwater pumping, which is not projected to occur, as described in Section 6. In addition, there are no known significant water quality issues or contaminant plumes that could spread through additional groundwater pumping. If groundwater quality degraded to an  ndesirable result level, then the water may not be usable for beneficial uses within the Subbasin (domestic and agriculture) without treatment. This would lead to an economic burden on water users. Additionally, changes in water quality could impact GDEs, damage crops and/or result in changes to the crops grown, and cause other economic effects.
5.2.5.3 Criteria Used to Define Degraded Water Quality
The GSAs elected to form an Ad Hoc Committee to discuss and define undesirable results and MTs Below is the undesirable result definition for degraded water quality. Changes in groundwater quality due to SGMA-related groundwater management activities (such as groundwater extraction and groundwater recharge) and groundwater quality that causes significant and unreasonable reductions in long-term viability of domestic, agricultural, municipal, and environmental uses over the planning and implementation horizon of this GSP as indicated by water quality data measured in at least 50% of representative monitoring wells exceeding the minimum thresholds for a groundwater quality constituent for two consecutive measurements at each location during non-drought years.","Page 5-3 / 5.2.1.3
Page 5-6 / 5.2.5.1
Appendix L","1. Do they mention Drinking water users for UR? Yes
2. Which URs mention Drinking Water Users? GW elevation and GW Quality
3. Are impacts to Drinking Water users well analyzed? (mention well elevation and quality impacts) No
4. Are all impacts of all COCs described? No",
Stakeholder & WQ,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention DACs for UR? No
2. Which URs mention DACs?
3. Are impacts to DACs well analyzed?

The whole basin is DAC but the plan needs to address how these crtieria are meeting the needs of DACs specifically. They need to be showing they are addressing needs of domestic users and ackowledge that these domestic users are DACs. ",
Stakeholder & WQ,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention Tribes for UR? NA
2. Which URs mention Tribes?
3. Are impacts to Tribes well analyzed?
",
