Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",Somewhat,"The actual location along the Cosumnes River where interconnection between surface and groundwater occurs should continue to be monitored and studied. Results suggest that seasonal average groundwater  levels are not sufficiently high as to interconnect with streams, but some evidence of sub-seasonal connection exists, and this subseasonal connection may play a role in the maintenance of aquatic  cosystems. To better understand shorter-term interactions in this location, this region could be investigated with continuous groundwater and stream monitoring, which may improve understanding of sub-seasonal interconnection events and hydraulic gradients between surface and groundwater.","Page 2-168, 2.3.8; Figure 2.3-46","1. Is there a map AND description of pISW? Somewhat - Figure 2.3-46 and 2.3-47 show the areas of interconnection and ""probable disconnection"" and ""data gaps"" segements. The data gaps not mapped as pISWs. Also, no clear description of pISWs in ISW section",
ISW/GDE,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Somewhat,"There are a variety of aquatic, amphibious and riparian species that may be associated with GDEs in the SASb. In order to better understand these users and their uses of aquatic and riparian habitat, the analysis includes a report from CDFW’s Biogeographic Information and Observation System (BIOS), a database that provides a comprehensive list of special status species and some of their habitat in Sacramento County.16 The database does not allow querying by Bulletin 118 subbasins. As such, it contains more species than are found in the SASb, as well as some species that are found in the general watershed but have not been identified as occupying this region. The complete list and an annotated list of those species and habitats that have known or likely relationships to GDEs are included in Appendix E. These environmental beneficial users have the potential to be impacted through chronic or acute lowering of water tables. 

&& The list of special-status species was compiled and subset to only those species that occupy surface waters for at least part of their life-history. The final list includes 14 fish species and 2 reptile species (Table 1). Consideration of habitat requirements (e.g., physical and chemical conditions such as hydraulics [depth and velocity], substrate, and temperature) for these species often plays a large role in water management operations influencing SASb surface waters (Section 3).","Page 21, Appendix 3-B && pg 16, Appendix 3-C","1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types? Somewhat - Does not include a full list/inventory or mention of fauna and flora within the basin in the GDE section (2.3.7) or in appendix 3-B (Groundwater Dependent Ecoystems). Only provide a list of special status species in the surface water within the basin (table 1).
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? Yes",
ISW/GDE,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Yes,"All available datasets were used to identify potential wetland and non-wetland GDEs, including: -Natural Communities Commonly Associated with Groundwater Vegetation (NCCAG-V) developed by a working group comprised of California Department of Water Resources  (DWR), California Department of Fish and Wildlife (CDFW), and The Nature  Conservancy (TNC) distributed by California DWR5 - South Sacramento Habitat Conservation Plan (SSHCP) landcover- CDFW Vegetation augmented with project-based mapping for a landscape management scenario analysis- National Wetlands Inventory (NWI) developed and distributed by US Fish & Wildlife-California Aquatic Resource Inventory (CARI) developed and distributed by the San Francisco Estuary Institute Datasets were analyzed to prevent overlap and double counting of potential GDEs, and a conservative rooting depth of 30 feet was assigned to each potential GDE polygon.

&& Like ISW, GDE location varies depending on groundwater level. The same seasonal groundwater levels from 2005-2018 described in the ISW section above were used to evaluate trends in GDE area and evaluate historical inter-seasonal changes in the range of GDE area (Figure 2.3-48).

&& The SASb’s extensive vegetation communities and natural features associated with both surface and groundwater expressions were identified and classified as to their potential GDE status using a multi- faceted approach. First, potential GDEs were identified using available datasets in a geographic information system (GIS). Next, an analysis was carried out to determine if the most deeply rooted local species could reasonably reach groundwater throughout the historical period from 2005 to 2019 which contains wet, above normal, below normal, dry, and critical water year types. Then, surface vegetation health was evaluated with satellite imagery to assess the possibility of broad, rapid, and cost-effective characterization of GDE health. Finally, results were synthesized into quantitative metrics that may be monitored within the SGMA framework, and which provide reasonable assurance that undesirable results to GDEs in the SASb are avoided.","pg 2-164, 2.3.7
Figure 2.3-49 && Page 2-165 / 2.3.7 && Page 1 / appendix 3-B
Table 2, Appendix 3-B","1. Is there a map? yes (NC dataset used) - the plan does inlclude a detailed map of GDES, potential GDEs, and areas the GSP classified as non-GDE based on interpolated depth to groundwater in the basin (see figures 6,7, and 8 and table 4 in appendix 3-B).
2. Is there a description of data sources and processing?(describe in notes) yes - same groundwater levels used in ISW assessment were used in GDE assessment. Clear description of methods used to assess GDEs.",
ISW/GDE,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Somewhat,"Available groundwater monitoring datasets were used to develop statistical representations of groundwater elevation for 12 four-year running periods for both spring and fall between 2005 and 2008 (e.g., spring 2005, 2006, 2007, and 2008 representing spring 2005 – 2008). These groundwater elevations were developed by interpolating mean observed groundwater for each season with ordinary kriging. Seasonal, four-year running mean interpolated groundwater elevations in the SASb from spring 2005 to fall 2019 (Figure 4) show seasonal oscillation, with generally higher (blue) groundwater elevation in spring, and generally lower (red) groundwater elevation in the fall. Groundwater flows from areas of high (blue) to low (red) groundwater elevation. Groundwater elevation mapping indicates groundwater flow inwards towards the center of the basin, coincident with areas of groundwater pumping. The seasonal summary of interpolated groundwater elevations (Figure 5) shows oscillating seasonal medians, with consistently higher groundwater elevations in spring, and lower groundwater elevation in fall. Median fall groundwater elevation decreases over the period of record and reaches its lowest value during the average period of 2013-2016 due to the combined impact of four years of drought. After this minimum, spring and fall median groundwater levels trend upward. Groundwater elevations were translated into depth to water by subtracting kriged groundwater elevations from the elevation of the land surface represented by Sacramento County’s one-foot resolution digital elevation model (DEM). 

&&Comparisons of measured and modeled groundwater levels with streambed elevations have been another effective method for spatial characterization of SW-GW interactions and have shown varying levels of disconnection between the Cosumnes riverbed and underlying principal aquifer.

&& Because the groundwater elevations used herein represent regional, seasonal trends, they cannot capture the impact of perched aquifers on GDE health. Moreover, regional groundwater models such as CoSANA were not incorporated into the analysis.","Page 9-10, appendix 3-B && page 25 / appendix 3-C","1. Is data from shallowest principal aquifer used? yes - one principal aquifer in basin which is where groundwater data came from
2. Is there a description of the data? (spatial, temporal, proximity to GDEs?) somewhat - description of groundwater monitoring points in relation to surfacew water in appendix 3-C, but lack of description of groundwater data in proximity to GDEs. Groundwater data was interpolated, but difficult to understand accuracy close to GDEs.
",Changed from yes to somewhat because there is not a clear description of groundwater depth monitoring sites in proximity to GDEs
ISW/GDE,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria . = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",Yes,,,,
ISW/GDE,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",Yes,"First, potential GDEs were identified using available datasets in a geographic information system (GIS). Next, an analysis was carried out to determine if the most deeply rooted local species could reasonably reach groundwater throughout the historical period from 2005 to 2019 which contains wet, above normal, below normal, dry, and critical water year types. Then, surface vegetation health was evaluated with satellite imagery to assess the possibility of broad, rapid, and cost-effective characterization of GDE health. Finally, results were synthesized into quantitative metrics that may be monitored within the SGMA framework, and which provide reasonable assurance that undesirable results to GDEs in the SASb are avoided. && Available groundwater monitoring datasets were used to develop statistical representations of
groundwater elevation for 12 four-year running periods for both spring and fall between 2005 and 2008
(e.g., spring 2005, 2006, 2007, and 2008 representing spring 2005 – 2008).","pg 2, Appendix 3-B; Page 9, Appendix 3-B; 
figure 4 & 5, Appendix 3-B","Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

Data used in interpolation was collected biannually from 2005 to 2019",
ISW/GDE,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",Yes,Groundwater elevations were translated into depth to water by subtracting kriged groundwater elevations from the elevation of the land surface represented by Sacramento County’s one-foot resolution digital elevation model (DEM).,"pg9, Appendix 3-B",1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? yes,
ISW/GDE,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Yes,"Groundwater conditions data gaps were identified during the development of the GSP. Many of the data gaps identified in the HCM section above also affect the understanding of groundwater conditions. Additional data gaps are summarized below: Vertical gradients in many parts of the subbasin are not well understood due to the lack of wells with completions at different depths located near each other. Only two multiple completion wells were present with measurement data within the Subbasin. Both of these wells were located on the eastern portion of the Subbasin and are shallower than 165 feet bgs. Given the limited spatial distribution and well completion depths of these multiple completion wells, vertical gradients could not be analyzed in other areas of the Subbasin and in deeper stratigraphic layers. The development of additional multi completion wells or cluster wells are recommended. There is inconsistent recent monitoring data in many wells, with a lack of consistency regarding when measurements are taken. • Certain reaches of the Cosumnes River show sub-seasonal connection but are disconnected on a seasonal level, and are hence identified as a Data Gap (Figure 2.3-46). Paired high-frequency streamflow and groundwater level measurements along this reach will improve understanding of this important natural ecosystem and resource.

&& The approach developed and carried out to identify and evaluate GDEs within the SASb represents a conservative application of best available science through the application of reasonable assumptions Representations of mapped potential GDEs were developed based on available geospatial datasets, though these resources cannot be assumed to be definitive. The vegetation classes present in the datasets outlined in the Mapped Potential GDEs section above are broad and could reasonably represent a broad array of vegetation types precluding the reasonable and defensible assignment of
assumed rooting zone depths. Groundwater conditions were represented by the interpolation of observed conditions in the Subbasin’s well network. These interpolated groundwater elevations may not reflect smaller scale variations in conditions both in space (less than 500 meters) and time (sub- seasonal). Because the groundwater elevations used herein represent regional, seasonal trends, they cannot capture the impact of perched aquifers on GDE health. Moreover, regional groundwater models such as CoSANA were not incorporated into the analysis.Notably, GDEs are not necessarily static and can vary in time and space depending on water year type and other environmental conditions. As such, this analysis is not intended to be a definitive cataloging of each class of GDE, but rather a survey of the maximum possible extent of above-ground, vegetated GDEs in the SASb. A physical determination of GDEs must show that roots are connected to groundwater, which would require an infeasible subsurface geophysical survey across the SASb. NDVI analysis included data from 2009, 2012, 2014, 2016, 2018, and 2020. These 6 years are a sample of water year types and GDE conditions and may not reflect the entire range of natural variation in NDVI across the SASb. SGMA implementation will require the re-calculation of this metric, and over time, a better understanding of the variance in NDVI in Tier two GDE areas will be reached.","pg 2-168, 2.3.8

&& Page 22 / appendix 3-B","1. Were data gaps identified? yes
2. Were the data gaps identifed in the GDE section? yes",
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Yes,"Long-term historical relationships between potential GDE polygons and groundwater were used to classify all potential GDEs into four (4) categories and estimate the average area and location of potential GDEs occupied by each category (Table 2.3-2, Figure 2.3-49): • GDE – Potential GDEs connected 100% of seasons • Potential GDE – Likely: potential GDEs connected ≥ 50% and < 100% of seasons • Potential GDE – Unlikely: potential GDEs connected > 0% and < 50% of seasons • Not GDE – Potential GDEs connected 0% of seasons","Figure 2.3-49, 2.3.7
figure 2,3, 6 & 7, Appendix 3-B
2-166; table 2.3-2","1. Is there a map AND description of pGDEs? yes - the plan described the criteria it used to label GDEs as ""GDE, potential - likely, potential-unlikely, and not GDE"" and figure 2.3-49 clearly shows these groups of GDEs",
CC/Other,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Yes,"A composite water budget for these stream reaches is shows in Table 2.4-5. The primary components that are reported in each of these tables are: 
 Inflows: 
 Upstream inflows 
 Tributary inflows 
 Stream gain from the groundwater system 
 Surface runoff to the stream system 
 Return flow to stream system 
 Outflows: 
 Stream losses to groundwater 
 Surface water deliveries 
 Riparian evapotranspiration 
 Stream outflows","Page 2-175 / 2.4.2
Table 2.4-5
Table 2.4-6","1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Native Veg ET in the water budget?
Yes, as riparian ET",
CC/Other,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Not Applicable,,,"1. Is the water budget made with a spreadsheet model or numerical model?
2. Is there a line for Managed Wetlands in the water budget?
No mention of managed wetlands in GSP",
CC/Other,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Somewhat,"Water budgets were developed utilizing the CoSANA model, a fully integrated surface and groundwater flow model that covers the entire South American Subbasin as well as the adjoining North American and Cosumes Subbasins. CoSANA was developed with the Regional Water Authority (RWA) as the lead agency with collaboration by GSAs in each respective Subbain. CoSANA is a quasi-three-dimensional finite element model that was developed using the Integrated Water Flow Model (IWFM) 2015 software package to simulate the relevant hydrologic processes prevailing in the region. CoSANA integrates the groundwater aquifer with the surface hydrologic system and land surface processes and operations. Using data from federal, state, and local resources, CoSANA was calibrated for the hydrologic period of October 1994 to September 2018 by comparing simulated evapotranspiration, groundwater levels, and streamflow records with historical observed records. Development of the model involved the study and analyses of hydrogeologic conditions, agricultural and urban water demands, agricultural and urban water supplies, and an evaluation of regional water quality conditions. Two Baseline models are developed reflecting the Current and Projected levels of development for each Subbasin is developed to support the GSP development.
&&
The projected water budget is intended to assess the conditions of the Subbasin under estimated projected conditions of water supply, agricultural and urban demand, including quantification of uncertainties in the projected water budget components. The Projected Conditions Baseline applies future land and water use conditions and uses the 50-year hydrologic period of WY 2020-2069, corresponding to historical hydrological conditions from WY 1970-2019. The Project Conditions Baseline is analyzed with and without climate change.
&&
The projected water budget is used to estimate future baseline conditions of supply, demand, and aquifer response to plan implementation. The Projected Conditions Baseline without climate change simulation of the CoSANA model is used to evaluate the projected conditions of the water budget using the unadjusted hydrology from 1970 to 2019. As previously discussed, this represents a hydrologic period of at least 50 years and has average precipitation similar to the long-term average. Development of the projected water demand is based on the population growth trends reported in 2015 UWMPs, general plans, and other planning documents, or current information provided by purveyors. 
In the Projected Conditions Baseline without climate change, average annual surface water inflows of about 17,150,000 acre-feet (AF) travel enter the CoSANA model boundary via the American, Cosumnes, Mokelumne and Sacramento Rivers. These flows are supplemented by tributary inflows (464,000 AFY), gain from groundwater (38,000 AFY), runoff (74,000 AFY), and direct return flows (156,000 AFY). These are offset by an equal quantity of stream outflows on these river reaches. Most of the streamflows flow out to the Sacramento-San Joaquin Delta (17,560,000 AFY). However, additional water exits the stream system as seepage to groundwater (160,000 AFY), surface water diversions (151,000 AFY), and riparian evapotranspiration (4,000 AFY).","Page 2-171 / 2.4.1.2
Page 2-173 / 2.4.1.3.3
Page 2-190 / 2.4.2.3
Tables 2.4-2 thru 2.4-7
","1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)?  They adjust model imputs for precipitation, ET, and streamflow to account for climate change using the CoSANA model (unclear how)
3. If using DWR climate change factors, do they use 2030, 2070 or both?",
CC/Other,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",No,"The projected water budget is used to estimate future baseline conditions of supply, demand, and aquifer response to plan implementation. The Projected Conditions Baseline with climate change simulation of the CoSANA model is used to evaluate the projected conditions of the water budget using the hydrology from 1970 to 2019, adjusted for projected climate change. As previously discussed, this represents a hydrologic period of at least 50 years and has average precipitation similar to the long-term average. To account for climate change, model inputs for precipitation, evapotranspiration and stream inflow were adjusted using data developed for the American River Basin Study (Reclamation 2000). other model data was the same as the Projected Conditions Baseline without climate change. In the Projected Conditions Baseline with climate change, average annual surface water inflows of about 14,580,000 acre-feet (AF) travel enter the CoSANA model boundary via the American, Cosumnes, Mokelumne and Sacramento Rivers. These flows are supplemented by tributary inflows (460,000 AFY), gain from groundwater (36,000 AFY), runoff (75,000 AFY), and direct return flows (146,000 AFY). These are offset by an equal quantity of stream outflows on these river reaches. Most of the streamflows flow out to the Sacramento-San Joaquin Delta (15,000,000 AFY). However, additional water exits the stream system as seepage to groundwater (173,000 AFY), surface water diversions (151,000 AFY), and riparian evapotranspiration (5,000 AFY).",Page 2-193 / 2.4.2.4,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry)
2. If other than DWR factors, which combination(s) of RCP and GCM do they use? No mention of RCP/GCM
3. If other than DWR factors, do they use an ensemble of models or single model run?
Single model",
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,"Based on pre-drought cropping patterns and projected urban buildout along with climate change, over the simulation period, the Projected Conditions with climate change land surface water budget simulates annual inflows of 848,800 AF, including 397,200 AF of precipitation, 443,900 AF of applied water (212,800 AF of surface water, 218,300 AF of groundwater, and 17,800 AF of other water supplies), and 2,600 AF of other flows. To balance the Projected Conditions without climate change Baseline land surface water budget, the 848,800 of outflows include evapotranspiration (337,800 AF), surface runoff to the stream system (228,900 AF), return flow to the stream system (167,300 AF), and deep percolation (114,700 AF). A summary of these flows can be seen below in Figure 2.4-13. With land and water use conditions the same between the projected conditions baseline and the projected conditions with climate change baseline, the differences between the two associated  land surface systems budgets are the result of climate change hydrology. The most substantial changes in the budget are a decrease in precipitation and an increase in agricultural evapotranspiration. These factors result in an increase in irrigation needs for agricultural lands and an associated increase in agricultural groundwater production.","Page 2-194 / 2.4.2.4
figure 2.4-13",,
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,"Based on pre-drought cropping patterns and projected urban buildout along with climate change, over the simulation period, the Projected Conditions with climate change land surface water budget simulates annual inflows of 848,800 AF, including 397,200 AF of precipitation, 443,900 AF of applied water (212,800 AF of surface water, 218,300 AF of groundwater, and 17,800 AF of other water supplies), and 2,600 AF of other flows. To balance the Projected Conditions without climate change Baseline land surface water budget, the 848,800 of outflows include evapotranspiration (337,800 AF), surface runoff to the stream system (228,900 AF), return flow to the stream system (167,300 AF), and deep percolation (114,700 AF). A summary of these flows can be seen below in Figure 2.4-13. With land and water use conditions the same between the projected conditions baseline and the projected conditions with climate change baseline, the differences between the two associated  land surface systems budgets are the result of climate change hydrology. The most substantial changes in the budget are a decrease in precipitation and an increase in agricultural evapotranspiration. These factors result in an increase in irrigation needs for agricultural lands and an associated increase in agricultural groundwater production.","Page 2-194 / 2.4.2.4
Figure 2.4-13",,
CC/Other,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Yes,"In the Projected Conditions Baseline with climate change, average annual surface water inflow of about 14,580,000 acre-feet (AF) travel enter the CoSANA model boundary via the American, Cosumnes, Mokelumne and Sacramento Rivers. These flows are supplemented by tributary inflows (460,000 AFY), gain from groundwater (36,000 AFY), runoff (75,000 AFY), and direct return flows (146,000 AFY). These are offset by an equal quantity of stream outflows on these river reaches. Most of the streamflows flow out to the Sacramento-San Joaquin Delta (15,000,000 AFY). However, additional water exits the stream system as seepage to groundwater (173,000 AFY), surface water diversions (151,000 AFY), and riparian evapotranspiration (5,000 AFY).","Page 2-192 / 2.4.2.4
Figure 2.4-12","1. Is the water budget made with a numerical model or spreadsheet model? Numerical
2. If spreadsheet, are DWR surface water change factors included?
3. Is there imported water in the water budget? Is this adjusted for climate change? No imported water in the subbasin",
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Not Applicable,"""Seawater intrusion is not considered to be an issue in the SASb due to the distance between the Subbasin and the Pacific Ocean, which is at its closest approximately 30 miles west at
San Francisco Bay. Part of the Sacramento-San Joaquin Delta overlies some portions of the Subbasin. Salinity in the Delta is regulated by a series of natural and manmade conditions.""",Page 2-141 / 2.3.3,,
CC/Other,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",No,,,"SECTION ""UNDER DEVELOPMENT""",
WQ,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Somewhat,"Municipal Drinking Water Users – Under California law, agencies that provide drinking water are required to routinely sample groundwater from their wells and compare the results to state and federal drinking water standards for individual chemicals (primary and secondary MCLs). Groundwater quality that does not meet state drinking water standards may render the water unusable for that use or may cause increased costs for treatment. For municipal suppliers, impacted wells may potentially be taken offline until a  solution is found, depending on the configuration of the municipal system in question. Where this temporary solution is feasible, it will add stress to and decrease the reliability of the overall system. Rural and/or Agricultural Residential Drinking Water Users – Residential users not located within the service areas of the local municipal or private water suppliers will typically obtain their water supply through private domestic groundwater wells. Such wells may not be monitored routinely, and their groundwater quality may be unknown unless the landowner has initiated testing and shared the data with other entities. Degraded water quality in such wells can lead to rural residential use of groundwater that does not meet potable water standards and may result in the need for installation of new or modified domestic wells and/or well-head treatment that will provide groundwater of acceptable quality.$$$
Degraded Water Quality: As in the case of depletions of ISW, lowering groundwater levels may alter hydraulic gradients and thus change groundwater flow paths and cause contaminant migration to previously unimpacted areas. Moreover, lowering of groundwater levels may also leach arsenic-rich water from fine-grained sediments (Smith et al., 2018) in localized areas.
Stakeholder-driven discussions that considered impacts to beneficial users of groundwater helped define the criteria to classify Undesirable Results due to the chronic lowering of groundwater levels. Potential impacts and the extent to which they are considered significant and unreasonable were determined by the GSAs with input by technical advisors and members of the public. During GSP development, potential Undesirable Results (specifically related to groundwater level decline) for beneficial users of groundwater identified by stakeholders included the following issues:- percentage of domestic, agricultural, or public wells going dry, -need for well rehabilitation (lowering pumps and deepening wells), -reduction in the pumping capacity of existing wells,- financial burden to beneficial users of groundwater,- adverse impacts to environmental uses and users, including interconnected surface water (ISW) and groundwater-dependent ecosystems (GDEs),- substantial reduction of surface water flows that threaten salmonid habitat and migration;- substantial loss of GDEs;- land subsidence that impacts critical infrastructure (canals and roads).
More than 10% of groundwater quality wells exceed maximum thresholds in each aquifer zone (1/10 wells and 1/11 wells in the upper and lower zones respectively). Maintaining high water quality is important to GSAs, and these conservative criteria reflect that value.","pg 3-8, 3.2.3.1
pg 3-4, 3.2.1.2
pg 3-9 3.2.3.3
Figure 3-29
Figure 3-28
","1. Do they mention Drinking water users for UR? Yes
2. Which URs mention Drinking Water Users? WQ, Chronic lowering of GW
3. Are impacts to Drinking Water users well analyzed? (mention well elevation and quality impacts) Somehow
4. Are all impacts of all COCs described? No, just Arsenic

""chronic lowering of groundwater will first impact shallow well users, Significant and unreasonable chronic lowering of groundwater levels resulting from groundwater extraction occurs when more than 25% (12/45 wells) of representative monitoring wells for groundwater levels and storage in the Basin fall below their MTs for 3 consecutive years.
Although they mention the effects in their plans a deeper evaluation is needed for chronic lowering of groundwater. They do a better job on water quality. The undesirable results for COC needs to be mentioned clearly""",
Stakeholder & WQ,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention DACs for UR? No
2. Which URs mention DACs?
3. Are impacts to DACs well analyzed? No
",
