Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
ISW/GDE,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Somewhat,"Figure 4-34 shows NCCAG-identified locations from the dataset. Because DWR’s NCCAG dataset was not verified prior to public distribution, DWR recommends verification of NCCAG-identified locations by a licensed biologist. A Woodard & Curran licensed wetlands biologist verified the NCCAG dataset using remote sensing techniques supported by in-person field verification. Appendix J contains the technical memorandum describing analysis performed by the licensed wetlands biologist. The wetlands biologist first performed a desktop assessment using publicly available statewide and regional data layers to evaluate the NCCAG dataset in the Basin, and identified locations for in-person field verification. The wetlands biologist then conducted a field study at 15 Basin locations from March 2 to 4, 2020 (Appendix J). Upon completion of the in-person field verification, the wetlands biologist refined the preliminary desktop GDE assessment data and revised the mapping for potential-GDEs and probable non-GDEs based on field observations and further research.

&& Using a geographic information system (GIS), Woodard & Curran completed a preliminary desktop analysis of the California Department of Water Resources’ (DWR’s) Natural Communities Commonly Associated with Groundwater (NCCAG) database for the Basin. The NCCAG database includes a set of GIS data for vegetative communities and a separate dataset for wetlands. Additional relevant environmental and hydrogeological GIS datasets were also reviewed as part of the desktop assessment. Woodard & Current developed a Basin using these publicly available statewide and regional data layers to understand the extent of the NCCAG dataset within the Basin. Refer to Figure 4 for a map of GDE indicators in Basin. Once the Basin map of GDE indicators was developed, Woodard & Curran then reviewed the Basin and attempted to identify NCCAG polygons that appeared to be probable GDEs based on the following criteria: • Presence of a USGS-mapped stream, spring, seep, or other waterbody • Presence of USFWS National Wetlands Inventory (NWI) mapped wetlands • Inundation visible on aerial imagery • Saturation visible on aerial imagery • Dense riparian and/or wetland vegetation visible on aerial imagery • CNDDB and/or CNPS vegetative community data indicating a concentration of phreatophytes • California Protected Areas and/or Areas of Conservation Emphasis

&&GDEs are present in the Basin as indicated in Table 2. Groundwater monitoring well data from 2015 for depth to water ranges from 8 feet below surface along Cloverdale Creek in the northwestern portion of the Basin to greater than 80 feet below surface along Santa Ysabel Creek near the eastern extent of the Basin. Surface water base flow was observed in the field at five of the GDE assessment sites in March 2020, including in Santa Ysabel Creek near the eastern extent of the Basin. This may suggest that there is a separate shallow, perched groundwater table that was discharging at the time of the field study. This shallow water-bearing zone may be comprised of a type of rock that allows groundwater to exist within interstitial pore spaces and discharge to localized receiving streams prior to connecting to the regional groundwater table or aquifer. Additionally, some GDEs and wetland/riparian communities may be supported by surface waters resulting from storm flows and (possibly) flowing springs outside the Basin boundary.
","Page 4-45 / 4.7 && Section 4.1 && Page 14 / appendix J, page 7, Appendix J
Section: Figures, Appendix J","1. Is there a map? yes
2. Is there a description of data sources and processing? (describe in notes) somewhat - desk top analysis and field study used to verify GDEs. Mention of groundwater depths little details included about groundwater and surface water data. Groundwater depths from 2015 were used and baseflow was checked in 2020 - no more information. ",
ISW/GDE,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Somewhat,"Probable GDEs largely consisted of dense riparian and wetland communities along mapped drainage systems where monitoring well data showed the depth to groundwater at 30 feet or less relative to the ground surface. Probable non-GDEs largely consisted of dry upland areas dominated by shallow-rooted grasses and/or invasive species. Areas that consisted of wetland and/or riparian phreatophytes (i.e., deep-rooted plant species) along drainageways where depth to groundwater was greater than 30 feet were classified as wetland and riparian communities. Refer to Figure 6 at the end of this TM for the draft GDE assessment map. 

&& GDEs are present in the Basin as indicated in Table 2. Groundwater monitoring well data from 2015 for depth to water ranges from 8 feet below surface along Cloverdale Creek in the northwestern portion of the Basin to greater than 80 feet below surface along Santa Ysabel Creek near the eastern extent of the Basin. Surface water base flow was observed in the field at five of the GDE assessment sites in March 2020, including in Santa Ysabel Creek near the eastern extent of the Basin. This may suggest that there is a separate shallow, perched groundwater table that was discharging at the time of the field study. This shallow water-bearing zone may be comprised of a type of rock that allows groundwater to exist within interstitial pore spaces and discharge to localized receiving streams prior to connecting to the regional groundwater table or aquifer. Additionally, some GDEs and wetland/riparian communities may be supported by surface waters resulting from storm flows and (possibly) flowing springs outside the Basin boundary.","Section 5, page 8, Appendix J","1. Is data from shallowest principal aquifer used? somewhat - one mention of groundwater depths
2. Is there a description of the data? (spatial, temporal, proximity to GDEs?) somewhat - plan does not include any spatial details of groundwater used in assessment

",
ISW/GDE,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria . = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",Yes,,,,"changed from no to yes becuase even though some wrong methods were potentially used based on lack of groundwater data, those criteria were not met"
ISW/GDE,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",No,"The wetlands biologist then conducted a field study at 15 Basin locations from March 2 to 4, 2020 (Appendix J). "" & ""Groundwater monitoring well data from 2015 for depth to water ranges from 8 feet below surface along Cloverdale Creek in the northwestern portion of the Basin to greater than 80 feet below surface along Santa Ysabel Creek near the eastern extent of the Basin. Surface water base flow was observed in the field at five of the GDE assessment sites in March 2020, including in Santa Ysabel Creek near the eastern extent of the Basin. This may suggest that there is a separate shallow, perched groundwater table that was discharging at the time of the field study.","Section 4.7, p.4-45, Page 14 / appendix J","Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

only groundwater from 2015 used",
ISW/GDE,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",No,Probable GDEs largely consisted of dense riparian and wetland communities along mapped drainage systems where monitoring well data showed the depth to groundwater at 30 feet or less relative to the ground surface. ,"Section 5, page 8, Appendix J;",1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? no - no mention of DEM,
ISW/GDE,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",No,"GDEs and wetland/riparian communities present in the Basin do not appear to depend solely on the regional groundwater table. Many of the GDEs and wetland/riparian communities observed rely on surface flows and stormwater runoff to influence soil moisture requirements for vegetative communities. Further study is recommended to understand if and where a shallow, perched groundwater table exists and if there is an aquitard or other rock layer in the subsurface geology that would influence groundwater discharge at the surface. Also, additional work is recommended to refine and revise the extents of the NCCAG datasets, as this may yield a more realistic map of GDEs for the Basin. Special attention should be given to human-made excavated basins that have naturalized into semi-permanently inundated wetlands and/or open waters where waterfowl and other wetland dependent species are present. These ecosystems may or may not have a direct connection to groundwater and that should be confirmed",Page 14 / appendix J,"1. Were data gaps identified? somewhat - Data gaps not explicitly mentioned; GSP acknowledges that some sites that may be GDEs are not confirmed as such, and the GSA is thus uncertain as to their status.
2. Were the data gaps identifed in the GDE section? no ",
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Somewhat,"Analysis was performed by groupings, and the results of analysis at the groupings level is shown in Figure 4-35. Of the 72 NCCAG-mapped polygons (i.e., 53 GDE wetland polygons and 19 GDE vegetation polygons), the combined desktop and field assessment yielded 64 potential GDEs and eight potential non-GDEs. Also, during desktop assessment, the wetlands biologist viewed 1,062 individual Basin locations and determined potential GDE status. Of the 1,062 assessment locations:• 285 points in the Basin were determined to be potential GDEs,• 197 points were determined to be potential non-GDEs, and• 580 points were determined to be wetland and/or riparian communities.","Section 4.7, page 4-45
Figure 4-35, Section 4.7, page 4-47",1. Is there a map AND description of pGDEs? somewhat -map shows locations of both potential GDEs and potential non-GDEs as well as wetland & riparian vegetation. While the GSP acknowledges that some sites that may be GDEs are not confirmed as GDEs (and they are uncertain of their status) they map these as non-GDEs. These should be mapped as potential GDEs. ,
CC/Other,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Somewhat,"Figure 5-3 presents three sets of charts showing historical, current, and projected water budgets. The top, middle, and bottom charts show the land system, surface water system, and groundwater system water budget summaries, respectively. Figure 5-4 presents three sets of charts, one for each Basin water budget system, with the annual time series of the historical, current, and projected water budgets. The colors of the water budget components in Figure 5-3 and Figure 5-4 have been standardized to facilitate comparison across figures. Water budget estimates are described below; these budgets are subject to change in future GSP updates as understanding of Basin conditions evolves during GSP implementation.
&&
According to SPV GSP Model results, the Basin received an average of about 9,900 AFY of land inflows and outflows during the 15-year historical period mostly from groundwater deliveries for irrigation, followed by precipitation, and shallow groundwater uptake by vegetation. During this same period, the largest outflow from the land system was ETo of applied water (3,600 AFY) followed by groundwater recharge from precipitation, applied water, and septic system flows that recharged the underlying Basin aquifer.","Page 5-10 / 5.5
Page 5-10 / 5.5.1
Figures 2-6,7
Table 5-2 thru 5-5
Figures 5-3,4","1. Is the water budget made with a spreadsheet model or numerical model?
Numerical
2. Is there a line for Native Veg ET in the water budget?
Native veg not separated out from other ET",
CC/Other,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Not Applicable,,,"1. Is the water budget made with a spreadsheet model or numerical model?
Numerical
2. Is there a line for Managed Wetlands in the water budget?
No; no managed wetlands mentioned in GSP",
CC/Other,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Somewhat,"Two climate change approaches were considered for developing projected water budgets for this GSP. The first approach considered is based on a time-period analysis as offered by DWR. With this approach, 50 years of historical monthly precipitation and reference ET0 data are selected by the modeler and then processed through a DWR tool that adjusts these datasets to account for climate change. The second approach considered is The transient analysis approach was selected for Basin projection simulations based on the following rationale:
• Climate projections indicate that climatic patterns occurring over the last several decades may not necessarily be reliable indicators of future climatic patterns. As a result, and although SGMA regulations (i.e., Title 23 CCR Section 354.18) indicate that the projected water budget must be based on 50 years of historical hydrology to reflect long-term hydrologic conditions, selecting an appropriate historical hydrologic period on which to base climate change factors is a straightforward process.
• Considerable research on climate change has been and will continue to be undertaken by dedicated atmospheric scientists with appropriate technical backgrounds. Thus, the GCMs developed by these specialists are based on the best available science and are technically defensible. As a result, these GCMs comply with the intent of SGMA regulations (i.e., Title 23 CCR Section 354.18).
• The transient analysis approach allowed the GSP technical team to maintain consistency among modeling tools, in assumptions, and in workflow associated with developing the historical, current, and projected water budgets. based on a transient analysis. With this approach, precipitation and air temperature projections from a global climate model (GCM) are used along with a rainfall-runoff model to establish projected precipitation and ET0 datasets. Available GCMs include projected climate conditions out to the year 2100 under a variety of climatic and greenhouse gas-emission assumptions made by atmospheric scientists (e.g., the Climate Change Technical Advisory Group [CCTAG], 2015; Pierce et al., 2018).
","Section 5.1, page 5-4","1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? Transitory Analysis
3. If using DWR climate change factors, do they use 2030, 2070 or both?",
CC/Other,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",No,"The HadGEM2-ES, RCP 8.5 (IPCC, 2013) scenario was used to develop projected water budgets for the GSP planning period (see Appendix J for additional details). This dataset assumes “business as usual” greenhouse gas emissions and climatic conditions that plot within the range of the ensemble, but on the drier side of the four California-specific GCMs (Pierce et al., 2018). While within the range of climate change projections, this dataset was selected as a potentially conservative scenario for water budget development. Figure 5-2b presents the annual precipitation totals for the Basin for the 52-year projection period, including WYs 2020 through 2071, along with annual and cumulative departures from the MAP of the most recent historical precipitation normal of of WYs 1981 through 2010.",Page 5-7 / 5.2.2,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry)
2. If other than DWR factors, which combination(s) of RCP and GCM do they use? 
HadGEM2-ES, RCP 8.5 (IPCC, 2013) scenario
3. If other than DWR factors, do they use an ensemble of models or single model run?
Single model",
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,"The projected water budget forecasts the availability and reliability of recent land use, population, and water use over a future sequence of hydrology that incorporates the effects of climate change. The 52-year hydrologic period of WYs 2020 through 2071 was selected for developing the projected water budget; this period also captures recent Basin operations under 2018 land use conditions. Table 5-2 lists the assumptions for project water budget assumptions incorporated into the SPV GSP Model. Appendix J contains additional information about the construction, calibration, and use of the SPV GSP Model.
&&
(From Table 5-2) Assumption/Basis for Projected Water Budgets:
Precipitation: Downscaled PRISM (PRISM Climate Group, 2020) precipitation dataset that incorporates climate change based on the HadGEM2-ES, RCP 8.5 (IPCC, 2013) GCM, as process using the BCM (Flint et al., 2013)","Page 5-8 / 5.4.2
Table 5-2
Table 5-3",,
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,"The projected water budget forecasts the availability and reliability of recent land use, population, and water use over a future sequence of hydrology that incorporates the effects of climate change.
&&
(From Table 5-2) Assumption/Basis for Projected Water Budgets:
Reference Evapotranspiration: • Downscaled PRISM (PRISM Climate Group, 2020) air temperature dataset that incorporates climate change based on the HadGEM2-ES, RCP 8.5 (IPCC, 2013) GCM, as processed using the BCM (Flint et al., 2013)
• ET0 is computed using the BCM (Flint et al., 2013) based on air temperature projections
","Page 5-8 / 5.4.2
Table 5-2
Table 5-3",,
CC/Other,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Yes,"According to SPV GSP Model results, the Basin experienced an average of about 15,000 AFY of surface water inflows during the 15-year historical period; most stream inflow is from contributing subcatchments north, east, and south of the Basin. During this same period, approximately 14,000 AFY of streamflow in the San Dieguito River exited the Basin and flowed toward Hodges Reservoir. Model projections for WYs 2020-2071 indicate larger average stream inflows and outflows than historical averages; however, as shown in Figure 5-4b, the larger projected averages are influenced by relatively fewer extreme wet years.","Page 5-13 / 5.5.2
Table 5-3
Table 5-4","1. Is the water budget made with a numerical model or spreadsheet model?
Numerical
2. If spreadsheet, are DWR surface water change factors included?
3. Is there imported water in the water budget? Is this adjusted for climate change?
Included in the budget and adjusted for climate change",
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Not Applicable,,,,
CC/Other,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",No,"Projections indicate that surface water and imported water will be increasingly important sources of supply to meet projected agricultural demands in the Basin. Annual applied water demands are projected to be highest under critically dry and dry years due to the lack of precipitation, lower groundwater levels (and therefore less groundwater uptake), and the need to irrigate to sustain agriculture in the Basin. Changes in groundwater storage vary between WY types, with increases during wet and above normal years and decreases during normal, dry, and critically dry years. Overall, the positive and negative changes in groundwater storage are projected to be greater during the projected period compared to the current period, suggesting the possibility of more dramatic changes in groundwater levels in the future (Table 5-6). More dramatic changes in future modeled groundwater levels and groundwater storage are the result of future sequencing and magnitudes of wetter and drier WYs as compared to historical conditions.
&&
Groundwater levels during the historical water budget period (i.e., WYs 2005 through 2019) do not indicate an undesirable result based on the sustainable management criteria described in Section 8. Therefore, the Basin’s sustainable yield is at least higher than historical agricultural pumping (i.e., above the average of the modeled historical pumping rate in the Basin; see statistical summaries at the bottom of Table 5-7).
&&
The SPV GSP Model does not and will not ultimately decide whether the Basin is being managed sustainably. Field data collection, reporting, and analysis during GSP implementation will be used in conjunction with the established sustainable management criteria to establish a more definitive sustainable yield for the Basin.","Page 5-16 / 5.5.4
Page 5-17 / 5.6
Page 5-19 / 5.6",No quantified projected SY given,
WQ,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Somewhat,"Potential Causes of Undesirable Results
Potential causes of undesirable results for the chronic lowering of groundwater levels are groundwater pumping that exceeds the average sustainable yield in the Basin, changes in precipitation in the SPV watershed and other contributing watersheds in the future. Potential local impacts to groundwater levels could be caused by one or more of the following: • Increases in the consumptive use of water due to increases in domestic use and agricultural productivity •&&&

If groundwater quality degraded to reach undesirable results levels, the effects could potentially cause the following: • A shortage in potable supply to groundwater users, with domestic wells being most vulnerable due to increased treatment costs or more limited access to alternate supplies for small end users The undesirable result for the chronic lowering of groundwater levels is considered to occur during GSP implementation when 30 percent of representative monitoring wells (i.e., 5 of 15 wells) fall below their minimum groundwater elevation thresholds for two consecutive years. The GSP’s monitoring network is described in Section 7, and minimum thresholds are presented in Section 8.&&&
The SPV SNMP (City, 2014) identified estimated contributions of nitrogen and TDS in the Basin, and estimated that 70 percent of nitrogen contribution was derived from commercial and landscape fertilizer use. It is likely that increases in nitrate levels in groundwater would occur from similar uses. The SPV SNMP also evaluated contributions of TDS to groundwater in the Basin as follows: • Surface water inflows, 29 percent • Imported water, 16 percent • ETo in riparian areas, 19 percent • Evapoconcentration from irrigation, 29 percent It is likely that increases in groundwater TDS levels would occur from similar sources. Potential Effects of Undesirable Results If groundwater quality degraded to reach undesirable results levels, the effects could potentially cause the following: • A shortage in potable supply to groundwater users, with domestic wells being most vulnerable due to increased treatment costs or more limited access to alternate supplies for small end users • High salinity impacting drinking water needs, as there are maximum concentration levels associated with aesthetics (i.e., taste, color, and odor) for drinking water • Crop health and yield for agriculture • Impacts to GDEs, and surface water quality • Adverse effects to property values Identification of Undesirable Results The undesirable results for degraded water quality are considered to occur during GSP implementation when 30 percent of the representative monitoring wells (i.e., 3 of 10 wells) for water quality exceed the minimum threshold for a constituent for two consecutive years.","Secion 6.3.1, page 6-3
Section 6.3.2, page 6-3,4
Section 6.3.4, page 6-5","1. Do they mention Drinking water users for UR? Yes
2. Which URs mention Drinking Water Users? GW quality/ gw elevation
3. Are impacts to Drinking Water users well analyzed? (mention well elevation and quality impacts) Not on Gw elevation
4. Are all impacts of all COCs described? yes",
Stakeholder & WQ,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention DACs for UR? NA
2. Which URs mention DACs? NA
3. Are impacts to DACs well analyzed?
",
Stakeholder & WQ,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention Tribes for UR? No
2. Which URs mention Tribes? No
3. Are impacts to Tribes well analyzed?
",
ISW/GDE & WQ,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",Somewhat,"Potential Effects of Undesirable Results
If there is a continued lowering of groundwater level elevations indicating that undesirable results are occurring, effects could include the following: • Dewatering of a subset of the existing groundwater infrastructure, starting with the shallowest wells or those completed at the highest topographic elevations • Increased costs to pump groundwater • Adverse effects on GDEs to the extent connected with the production aquifer, including difficulty for plants to access groundwater • Changes in irrigation practices and crops grown due to decreased water availability • Adverse effects to property values and the regional economy&&&
Adverse effects on GDEs to the extent connected with the production aquifer, including difficulty for plants to access groundwater If there is a reduction of groundwater storage indicating that undesirable results are occurring, the effects could include the following: • Dewatering of existing groundwater infrastructure
• Adverse effects to GDEs and property values • Adverse effects to domestic and irrigation uses and users, which rely on groundwater in the Basin
If groundwater quality degraded to reach undesirable results levels, the effects could potentially cause the following: • A shortage in potable supply to groundwater users, with domestic wells being most vulnerable due to increased treatment costs or more limited access to alternate supplies for small end users • High salinity impacting drinking water needs, as there are maximum concentration levels associated with aesthetics (i.e., taste, color, and odor) for drinking water • Crop health and yield for agriculture • Impacts to GDEs, and surface water quality If depletions of interconnected surface water were to reach undesirable result levels, the effects could potentially reduce the number of days per year a stream flows in the Basin. Lower stream flows and increased temperatures could potentially impact GDEs and riparian habitat.
Identification of Undesirable Results The undesirable result for depletion of interconnected surface water is monitored by proxy using groundwater levels and is considered to occur during GSP implementation when 30 percent of representative monitoring wells (i.e., 3 of 7 wells) fall below their minimum groundwater elevation thresholds for two consecutive years. Interconnected Surface Water systems are described in Section 4.6.
Evaluation of the Presence of Undesirable Results As shown in Section 8.5, levels are and have been above the minimum threshold for the seven monitoring wells used to monitor stream depletions, an undesirable result is not present in the SPV Basin for depletions of surface water. Monitoring for surface water depletions is shown in Section 7, and the thresholds on the monitoring network are established for surface water depletions in Section 8. 

","Section 6.3.2, page 6-3
Section 6.3.4, page 6-5
Section 6.3.6, page 6-7","1. Do they mention GDEs for UR? Yes
2. Which URs mention GDEs? GW elevation/ GW quality/ ISW
3. Are impacts to GDEs well analyzed? No
Mentions that GDEs could be adversly impacted, but does not describe how or offer any details. Very Vague
",
WQ,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Yes,"8.5.1 Minimum Thresholds

Minimum thresholds for the 10 representative monitoring wells for groundwater quality in the Basin were developed for nitrate and TDS as follows:
• Nitrate minimum threshold: 10 milligrams per liter (mg/L), which is the maximum contaminant level (MCL) established by the U.S. Environmental Protection Agency through its Safe Drinking Water Act drinking water standards (i.e., Titles 17 and 22 CCR).
• TDS minimum threshold: The historical high measured concentration plus an additional 10 percent for the well, or 1,000 mg/L (which is the upper secondary MCL for TDS4), whichever is higher in concentration.

8.5.2 Measurable Objectives

Measurable objectives for the 10 representative monitoring wells for groundwater quality in the Basin were developed for nitrate and TDS as follows:
• Nitrate measurable objective: 5 mg/L, which is half the MCL of 10 mg/L.
• TDS measurable objective: 1,000 mg/L for wells that have historical concentrations above 1,000 mg/L; 1,000 mg/L is the upper MCL for TDS1 and is the water quality objective established in the SPV SNMP (City, 2014). A measurable objective of 500 mg/L, which is the recommended secondary MCL for TDS for wells with historical concentrations generally below 1,000 mg/L.","Page 8-11
Table 8-2","1. Are MT and MO set for COCs? Yes
2. Do they set MT and MO for all COCs? NItrate, TDS

""Only TDS and Nitrates have minimum thresholds and MOs, other contaminents have thresholds applied after extraction and before being served as drinking water. They haven't set MT for Iron and Manganese because they are natuturally occuring.
",
