Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Becky,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"Figure 4-14 shows locations of interconnected surface water, in the Forebay Subbasin evaluated on a monthly basis over the entire SVIHM model period from 1967 to 2017. This analysis also excludes the period from June to September for the Salinas River assuming that the majority of flow in the river during these months is from conservation releases from the reservoirs. The blue cells indicate areas where surface water is connected to groundwater for more than 50% of the number of months in the model period and are designated as areas of interconnected surface water. The clear cells represent areas that have interconnection less than 50% of the model period and require further evaluation to determine whether the sustainable management criteria, discussed in Chapter 8, apply. The gray cells show locations of canals, drains, or connectors and were excluded from the analysis. These ISW locations are based on simulated results from the preliminary SVIHM, which is calibrated to measured groundwater levels and streamflows. Although seepage along the ISW reaches is based on assumed channel and aquifer parameters as model inputs, the preliminary SVIHM is the best available tool to estimate ISW locations. The model construction and uncertainty are described in Chapter 6 of this GSP. This map does not show the extent of interconnection which is estimated in Chapter 5. Interconnection between surface water and groundwater can vary both in time and space. A seasonal analysis is included in Appendix 4A.

&& Depletion of interconnected surface water is estimated by evaluating the change in the modeled stream leakage with and without pumping (i.e., water flowing from the stream into the groundwater system). A model simulation without any groundwater pumping in the model (i.e., SVIHM with no pumping) was compared to the model simulation with groundwater pumping (i.e., SVIHM with pumping). The difference in stream depletion between the two models is the depletion caused by the groundwater pumping. This comparison was undertaken for the entire area of the Salinas Valley included in the model and also for the Subbasin. The stream depletion differences are only estimated for the interconnected segments identified in Figure 4-14. The methodology for quantifying stream depletion is described in detail by Barlow and Leake (2012). Depletion of interconnected sections of the Salinas River is estimated separately for the principal conservation release period of June through September, and the non-principal conservation release period of October through May. Depletion of interconnected sections of other surface water bodies is estimated for the entire year. Table 5-4 shows the estimated annual average depletion of the interconnected surface water along the stream segments shown in Figure 4-14 due to groundwater pumping.

&&",Page 4-29 / 4.4.5.1; Figure 4-14 && Page 5-30 / 5.5.2,"1. Is there a clear map of ISWs? yes - figure 4-14 presents the SVIHM model results for ISW in the basin. Figure shows percentage of estimated connection
2. Was temporal variability and used and described? yes - figure 4-14 presents the percentage of connection during model period (1967-2017) 
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? no - no description of where data is coming from in either ISW section (4.4.5.1 and 5.6.2). All that is said is the model is used. 

Note: In the groundwater monitoring network section (7.2) figure 7-1 shows the aquifer monitoring network, which covers the entire basin, but there is no discussion on how the monitoring network was used in the ISW model"
Becky,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"The blue cells indicate areas where surface water is connected to groundwater for more than 50% of the number of months in the model period and are designated as areas of interconnected surface water. The clear cells represent areas that have interconnection less than 50% of the model period and require further evaluation to determine whether the sustainable management criteria, discussed in Chapter 8, apply. The gray cells show locations of canals, drains, or connectors and were excluded from the analysis. These ISW locations are based on simulated results from the preliminary SVIHM, which is calibrated to measured groundwater levels and streamflows.",Page 4-29 / 4.4.5.1: Figure 4-14,"1. Are ISWs mapped in the basin? yes
2. Is the mapping consistent with the assessment? somewhat - the plan concludes that some of the basin has ISWs, which are only when greater than 50% of model is connected over range of years. Less than 50% connection are said to need further evaluation. No information of data used in model - difficult to determine if these conlusions are correct"
Becky,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged (no groundwater data); shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged= yes","principal aquifer, shallow ",Somewhat,"The preliminary SVIHM is used to map the potential locations of interconnected surface water (ISW), as described in Chapter 4 and shown in Figure 4-14. There is no data that verifies the location and extent of surface water connection to groundwater, nor the extent to which groundwater extraction depletes surface water. Therefore, this section describes the hydraulic principles that establish the relationship between surface water and groundwater, upon which the current conditions and monitoring network are based.

&& As discussed in Chapter 4, the Forebay Subbasin has a single principal aquifer—the Basin Fill Aquifer. It is lithologically similar to the 400-Foot and Deep Aquifers in the neighboring 180/400-Foot Aquifer Subbasin. However, the presence and continuity of the aquitard that separates these aquifers in the 180/400-Foot Subbasin is largely unknown in the Forebay Subbasin. Figure 5-9 shows groundwater elevations at three well pairs in the Subbasin. The well pairs consist of 2 adjacent wells with different well depths, one shallow and the other deep. The northernmost well pair consists of a shallow well (17S/05E-02N04) and a deep well that is potentially tapping into the Deep Aquifers (17S/05E-03R50). The similarity in groundwater elevations suggests that these 2 wells are hydraulically connected. The middle well pair consists of wells that are likely in the Basin Fill Aquifer which is reflected in the similar trends in groundwater elevations of the shallow well (17S/06E-33R02) and deep well (17S/06E-33R01). The southernmost well pair is within the ASCMA. The vertical extent of the Arroyo Seco Cone is unknown, as its relationship with the deepest sediments in the subbasin. For this well pair groundwater elevations in the shallow well (18S/06E-35F02) are generally the same as the groundwater elevations in the deep well (18S/06E-35F01). The noticeably similar trends in groundwater elevations at the 2 depths suggests that these wells are also hydraulically connected despite the difference in depths.

&& Areas of Salinas River recharge and discharge have not been mapped. These data gaps have led to some minor uncertainties in how the principal aquifers in this Subbasin function, and the SVBGSA will minimize these uncertainties by filling data gaps",Page 5-30 / 5.5.1,"1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)?  somewhat - the plan does not go into any detail about the groundwater data used in model in ISW section. All language is very vague. In principal aquifer section, it is said there there is one principal aquifer, but then in the data gaps section of the HCM, it references ""principal aquifers"" Ucertainty around aquifer system.
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? yes

Note - in section 5.1, the plan discusses groundwater elevations and hydrographs, which are included in appendix 5A, but there is no discussion of this data in relation to ISWs
"
Becky,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",Somewhat,"There is no data that verifies the location and extent of surface water connection to groundwater, nor the extent to which groundwater extraction depletes surface water. 

&& Data gaps of the Forebay Subbasin HCM include: • Very few available measurements of aquifer properties such as hydraulic conductivity and specific yield in the Subbasin, particularly to highlight the differences between the Arroyo Seco Cone and the rest of the Forebay Subbasin • The hydrostratigraphy, vertical and horizontal extents, connectivity, and potential recharge areas of the sediments which comprise the Deep Aquifers are poorly known. • Areas of Salinas River recharge and discharge have not been mapped. These data gaps have led to some minor uncertainties in how the principal aquifers in this Subbasin function, and the SVBGSA will minimize these uncertainties by filling data gaps. As described in Chapter 7, the GSP will include ongoing data collection and monitoring that will allow continued refinement and quantification of the groundwater system. Chapter 10 includes activities to address the identified data gaps and improve the HCM.","Page 5-30 / 5.5.1 
&& Page 4-41 / 4.7","1. Were data gaps identified? somewhat - in the ISW section, the plan states that there is no data to verify ISWs, but no explicity mention of data gaps. In section 4.7, the plan does state data gaps associated with the model, but not specifically in relation to ISW
2. Were the data gaps identifed in the ISW section? somewhat "
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",Yes,"Figure 4-14 shows locations of interconnected surface water, in the Forebay Subbasin evaluated on a monthly basis over the entire SVIHM model period from 1967 to 2017. This analysis also excludes the period from June to September for the Salinas River assuming that the majority of flow in the river during these months is from conservation releases from the reservoirs. The blue cells indicate areas where surface water is connected to groundwater for more than 50% of the number of months in the model period and are designated as areas of interconnected surface water. The clear cells represent areas that have interconnection less than 50% of the model period and require further evaluation to determine whether the sustainable management criteria, discussed in Chapter 8, apply. The gray cells show locations of canals, drains, or connectors and were excluded from the analysis. These ISW locations are based on simulated results from the preliminary SVIHM, which is calibrated to measured groundwater levels and streamflows. Although seepage along the ISW reaches is based on assumed channel and aquifer parameters as model inputs, the preliminary SVIHM is the best available tool to estimate ISW locations. The model construction and uncertainty are described in Chapter 6 of this GSP. This map does not show the extent of interconnection which is estimated in Chapter 5. Interconnection between surface water and groundwater can vary both in time and space. A seasonal analysis is included in Appendix 4A.",Page 4-29 / 4.4.5.1,"1. Is there a map AND description of pISW? yes - figure 4-14 presents the ""uncertain"" cells that have connection less than 50% over model period and the text describes this"
Becky,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Somewhat,"GDEs may provide critical habitat for threatened or endangered species. Areas designated as critical habitat for threatened or endangered species contain the physical or biological features that are essential to the conservation of these species, and may need special management or protection (USFWS, 2017). A list of threatened and endangered species that might rely on
groundwater dependent ecosystems (GDEs) in the Subbasin was compiled using information from the U.S. Fish and Wildlife Service (USFWS), California Department of Fish and Wildlife
(CDFW), and The Nature Conservancy (TNC). Several steps were taken to determine which threatened and endangered species were likely found in the Subbasin and of those, which were likely to rely on GDE habitat. A list of threatened and endangered species for Monterey County was downloaded from the USFWS website and cross-referenced to species identified in the CDFW California Natural Diversity Database (CNDDB). The threatened and endangered species for Monterey County was further cross-referenced with the TNC Critical Species LookBook to identify which species are likely to depend on groundwater, as indicated in Table 4-1. Ten threatened and endangered species, including the Southern California Steelhead and the California Red-legged Frog, were identified as likely to rely directly on groundwater in Monterey County, several of which may be found in the Subbasin. Ten species were identified as likely to rely indirectly on groundwater, and the remaining species are unknown with respect to whether they directly rely on GDEs or groundwater. All species listed have the potential for groundwater dependence. There are 8 species that appear in both the federal and state list for threatened or endangered species.",Page 4-31 / 4.4.5.2,"1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types? no - the plan does not describe the vegeation found in the basin's GDEs (broadly or in specific GDEs) 
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? yes - table 4-1"
Becky,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Somewhat,"Figure 4-15 shows the distribution of potential GDEs within the Subbasin based on the Natural Communities Commonly Associated with Groundwater (NCCAG) Dataset (DWR, 2020b). The NCCAG dataset maps vegetation, wetlands, springs, and seeps in California that are commonly associated with groundwater. These include: 1) wetland features commonly associated with the surface expression of groundwater under natural, unmodified conditions; and 2) phreatophytes. The SVBGSA reviewed the NCCAG dataset and assessed each GDE’s potential connection to groundwater by determining if the GDE was underlain by shallow groundwater that has been delineated as being part of a Bulletin 118 principal aquifer, and if depth to groundwater is less than 30 feet. The NCCAG dataset and the additional shallow groundwater analysis are not a determination of GDEs by DWR or SVBGSA, but rather represent the best available data to provide a starting point for this GSP, as well as to direct monitoring, fill data gaps, guide implementation, and support other field activities initiated or partnered by the SVBGSA. Field data are needed to ascertain the degree to which identified ecosystems are groundwater dependent, rather than sustained by soil moisture.",Page 4-32 and 4-33 / 4.4.5.2 ,"1. Is there a map?  yes - figure 4-10
2. Is there a description of data sources and processing? (describe in notes) somewhat/no - the plan states that the SVBGSA reviewed the NC dataset, including assessing groundater depths, but no details are provided."
Becky,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Somewhat,"The SVBGSA reviewed the NCCAG dataset and assessed each GDE’s potential connection to groundwater by determining if the GDE was underlain by shallow groundwater that has been delineated as being part of a Bulletin 118 principal aquifer, and if depth to groundwater is less than 30 feet.",,"1. Is data from shallowest principal aquifer used? somewhat/no - the plan states that groundwater from bulletin 118 principal aquifer was used, but no details or description of groundwater data
2. Is there a description of the data? (spatial, temporal, proximity to GDEs?) no

Note - in section 5.1, the plan discusses groundwater elevations and hydrographs, which are included in appendix 5A, but there is no discussion of this data in relation to GDEs
"
Becky,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria . = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",Yes,,,No details about the methods used to assess GDEs - assuming the plan did not use the criteria
Becky,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",No,,,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods


No details about groundwater data used in assessment"
Becky,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",No,,,1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? no
Becky,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Somewhat,"The areas in the Forebay Subbasin where GDEs may be found are mainly along the Salinas River where shallow alluvium is present, and in canyons and washes. The shallow alluvium along the Salinas River may be saturated, but more investigation is needed to determine whether a continuous saturated zone connects to the principal aquifer. This area will require more analysis into the near surface stratigraphy to determine the connection of the principal aquifer to surface water.

&&The NCCAG dataset and the additional shallow groundwater analysis are not a determination of GDEs by DWR or SVBGSA, but rather represent the best available data to provide a starting point for this GSP, as well as to direct monitoring, fill data gaps, guide implementation, and support other field activities initiated or partnered by the SVBGSA. Field data are needed to ascertain the degree to which identified ecosystems are groundwater dependent, rather than sustained by soil moisture.",Page 4-32 and 4-33 / 4.4.5.2,"1. Were data gaps identified? somewhat - no explicit description of data gaps, but the plan does state that more analysis and field data is needed and that the assessment is a starting point to ""fill data gaps"" but vague
2. Were the data gaps identifed in the GDE section? yes"
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Somewhat,"Figure 4-15 shows the distribution of potential GDEs within the Subbasin based on the Natural Communities Commonly Associated with Groundwater (NCCAG) Dataset (DWR, 2020b).",Page 4-32 / 4.4.5.2,"1. Is there a map AND description of pGDEs? somewhat - no description of pGDEs, but figure 4-10 is said to present potential GDEs. No further assessment is described"
Lauren,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Somewhat,"• Outflows
o Crop and riparian ET
o Groundwater pumping, including both urban and agricultural
o Groundwater discharge to streams","Page 6-6 / 6.1.1
Table 6-2
Table 6-12
","1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Native Veg ET in the water budget?
ET listed, but not specified to be native only or agricultural + native combined
Other notes: Table 6-2 lists ET as ""riparian ET"", while Page 6-6 refers to both ET for crops and riparian veg
"
Lauren,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Not Applicable,Managed wetlands. DWR land use records indicate that there are no managed wetlands in the Forebay Subbasin.,,"1. Is the water budget made with a spreadsheet model or numerical model?
2. Is there a line for Managed Wetlands in the water budget?
NOT APPLICABLE
"
Lauren,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"Several modifications were made to the SVOM in accordance with recommendations made by DWR in their Guidance for Climate Change Data Use During Groundwater Sustainability Plan Development (2018). Three types of datasets were modified to account for 2030 and 2070 projected climate change: climate data including precipitation and reference ET, streamflow, and sea level.
Climate Data. This GSP uses the climate change datasets provided by DWR for use by GSAs. The climate scenarios were derived by taking the historical interannual variability from 1915 through 2011 and increasing or decreasing the magnitude of events based on projected changes in precipitation and temperature from general circulation models. These datasets of climate projections for 2030 and 2070 conditions were derived from a selection of 20 global climate projections recommended by the Climate Change Technical Advisory Group as the most appropriate projections for California water resources evaluation and planning. Because the DWR climate datasets are only available through December 2011, and the SVOM uses a climate time series through December 2014, monthly change factors for January 2012 to December 2014 are assumed. DWR provided climate datasets for central tendency scenarios, as well as extreme wet and dry scenarios; the future water budgets described herein are based on the DWR central tendency scenarios for 2030 and 2070. Historical data were analyzed from the Salinas Airport precipitation gauge record to identify years from 1968 to 2011 that were most similar to conditions in 2012, 2013 and 2014. As a result, projected climate data from 1981, 2002, and 2004 are applied as the climate inputs for 2012, 2013, and 2014, respectively.
The modified monthly climate data for the entire model period are applied as inputs to the model, which reads precipitation and potential ET data on a monthly basis.",Page 6-26 / 6.4.1.1,"1. Is climate change incorporated?
Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)?
DWR
3. If using DWR climate change factors, do they use 2030, 2070 or both?
Both"
Lauren,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",No,"DWR provided climate datasets for central tendency scenarios, as well as extreme wet and dry scenarios; the future water budgets described herein are based on the DWR central tendency scenarios for 2030 and 2070.",Page 6-26 / 6.4.1.1,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry) Just Central Tendency
"
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,"Several modifications were made to the SVOM in accordance with recommendations made by DWR in their Guidance for Climate Change Data Use During Groundwater Sustainability Plan Development (2018). Three types of datasets were modified to account for 2030 and 2070 projected climate change: climate data including precipitation and reference ET, streamflow, and sea level...
...The modified monthly climate data for the entire model period are applied as inputs to the model, which reads precipitation and potential ET data on a monthly basis.",Page 6-26 / 6.4.1.1,
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,"Several modifications were made to the SVOM in accordance with recommendations made by DWR in their Guidance for Climate Change Data Use During Groundwater Sustainability Plan Development (2018). Three types of datasets were modified to account for 2030 and 2070 projected climate change: climate data including precipitation and reference ET, streamflow, and sea level...
...The modified monthly climate data for the entire model period are applied as inputs to the model, which reads precipitation and potential ET data on a monthly basis.",Page 6-26 / 6.4.1.1,
Lauren,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Yes,"Several modifications were made to the SVOM in accordance with recommendations made by DWR in their Guidance for Climate Change Data Use During Groundwater Sustainability Plan Development (2018). Three types of datasets were modified to account for 2030 and 2070 projected climate change: climate data including precipitation and reference ET, streamflow, and sea level.
&&
Streamflow DWR provided monthly change factors for unimpaired streamflow throughout California. For the Salinas Valley and other areas outside of the Central Valley, these change factors are provided as a single time series for each major watershed. Streamflows along the margins of the Basin are modified by the monthly change factors.","Page 6-26 / 6.4.1.1
Page 6-26 / 6.4.1.1","1. Is the water budget made with a numerical model or spreadsheet model? Numerical
2. If spreadsheet, are DWR surface water change factors included?
3. Is there imported water in the water budget? Is this adjusted for climate change?
Water not imported to the subbasin"
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Yes,"Several modifications were made to the SVOM in accordance with recommendations made by DWR in their Guidance for Climate Change Data Use During Groundwater Sustainability Plan Development (2018). Three types of datasets were modified to account for 2030 and 2070 projected climate change: climate data including precipitation and reference ET, streamflow, and sea level.
&&
Sea Level. DWR guidance recommends using a single static value of sea level rise for each of the climate change scenarios (DWR, 2018). For the 2030 climate change scenario, the DWR-recommended sea level rise value of 15 centimeters is used. For the 2070 climate change scenario, the DWR-recommended sea level rise value of 45 centimeters is used. The amount of sea level rise is assumed to be static throughout the duration of each of the climate change scenarios.","Page 6-26 / 6.4.1.1
Page 6-27 / 6.4.1.1",
Lauren,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",No,"To retain consistency with the historical sustainable yield, projected sustainable yield can be estimated by summing all the average groundwater extractions and subtracting the average change in storage. This represents the change in pumping that results in no change in storage, assuming no other projects or management actions are implemented.",Page 6-31 / 6.4.5,
Sara,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,"• Expansion of de minimis pumping. Individual de minimis pumpers do not have a significant impact on groundwater elevations. However, many de minimis pumpers are often clustered in specific residential areas. Pumping by these de minimis users is not regulated under this GSP. Adding additional domestic de minimis pumpers in these areas may result in excessive localized drawdowns and undesirable results.",Page 8-23 / 8.6.4.2,"1. Do they mention Drinking water users for UR? No
2. Which URs mention Drinking Water Users? No
3. Are impacts to Drinking Water users well analyzed? (mention well elevation and quality impacts) No
4. Are all impacts of all COCs described? No
They mention this GSP does not regulate domestic de minimis users"
Martha/Sara,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention DACs for UR? No
2. Which URs mention DACs? No
3. Are impacts to DACs well analyzed? No
"
Martha/Sara,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention Tribes for UR? No
2. Which URs mention Tribes? No
3. Are impacts to Tribes well analyzed? No"
Becky/Sara,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",No,,,"1. Do they mention GDEs for UR? No
2. Which URs mention GDEs? No
3. Are impacts to GDEs well analyzed? No
"
