Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
ISW/GDE,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"Interactions between groundwater and surface water in the Subbasin are temporally and spatially variable and, as in many settings, challenging to quantify. This Plan relies on many data types to evaluate the extent and degree of groundwater and surface water interconnections and rates of streamflow depletion. These include: - Groundwater elevation monitoring data, - Stream elevation and discharge rate data, - Streamflow rates modeled by the USGS Basin Characterization Model (Flint and Flint, 2014), - GDE location data, - Remote-sensing datasets characterizing GDE water use, - Reported deliveries of surface water from sources outside of the Subbasin, - Projected deliveries of surface water to the Subbasin that incorporate the effects of climate change, - Projected inflows of surface water from the Napa River Watershed that incorporate the effects of climate change, and - Projected sea level rise due to climate change.

&& Surface waters with a perennial hydraulic connection to groundwater in the Subbasin include perennial reaches of the Napa River and its tributaries (Figure 4-29). Surface waters with an intermittent hydraulic connection to groundwater in the Subbasin include some intermittent reaches of the Napa River and its tributaries. Reaches of some tributaries, including Dry Creek from the Subbasin margin to at least Highway 29, may be hydraulically disconnected from groundwater (SFEI, 2012; LSCE, 2020). Additional information about surface waters hydraulically connected to groundwater in the Subbasin is presented in Section 6 of this Plan.

&& Notable surface waters in the Subbasin include the Napa River and its tributaries, including Bale Slough, Dry Creek, Conn Creek, Garnett Creek, Mill Creek, Napa Creek, Rector Creek, Redwood Creek, Ritchie Creek, Soda Creek, Sulphur Creek, Tulucay Creek, and York Creek (Figure 6-93). Each of these streams is considered to have a hydraulic connection to groundwater. Some streams are perennial reaches of the Napa River and others are intermittent tributaries, which only have an established connection to groundwater during specific periods of the year.

&& A study of spring 2010 groundwater levels compared to Napa River thalweg (deepest portion of a stream channel) elevations indicate surface water – groundwater interactions are prevalent along the mainstem of surveyed areas included in the study (Figure 6-118) (LSCE, 2013). Calculated depths to groundwater below the estimated thalweg alignment are commonly “negative” for Spring 2010 indicating that the interpreted groundwater elevation was above the bottom of the Napa River thalweg. These negative values suggest areas where a direct connection between the water table and the river may have existed in Spring 2010 and where groundwater has the potential to discharge into the stream channel. These areas include reaches along the northern boundary of the Napa and MST Subareas at the Soda Creek Fault, adjacent to a previously documented area of lower groundwater elevations. In other areas, the depth to groundwater was below the bottom of the Napa River thalweg such that surface flows in the river have the potential to percolate and recharge the groundwater system. Additional maps representing groundwater elevations during spring 2015 and spring 2019 in relation to the Napa River thalweg are shown in Figure 6-119 and Figure 6-120. These snapshots of spring 2010, 2015, and 2019 conditions indicate the extent of groundwater connection with the Napa River thalweg is spatially variable, likely dependent on wet and dry year conditions.

&& Continuous monitoring of groundwater-surface water connection occurs at five dedicated monitoring sites in the Subbasin, with four additional sites planned to be constructed in 2021. At each site stream stage is monitored concurrently with shallow and deep groundwater levels in the alluvial aquifer. The locations of these wells are shown in Figure 5-8, represented as dedicated monitoring sites. Data collected from these sites indicate shallow groundwater and surface waters are typically hydraulically connected throughout much of the winter and spring at the mainstem Napa River sites; interconnectivity is longer in some locations (Figure 6-14 to Figure 6-18). The direction of flow indicated by monitoring data varied between gaining stream (flow of groundwater into surface water) and losing stream (flow of surface water into the groundwater system) conditions at most sites.","Page 4-24 / 4.1.8 

&& Page 4-25 / 4.1.8.1

&& Page 6-34 / 6.7

&& Page 6-35 / 6.7

&& Page 6-36 / 6.7

Figures 6-118, 6-119, 6-120

Figure 4-29","1. Is there a clear map of ISWs? somewhat - figures 6-118, 6-119, 6-120 presents segements of the Napa River with the depth to groundwater compared to thalweg and figure 4-29 presents the streams in the basin labeled as perinial or intermittent, but there is not a clear ISW mapped with connected and disconnected semgents labeled
2. Was temporal variability used and described? yes - the plan included groundwater depths from 2010, 2015, and 2019 in assessment of ISWs. Also, some temporal variability in connection is described
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? Somewhat - Figure 5-8 presents the ISW monitoring network, which informed figures 6-118, 6-119, and 6-120 which present the depth to groundwater at the thalweg within one mile of a monitoring well. There are gaps in the map due to not enough wells within 1 mile of the entire Napa Valley River. The gaps are only labeled as the river, not as pISWs. Unsure if the areas without data are considered ISW or not... "
ISW/GDE,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"Notable surface waters in the Subbasin include the Napa River and its tributaries, including Bale Slough, Dry Creek, Conn Creek, Garnett Creek, Mill Creek, Napa Creek, Rector Creek, Redwood Creek, Ritchie Creek, Soda Creek, Sulphur Creek, Tulucay Creek, and York Creek (Figure 6-93). Each of these streams is considered to have a hydraulic connection to groundwater. Some streams are perennial reaches of the Napa River and others are intermittent tributaries, which only have an established connection to groundwater during specific periods of the year.",Page 6-34 / 6.7,"1. Are ISWs mapped in the basin? somewhat 
2. Is the mapping consistent with the assessment? somewhat- confused by figures 6-118, 6-119, and 6-120 because only areas of the Napa River are labeles with groundwater data within one mile of thalweg... the text concludes that the Napa River and its tributaries are connected, but there is uncertainty in the spatial and temporal variability. More clarity in the map would help to understand the conclusions"
ISW/GDE,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged; shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (or related appendix)  (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged (in ISW section or related appendix)= yes","principal aquifer, shallow ",Yes,"The formations of the Quaternary surficial deposits comprise the principal aquifer system in the Subbasin (Faye, 1973, LSCE and MBK, 2013). As noted in this Plan, many production wells in the Subbasin extend beyond the alluvium and into the underlying Tertiary units, which may also warrant designation as principal aquifers. Available information compiled for this Plan indicates that 76 percent of production wells in the Subbasin have screened intervals completely or partially within the Quaternary surficial deposits, while 24 percent of production wells are screened entirely within older Tertiary units, including the Huichica formation and Sonoma Volcanics. The characterization of principal aquifers presented in this Plan will be revised to reflect calibrated results from the Napa Valley Integrated Hydrologic Model (NVIHM) under development as part of Plan development. Model results indicating significant quantities of production from Tertiary units will lead to inclusion of on or more of those formations as principal aquifers designated by this Plan.

&& A study of spring 2010 groundwater levels compared to Napa River thalweg (deepest portion of a stream channel) elevations indicate surface water – groundwater interactions are prevalent along the mainstem of surveyed areas included in the study (Figure 6-118) (LSCE, 2013). Calculated depths to groundwater below the estimated thalweg alignment are commonly “negative” for Spring 2010 indicating that the interpreted groundwater elevation was above the bottom of the Napa River thalweg. These negative values suggest areas where a direct connection between the water table and the river may have existed in Spring 2010 and where groundwater has the potential to discharge into the stream channel. These areas include reaches along the northern boundary of the Napa and MST Subareas at the Soda Creek Fault, adjacent to a previously documented area of lower groundwater elevations. In other areas, the depth to groundwater was below the bottom of the Napa River thalweg such that surface flows in the river have the potential to percolate and recharge the groundwater system. Additional maps representing groundwater elevations during spring 2015 and spring 2019 in relation to the Napa River thalweg are shown in Figure 6-119 and Figure 6-120. These snapshots of spring 2010, 2015, and 2019 conditions indicate the extent of groundwater connection with the Napa River thalweg is spatially variable, likely dependent on wet and dry year conditions.

&& Continuous monitoring of groundwater-surface water connection occurs at five dedicated monitoring sites in the Subbasin, with four additional sites planned to be constructed in 2021. At each site stream stage is monitored concurrently with shallow and deep groundwater levels in the alluvial aquifer. The locations of these wells are shown in Figure 5-8, represented as dedicated monitoring sites. Data collected from these sites indicate shallow groundwater and surface waters are typically hydraulically connected throughout much of the winter and spring at the mainstem Napa River sites; interconnectivity is longer in some locations (Figure 6-14 to Figure 6-18). The direction of flow indicated by monitoring data varied between gaining stream (flow of groundwater into surface water) and losing stream (flow of surface water into the groundwater system) conditions at most sites.

&& Of the 56 groundwater level monitoring sites within the Plan area, 5 sites are dedicated dual-completion monitoring sites enabled exclusively to monitor groundwater conditions at specific depths. In addition to 5 dedicated surface water-groundwater monitoring sites, which accounts for 10 monitoring wells total, 6 wells from the groundwater level monitoring network are included to monitor interconnected surface water and groundwater. Figure 5-8 shows the location of wells in the interconnected surface water and groundwater monitoring network and Table 5-13 summarizes relevant well information.","Page 4-18 / 4.1.7

&& Page 6-35 / 6.7

&& Page 6-36 / 6.7

&& Page 5-44 / 5.9.3

Figure 5-8
Table 5-13","1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)? yes - the plan uses groundwater data from wells screened in the shallow zone of the principal aquifer (see tbale 5-13)
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? yes
"
ISW/GDE,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",Somewhat,"The NCGSA has identified data gaps in the interconnected surface water and groundwater monitoring network for the Napa Valley Subbasin and has summarized the information in Table 5-14. Data gaps in the network will be reevaluated after calibration of the NVIHM

&& The NCGSA’s current understanding of interconnected surface water and groundwater is informed by direct monitoring and water budget data developed in 2016. Prior to finalization, this section will be expanded to include additional details on the quantity and timing of streamflow depletion, currently under development as part of the Napa Valley Integrated Hydrologic Model (NVIHM).","Page 5-47 / 5.9.5

&& Page 6-54 / 6.9","1. Were data gaps identified? somewhat - the monitoring network section states there is insuffient spatial coverage in the ISW wells.. but this is vague. 
2. Were the data gaps identified in the ISW section? somewhat - the plan mentions the need for more detail which will be included at some point in the future ? "
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",No,,,1. Is there a map AND description of pISW? no - there is no mention of pISWs or a map which shows pISWs
ISW/GDE,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Yes,"Approximately 6.3% of the Napa Valley Subbasin is covered by GDEs, in which 5.8% 1363 is classified as GDE vegetation and 0.50% is classified as GDE wetland. GDE vegetation within the Subbasin includes groups and species such as Valley Oak (California Bay - Coast Live Oak - Walnut - Ash Riparian Forest), Coast Live Oak Alliance, Bulrush – Cattail, Fremont Cottonwood, Valley Oak Alliance, Mixed Willow Super Alliance, and White Alder (Mixed Willow - California Bay - Big Leaf Maple Riparian Forest). GDE wetlands within the Subbasin include palustrine, riverine, and natural seeps and springs. Table 6-9 summarizes the acreages of each of these GDE types within the Subbasin.

&& In addition to GDE areas, the Napa Valley Subbasin coincides with approximately 230 acres of critical habitat for the Contra Costa Goldfields (Lasthenia conjugens) and approximately 23 miles of critical habitat for the Central California Coast Steelhead (Oncorhynchus mykiss - 1394 CCC winter) within the Subbasin’s waterways (Figure 3-12). Critical habitat for the Contra Costa Goldfields is located at the very southern end of the Subbasin, where the plant is generally found in vernal pools within grassy areas in woodlands and valley grasslands. The Contra Costa Goldfields is a federally listed endangered species given special status in California. Lastly, the Central California Coast Steelhead is a threatened species commonly associated with native vegetation riparian species and is considered to have a direct reliance on groundwater (Appendix 6H). The areas of critical habitat delineated for these two species are taken into particular consideration in the Subbasin’s account of GDEs. A more detailed description of the ecological conditions for these critical habitats within the Subbasin are provided in the following section

&& The following sections describe the GDE vegetation and wetlands present within the Napa Valley Subbasin by County-defined Subarea, including an inventory of significant species and habitats. Where present, Endangered Species Act critical habitat is described as are groundwater conditions from shallow wells and long-term trends in GDE vegetation metrics.","Page 6-38 / 6.8.1

&& Page 6-41 / 6.8.1

&& Page 6-41 / 6.8.2

Table 6-9
Table 6-10 
Table 6-11","1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types (in GDE section or related appendix)? yes
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? yes"
ISW/GDE,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs and included a clear description of methods = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Yes,"Surface waters that support GDEs in the Subbasin include springs, wetlands, and surface water channels mapped by the USGS, U.S. Fish and Wildlife Service, and Napa County Resource Conservation District (Figure 4-29). These include springs in the vicinity of Calistoga and estuarine and riverine tidal channels in the southern portion of the Subbasin, extending to within the City of Napa. Additional mapping and evaluation of GDEs in the Subbasin are provided in Section 6 of this Plan.

&& GDEs within the Subbasin were identified using the aggregate of several datasets specific to vegetation mapping, including: 1) DWR Natural Communities Commonly Associated with Groundwater (NC) dataset (2018); 2) the University of California, Davis (UCD) 2019 Napa County vegetation dataset; and 3) the San Francisco Estuary Institute (SFEI) California Aquatic Resource Inventory (CARI) dataset.

&& The aggregate of these spatial datasets represents all potential GDE polygons, both vegetation and wetland, within the Subbasin and will be referred to as iGDE polygons. In accordance with GDE guidance from Rohde et al. (2019), further processing of these polygons to filter and remove polygons where a hydrologic connection does not exist is described below. GDEs exist where vegetation can access shallow groundwater for survival. In accordance with GDE identification from Rohde et al. (2019), GDEs are likely found in areas where groundwater is within 30 feet from the ground surface, therefore, iGDE polygons located in areas where groundwater occurs greater than 30 feet from the surface can be removed from the dataset. Comparing DTW measurements in the spring of 2010, 2015, and 2019, groundwater depths throughout the Subbasin commonly occur within 30 feet of the ground surface (Figures 6-121 to Figure 6-123). As a result, no iGDE polygons presented in Figure 3-12 have been excluded from consideration. Figure 6-124 shows a detailed map of the final GDE polygons following consideration of the 30-foot depth to water criterion systematically applied to filter and remove potential GDE polygons. Review of potential GDE status is ongoing as part of GSP development. Addition or removal of mapped GDEs may occur based on input from stakeholders and specialists.","Page 4-25 / 4.1.8.2

&& Page 6-37 / 6.8.1

&& Page 6-37 / 6.8.1

Figure 3-12
Figures 6-121 to 6-123
Figure 6-124","1. Is there a map? yes - figure 6-124
2. Is there a description of data sources and processing (in GDE section or related appendix)? (describe in notes) yes - clear description of methods. The plan used the NC datset, along with UCD 2019 Napa County Vegetation dataset and the SFEI CARI dataset. Then, the plan compared those GDEs to groundwater data from 2010, 2015, and 2019 to refine the GDEs. Because no initial GDEs exist where groundwater is estimated to be deeper than 30 feet, the plan included all of the intially mapped GDEs"
ISW/GDE,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Yes,"The GDE monitoring network will include monitoring of groundwater levels, spatial mapping, remote sensing data, and biological monitoring. There are 27 wells that make up the GDE groundwater level monitoring network. This includes the entirety of wells in the interconnected surface water and groundwater monitoring network, including well NapaCounty-220s that is located adjacent to the Napa River Ecological Preserve potential GDE Unit along the Napa River, and 2 wells from the groundwater level monitoring network. Figure 5-10 shows the location of the GDE groundwater level monitoring network and an attribute table of relevant well information is shown in Table 1390 5-16. Additionally, Figure 5-10 shows the current distribution of GDEs the NCGSA has mapped following guidance from TNC and the spatial coverage of processed Landsat data provided by TNC.

&& The aggregate of these spatial datasets represents all potential GDE polygons, both vegetation and wetland, within the Subbasin and will be referred to as iGDE polygons. In accordance with GDE guidance from Rohde et al. (2019), further processing of these polygons to filter and remove polygons where a hydrologic connection does not exist is described below. GDEs exist where vegetation can access shallow groundwater for survival. In accordance with GDE identification from Rohde et al. (2019), GDEs are likely found in areas where groundwater is within 30 feet from the ground surface, therefore, iGDE polygons located in areas where groundwater occurs greater than 30 feet from the surface can be removed from the dataset. Comparing DTW measurements in the spring of 2010, 2015, and 2019, groundwater depths throughout the Subbasin commonly occur within 30 feet of the ground surface (Figures 6-121 to Figure 6-123). As a result, no iGDE polygons presented in Figure 3-12 have been excluded from consideration. Figure 6-124 shows a detailed map of the final GDE polygons following consideration of the 30-foot depth to water criterion systematically applied to filter and remove potential GDE polygons. Review of potential GDE status is ongoing as part of GSP development. Addition or removal of mapped GDEs may occur based on input from stakeholders and specialists.","Page 5-53 / 5.11.3

Figures 6-9 and 6-10","1. Is data from shallowest principal aquifer used? yes - the monitoring network section states that the GDE monitoring wells are mostly made up of the ISW monitoring well, which are in the shallow zone of the principal aquifer
2. Is there a description of the data (in GDE section or related appendix)? (spatial, temporal, proximity to GDEs?) yes- there is not a clear description of the spatial location of the wells that informed the GDE assessment, but when describing each GDE in detail, the plan references figures 6-9 and 6-10, which present the location of wells in the basin with hydrographs
"
ISW/GDE,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",Yes,,,
ISW/GDE,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",Yes,"Comparing DTW measurements in the spring of 2010, 2015, and 2019, groundwater depths throughout the Subbasin commonly occur within 30 feet of the ground surface (Figures 6-121 to Figure 6-123). As a result, no iGDE polygons presented in Figure 3-12 have been excluded from consideration",,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

groundwater data from 2010, 2015, and 2019 were used"
ISW/GDE,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",No,,,1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? no mention of correcting for land surface elevation
ISW/GDE,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Somewhat,"Data gaps identified at any of the groundwater level monitoring sites (Section 1429 5.4) that are currently incorporated into the GDE groundwater level monitoring network, carry over to the wells included in the GDE groundwater level monitoring network as well. Without proper coupling of data collected from the GDE groundwater level monitoring network with geospatial mapping, remote sensing, and biologic field assessments, the NCGSA cannot currently determine the presence of data gaps in the overall GDE monitoring network.

&& Review of potential GDE status is ongoing as part of GSP development. Addition or removal of mapped GDEs may occur based on input from stakeholders and specialists.",Page 5-58 / 5.11.5,"1. Were data gaps identified? somewhat - it seems like there are data gaps based on the monitoring network and the inclusion of the point that some GDEs might be removed in the future after input from stakeholders and specialists.
2. Were the data gaps identifed in the GDE section? somewhat ?"
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Not Applicable,,,"1. Is there a map AND description of pGDEs? 

n/a - the plan included all GDEs from the NC dataset and other local datasets despite potential data gaps"
CC/Other,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Somewhat,"Within the Napa Valley Subbasin and within each WBS, the water use sector accounting centers include the Agriculture sector (includes semi-agricultural), Public Water Systems sector (urban and urban industrial), Native Vegetation sector (includes open space, riparian forest, wetlands), and Self-Supplied sector (includes urban/rural residential, commercial, and industrial).",,"1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Native Veg ET in the water budget? GSP text makes it seem like Native ET would be separated out, but all budget tables only have an ""ET"" column
"
CC/Other,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Not Applicable,,,"1. Is the water budget made with a spreadsheet model or numerical model?
2. Is there a line for Managed Wetlands in the water budget?
"
CC/Other,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"Three primary projected water budget scenarios are detailed below: 1) Scenario A, a projected baseline scenario, 2) Scenario B, a Wet/Warm climate scenario, and 3) Scenario C, a Warm/Multi-Decade drought scenario. These projected water budgets consider the impacts of climate change and future projections of land use and population. Table 8-16 summarizes the conditions evaluated within the future scenarios, extending through 2070.
Scenario A is considered the projected baseline scenario because it utilizes hydrologic conditions from the historical and current (baseline) periods, which runs from 1988 to 2019. However, Scenario A models conditions from 1969 to 2019, which translates to a future projection from 2020 to 2070. Scenarios B and C utilize climate data provided by DWR in which perturbations in predicted climate result in variable hydrologic responses. Scenario B utilizes the CNRM-CM5 with RCP 4.5 climate model to represent relatively wetter with moderate warming conditions, while Scenario C utilizes the HadGEM2-ES with RCP 8.5 climate model to represent relatively drier with extreme warming conditions. In an assessment of global climate change models comparing 2070-2099 versus 1961-1990 projections, annual temperature increased by 6.7°F in the CNRM-CM5 model and by 10.9°F in the HadGEM2-ES model. Annual precipitation increased by 7.9 inches in the CNRM-CM5 model whereas precipitation decreased by 0.40 inches in the HadGEM2-ES model. Per recommendations from DWR, GSAs are encouraged to model future conditions using the CNRM-CM5 and HadGEM2-ES climate models that that represent more stressful conditions than other climate models provided by DWR.",Page 8-24 / 8.7.1,"1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? Not DWR change factors, but uses GCMs/RCPs reccomended by DWR
3. If using DWR climate change factors, do they use 2030, 2070 or both?"
CC/Other,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",Yes,"Three primary projected water budget scenarios are detailed below: 1) Scenario A, a projected baseline scenario, 2) Scenario B, a Wet/Warm climate scenario, and 3) Scenario C, a Warm/Multi-Decade drought scenario. These projected water budgets consider the impacts of climate change and future projections of land use and population. Table 8-16 summarizes the conditions evaluated within the future scenarios, extending through 2070.
Scenario A is considered the projected baseline scenario because it utilizes hydrologic conditions from the historical and current (baseline) periods, which runs from 1988 to 2019. However, Scenario A models conditions from 1969 to 2019, which translates to a future projection from 2020 to 2070. Scenarios B and C utilize climate data provided by DWR in which perturbations in predicted climate result in variable hydrologic responses. Scenario B utilizes the CNRM-CM5 with RCP 4.5 climate model to represent relatively wetter with moderate warming conditions, while Scenario C utilizes the HadGEM2-ES with RCP 8.5 climate model to represent relatively drier with extreme warming conditions. In an assessment of global climate change models comparing 2070-2099 versus 1961-1990 projections, annual temperature increased by 6.7°F in the CNRM-CM5 model and by 10.9°F in the HadGEM2-ES model. Annual precipitation increased by 7.9 inches in the CNRM-CM5 model whereas precipitation decreased by 0.40 inches in the HadGEM2-ES model. Per recommendations from DWR, GSAs are encouraged to model future conditions using the CNRM-CM5 and HadGEM2-ES climate models that that represent more stressful conditions than other climate models provided by DWR.",Page 8-24 / 8.7.1,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry)
2. If other than DWR factors, which combination(s) of RCP and GCM do they use? Scenario B (wetter with moderate warming) used CNRM-CM5 with RCP 4.5. Scenario C (drier with extreme warming) used HadGEM2-ES with RCP 8.5
3. If other than DWR factors, do they use an ensemble of models or single model run? Multiple models"
