Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Becky,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"Two interconnected surface water systems have been identified along the Santa Clara River channel (Figure 2.2-9): (1) at the western Basin boundary with Fillmore basin (i.e., Cienega and Fillmore Fish Hatchery area) and (2) at the eastern Basin (i.e., Del Valle) area near the East Santa Clara River Valley basin. The Cienega area is commonly referred to as an area of rising groundwater, where the Santa Clara River is to considered to gain flow from groundwater (Figure 2.2-28a).

&& Surface water flows are estimated based on strong empirical correlations between groundwater level measurements and occasional instream (i.e., manual) surface water flow measurements (see Figures 2-7 and 2-8 from United, 2021a [Appendix E]) made by United during Lake Piru and/or Castaic Lake conservation releases.

&& The diversion of surface water and pumping of groundwater resources of the Santa Clara Valley River basin since the late 1800s has resulted in streamflow depletion (Hanson et al., 2003); however, SGMA does not require the Basin to restore groundwater conditions to those prior to January 1, 2015. Depletions of the interconnected surface water flows (Figure 2.2-29b), due to groundwater pumping, are estimated at the Cienega area with use of the VRGWFM (United, 2021a). Depletions are quantified by running two model scenarios, one with historical pumping rates and another with a hypothetical 50% reduction in pumping (Basin-wide), and subtracting the surface water flows associated with each scenario. Surface water flows are quantified based on groundwater levels simulated at the same well (04N19W25M01S) that is used to derive the correlation between surface water flows and groundwater levels. The VRGWFM demonstrates excellent calibration of groundwater levels at this well (United, 2021a [Appendix E]). Surface water depletion estimates (Figure 2.2-29b) at the rising groundwater area along the Santa Clara River (Figure 2.2-9) exhibits wide variability, ranging from zero depletion (when surface water ceases to flow during droughts) to up to 20 cfs. The Santa Clara River at the Fish Hatchery area goes dry during severe droughts, even under a 50% pumping reduction scenario (DBS&A, 2021c). The finding that surface water flows cease at the Fish Hatchery during droughts, even with half of pumping reduced, indicates that climate variability is a significant factor that causes depletion of surface water during dry periods. Surface water depletions are  summarized in Table 2.2-4 as acre-feet per year (AFY) equivalents for comparison with water budgets (Section 2.2.3)

&& Surface waters within the Piru and Fillmore groundwater basins have varying degrees of connection to groundwater. Generally, surface waters can be categorized into three major surface water types: perennial reaches, intermittent reaches, and ephemeral reaches. For this discussion we define perennial reaches as those that have surface flow except during prolonged and severe
droughts. For the Santa Clara River, perennial reaches are generally supported by rising groundwater and are areas of interconnected surface water (UCWD 2017). Surface flows occur for prolonged periods in intermittent reaches, but the reaches tend to go dry during most years. Ephemeral reaches occur in smaller tributaries within the basin and only support surface flow immediately after storm events.

&& The Piru Groundwater Basin has three perennial reaches that generally co-occur with the Del Valle GDE Unit, the Cienega Riparian Complex GDE unit, and Piru Creek from Santa Felicia Dam to the confluence with the Santa Clara River. The Del Valle Reach occurs at the upstream end of the Piru Groundwater Basin where the valley width is still narrow, and the alluvial basin is shallow relative to downstream reaches. The Del Valle Reach was historically perennial (Beller et al. 2016) and flows are currently augmented by effluent releases in Los Angeles County. The extent of dry season surface flow in the Cienega Reach was mapped from 2011–2018 by United Water and is discussed below. The degree to which Hopper Canyon Creek is currently connected to groundwater within the Piru Basin is unknown. Several small ephemeral tributaries to the Santa Clara River and Piru Creek occur in the reach and are disconnected from groundwater. To our knowledge, there has not been a systematic exploration of the extent of surface water in lower Piru Creek or Hopper Canyon Creek. Flows in the Del Valle Reach were monitored at the Santa Clara River near Piru gage (USGS Gage Number 11109000) from 1928–1932 and since water year 1997 at the Las Brisas Bridge, and at the USGS gage at the Ventura County line (also known as Blue Cut, USGS Gage Number 11108500) from 1953–1996. These gage records show that this reach is perennial, but shallow groundwater levels are not monitored in this reach. Rising groundwater is thought to occur
upstream of this reach, in the adjacent Santa Clara River Valley East groundwater basin. USGS Gage 111085000 is located on a bedrock high; from the gage downstream to the Las Brisas Bridge, surface flow is thought to be stable and sustained by rising groundwater upstream and effluent releases from Los Angeles County (Dan Detmer personal communication). Near the Las Brisas Bridge, the river transitions to a losing reach. Shallow groundwater commonly occurs in this area, is sustained by surface flow from upstream areas. The occurrence of shallow groundwater in this reach is not influenced by any known groundwater pumping in the Piru Basin (UWCD 2021). Technical Memorandum Fillmore and Piru GDE Assessment. A 6.5-mile-long intermittent, losing reach occurs between Del Valle and the Cienega Reach of the Santa Clara River in the Piru Groundwater Basin. The groundwater is relatively deep in this reach and when the Santa Clara River flows, the surface flow is disconnected from groundwater. During very wet years (e.g., 1998 and 2005), prolonged surface water releases from Santa Felicia Dam or Castaic Lake in combination with high recharge rates during storms cause high stream bed infiltration rates that replenish the groundwater beneath and near the river and can cause groundwater levels to reach the stream bed. This condition abates when the surface water flows cease (or decrease dramatically) and the mounded groundwater beneath the river declines and the surface water flow returns to a disconnected state with the aquifer. Flow in lower Piru Creek is maintained by releases from Santa Felicia Dam, which likely also raises the groundwater level in this area. This reach of Piru Creek was historically intermittent (Beller et al. 2016) but there is currently perennial flow at least in the upper portion of the reach.","Page 2-55 / 2.2.2.7

Page 2-56 / 2.2.2.7

&& Page 30 / appendix D

&& Page 30 / appendix D

Figure 2.2-9

","1. Is there a clear map of ISWs? somewhat/no - figure 2.2-9 is referenced in the text. This figure is very poorly done and marks two areas of the Santa Clara River as ""GW Discharge Area"". The river itself is not labeled as interconnected. No inclusion of gaining or losing. In appendix D (GDE appendix), the plan explains that streams labeled as perennial are ""generally interconnected"". Figure 2.2-9 presents the entire Santa Clara River as perennial, yet the ISW section states that only two areas of the river are interconnected. Clarification is needed.
2. Was temporal variability and used and described? somewhat - no temporal variability is described in the ISW section, but Appendix E describes the model used to estimate ISW depletions calibrated groundwater levels from 1985-2015, but there is a lack of detail.
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? somewhat - Figure 3.5-1 (not referenced in any ISW section of appendix) shows the groundwater elevation monitoring network. No mention in ISW section of groundwater well locations or screening depth. Figure 2-28 in appendix E presents the key monitoring wells, and there are only two in the Piru Basin. Unclear what the screening depths are. In appendix D, it is made clear that there are no shallow monitoring wells nearby the stream gages and the iSWs are not well known. More clarification is needed.

Appendix D - Assessment of Gorundwater Dependent Ecoystems for the Fillmore and Piru Basins Groundwater Sustainability Agency

Appendix E - United Water Conservation District Groundwater Model Documentation"
Becky,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"Two interconnected surface water systems have been identified along the Santa Clara River channel (Figure 2.2-9): (1) at the western Basin boundary with Fillmore basin (i.e., Cienega and Fillmore Fish Hatchery area) and (2) at the eastern Basin (i.e., Del Valle) area near the East Santa Clara River Valley basin.

&& Data gaps remain regarding identifying the extent and timing of interconnectedness of other stream channel areas (e.g., Piru Creek and central and eastern portions of the Santa Clara River), due to a lack of paired groundwater level and surface water level monitoring sites. Stream conditions are considered to vary between all three stream conditions depicted on Figure 2.2-28, except at the Dell Valle potential GDE unit (Figure 2.2-30), where  stream flows are sustained perennially by wastewater effluent from the Santa Clara River Valley East. The significance of interconnected surface water and groundwater conditions at these areas is less than that of the area of rising groundwater, because surface water exists less often in the Piru Creek and central Santa Clara River reaches (Figure 2.2-11) and surface water flows are sustained in Piru Creek by United releases from Lake Piru. The accuracy of the groundwater level to surface water flow correlations can be improved with the use of monitoring wells installed closer to the areas of rising groundwater.

&& The Piru Groundwater Basin has three perennial reaches that generally co-occur with the Del Valle GDE Unit, the Cienega Riparian Complex GDE unit, and Piru Creek from Santa Felicia Dam to the confluence with the Santa Clara River. The Del Valle Reach occurs at the upstream end of the Piru Groundwater Basin where the valley width is still narrow, and the alluvial basin is shallow relative to downstream reaches. The Del Valle Reach was historically perennial (Beller et al. 2016) and flows are currently augmented by effluent releases in Los Angeles County. The extent of dry season surface flow in the Cienega Reach was mapped from 2011–2018 by United Water and is discussed below. The degree to which Hopper Canyon Creek is currently connected to groundwater within the Piru Basin is unknown. Several small ephemeral tributaries to the Santa Clara River and Piru Creek occur in the reach and are disconnected from groundwater. To our knowledge, there has not been a systematic exploration of the extent of surface water in lower Piru Creek or Hopper Canyon Creek. Flows in the Del Valle Reach were monitored at the Santa Clara River near Piru gage (USGS Gage Number 11109000) from 1928–1932 and since water year 1997 at the Las Brisas Bridge, and at the USGS gage at the Ventura County line (also known as Blue Cut, USGS Gage Number 11108500) from 1953–1996. These gage records show that this reach is perennial, but shallow groundwater levels are not monitored in this reach. Rising groundwater is thought to occur upstream of this reach, in the adjacent Santa Clara River Valley East groundwater basin. USGS Gage 111085000 is located on a bedrock high; from the gage downstream to the Las Brisas Bridge, surface flow is thought to be stable and sustained by rising groundwater upstream and effluent releases from Los Angeles County (Dan Detmer personal communication). Near the Las Brisas Bridge, the river transitions to a losing reach. Shallow groundwater commonly occurs in this area, is sustained by surface flow from upstream areas.","Page 2-55 / 2.2.2.7


Page 2-56 / 2.2.2.7

&& Page 30 / appendix D","1. Are ISWs mapped in the basin? somewhat
2. Is the mapping consistent with the assessment? somewhat - the plan was not clear with regards to what surface water is connected in the basin. In the ISW section, the plan concludes that only two areas are interconnected, but in appendix D, the conclusion seems to be that there are three perennial reaches (which the plan considers to be ISWs), and it mentions a losing reach of the Santa Clara River. The ISW section did not conclude any losing reaches. Clarification is needed. "
Becky,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged (no groundwater data); shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged= yes","principal aquifer, shallow ",Yes,"Surface water flows are estimated based on strong empirical correlations between groundwater level measurements and occasional instream (i.e., manual) surface water flow measurements (see Figures 2-7 and 2-8 from United, 2021a [Appendix E]) made by United during Lake Piru and/or Castaic Lake conservation releases.

&& The Piru groundwater basin had a total of 13 wells within United’s GIS database which had both the necessary specific capacity and well screen perforation data available (Figure 2-24). From these data the horizontal hydraulic conductivity statistics were calculated for wells screened in Aquifer Systems A and B (AB), Aquifer System B (wells only screened in B), and for wells screened in Aquifer Systems B and C (BC) within Piru basin (Table 2-12). The sample size available is relatively small, with no data available along Piru Creek or the area south of the SCR. From the estimated values, Piru basin has an average horizontal hydraulic conductivity estimated at about 197 ft/day for wells screened within both A and B (Layers 1-7), 236 ft/day for wells screened in B only (Layers 4-7), and 87 ft/day for wells screened in both B and C systems (Layers 4-10)","Page 2-55 / 2.2.2.7

&& Page 50 / appendix E","1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)? yes, the ISW section did not provide specifics on which aquifer was used to provide groundwater data, but appendix E describes the screening depths of wells used in model
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? yes
"
Becky,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",Yes,"Data gaps remain regarding identifying the extent and timing of interconnectedness of other stream channel areas (e.g., Piru Creek and central and eastern portions of the Santa Clara River), due to a lack of paired groundwater level and surface water level monitoring sites

&& The accuracy of the groundwater level to surface water flow correlations can be improved with the use of monitoring wells installed closer to the areas of rising groundwater.","Page 2-56 / 2.2.2.7

Page 2-57 / 2.2.2.7","1. Were data gaps identified? yes
2. Were the data gaps identifed in the ISW section? yes"
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",No,,,1. Is there a map AND description of pISW? no description or map of potential ISWs
Becky,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Yes,"Stillwater Sciences (Stillwater) identified significant GDE units in the Fillmore and Piru basins. Stillwater (2021a) identified five potential GDE units in Piru Basin (Table 2.2-5; Figure 2.2-30); two of which - Cienega Riparian Complex and Del Valle - are associated with the areas of interconnected surface water and are considered of most importance in the Basin. GDEs include terrestrial and aquatic habitats (Stillwater, 2021a).","Table 2.2-5
Figure 2.2-30

Figure 2.2-31
Table 2.2-7","1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types? yes - table 2.2-5 presents the potential GDE units and dominant vegetation in each GDE. Figure 2.2-30 maps the GDEs. Fauna in the basin's GDEs are acknowledged when the plan describes the critical habitat
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? Yes - table 2.27 presents the critical habitat in Piru basin, and figure 2.2-31 shows the distribution of the four critical fuana species"
Becky,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Yes,"Potential GDE units in the Fillmore and Piru groundwater basins were identified based on the vegetation present and the presence of interconnected surface water. Several studies have identified the extent of reaches of the Santa Clara River that are connected to groundwater (URS 2005, Stillwater Sciences 2008, Beller et al. 2011, Beller et al. 2016). Interconnected reaches were identified as part of the GDE units. California Department of Water Resources’ (DWR) maintains an indicators of groundwater dependent ecosystems (iGDE) database. The database, which is published online and referred to as the Natural Communities Commonly Associated with Groundwater dataset (DWR 2020), includes vegetation and wetland natural communities. These data were reviewed and augmented with additional vegetation mapping datasets to produce a map of final GDE units; additional information on vegetation community composition, aerial imagery, depth to groundwater modeled from local wells (where available), plant and species distributions in the area, and plant species rooting depths were also reviewed to support this determination. Interconnected surface water was identified based on vegetation mapping (which identifies surface water), UWCD (2017), and field observations by Stillwater scientists. Maximum rooting depths from the literature are provided in Appendix C, Table C-1. Another way to explore the rooting depth of plants is to assess their elevation relative to the river channel surface (the relative elevation). Assuming that the groundwater elevation near the stream is similar to the stream elevation, we can assess the likely rooting depth of plants based on their relative elevation. Stillwater Sciences (2007a) assessed the relative elevation of various plant types in the Santa Clara River. Those results are provided in Appendix C, Table C-2.","Page 8 / appendix D

","1. Is there a map? yes
2. Is there a description of data sources and processing?
(describe in notes) yes , clear description of methods and data sources in appendix D. More deatils are provided in section 2.1.2 of appendix D"
Becky,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Yes,"Long-term records of shallow groundwater are relatively rare in the Fillmore and Piru groundwater basins. Below we use well data presented in the Monitoring Plan and Data Gaps Analysis Appendix (DBS&A 2020) to explore shallow groundwater trends for the GDE units shown in Figure 3.3-1 from east to west. We were unable to examine the groundwater levels in the Tributary Riparian GDE unit because there are no representative wells located in or near the unit. Many of the wells considered in the analysis below are screened below the shallow groundwater used by GDEs (Table 3.1-1) and may not accurately represent the actual shallow groundwater elevation. Additionally, land surface elevation, and therefore depth to water, at a monitoring well site may differ from that at the GDEs it represents, particularly with distance from the river channel. GDEs are typically located closer to channels and at lower elevations than their representative well sites. We used a DEM to extract land surface elevations at GDEs along crosschannel transects at each well. The range of ground elevation for the GDEs is represented by the green shaded area in figures 4.1-1 through 4.1-5. In addition to depth to water data at each well site, we present the range of elevation of potential GDEs along each transect to provide rough constraints on depth to water at the potential GDEs. The following sections analyze groundwater elevation changes for some of the GDE units. In light of the limitations of the monitoring well data, the groundwater elevation data presented in this section are intended to illustrate general trends within GDE units. The spring 2019 depth to water surface (Section 2.1.2), as opposed to monitoring well data, is used to establish GDE connectivity with shallow groundwater.

&& Well 04N18W27B02S is an active agricultural well installed in 1932, with a screen depth of 140– 255 feet (Table 4.1-1). The well is approximately 1,500 ft north of the downstream end of the Del Valle unit. The depth of groundwater in this well varies from about 19–160 feet below ground surface (ft bgs) (Figure 4.1-1).

&& Well 04N19W34K01S within the Santa Clara River Valley Riparian Shrubland GDE Unit in the Piru Basin and 0.45 miles east of the Cienega Riparian Complex boundary has a screen depth of 5–120 feet bgs and was installed in 1972.","Page 21 / appendix D

&& Page 22 / appendix D

&& Page 23 / appendix D","1. Is data from shallowest principal aquifer used? yes - Appendix D describes the 2 shallow wells used to assess GDEs in the basin
2. Is there a description of the data? (spatial, temporal, proximity to GDEs?) Yes - in appendix D, the plan explains the location of the 3 wells in proximity to the GDEs, the screening depths, and the temporal data (with hydrographs).
"
Becky,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria . = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",No,"To inform the assessment of GDE condition and potential effects (Sections 4 and 5), the basinwide vegetation and wetland map was reviewed, and each community was assigned a groundwater dependence category (i.e., unlikely or likely; Figure 2.1-3). This determination was based on species composition and the groundwater dependency of dominant species, whether they were considered groundwater dependent by the iGDE database (DWR 2020) and wetland indicator status (Lichvar et al. 2016). Although Klausmeyer et al. (2018) includes species with upland facultative wetland indicator status (Lichvar et al. 2016) in their list of groundwater dependent mapping units, these upland facultative species were classified as unlikely to be groundwater dependent based on their typical elevation relative to the low-flow channel in the Santa Clara River watershed. Figure 2.1-4 shows the differences between the iGDE database and the potential GDE map. Section 4.1 discusses the vegetation communities that were identified as likely to depend on groundwater. These potential GDEs were overlaid with the depth to water dataset (as discussed in Section 2.1.2) in GIS and any communities occurring outside of 30-ft depth to groundwater were removed. The depth to water modeling data did not cover the entire extent of both the Fillmore and Piru groundwater basins; in these areas, a manual review of potential GDEs was performed using aerial imagery. Coast live oak (Quercus agrifolia) communities were included as potential GDEs when they occurred in riparian areas or drainages; any mapped stands growing on a clear slope were excluded based on landscape position and improbable connection to groundwater.",Page 14 / Appendix D,"The plan removed GDEs based on aerial imagery of potential GDEs on clear slopes. Without groundwater data, there is no way to confirm that these are not GDEs.  If no data are available, then these vegetation should be retained as pGDEs."
Becky,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",No,"Rohde et al. (2018) recommend that maps of potential GDEs be compared with local groundwater elevations to determine where groundwater is within the rooting depth of potential GDEs. Given uncertainties in extrapolating well measurements to GDEs and differences in surface elevation of wells and GDEs, Rohde et al. (2018) recommend assigning GDE status to vegetation communities either within 30 feet of the ground surface or where interconnected surface waters are observed. To make this determination, we subtracted groundwater elevation contours for the spring of 2019 (United Water 2020) from 2018 ground surface LiDAR (USGS 2018) in GIS. Figure 2.1-2 shows the 2019 groundwater elevation contours and resultant depth to water contours. The groundwater elevation in spring 2019 was used because the groundwater elevation was higher (i.e., closer to the ground surface) than other available years. Use of the highest groundwater elevation period likely results in an overestimate of potential GDE area; the presence of shallow groundwater in a single year does not necessarily indicate that shallow groundwater is common in a particular area. The groundwater elevation contours focus on the Santa Clara River alluvial plain, where shallow groundwater data are more common than along Sespe and Piru creeks. Contours to groundwater data are uncertain, particularly in the intermittent reaches where shallow groundwater wells are rare or absent",Page 12 / appendix D,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

Only groundwater data from spring of 2019 was used to assess GDEs. "
Becky,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",Yes,"To make this determination, we subtracted groundwater elevation contours for the spring of 2019 (United Water 2020) from 2018 ground surface LiDAR (USGS 2018) in GIS. Figure 2.1-2 shows the 2019 groundwater elevation contours and resultant depth to water contours.

&& We used a DEM to extract land surface elevations at GDEs along crosschannel transects at each well. The range of ground elevation for the GDEs is represented by the green shaded area in figures 4.1-1 through 4.1-5. In addition to depth to water data at each well site, we present the range of elevation of potential GDEs along each transect to provide rough constraints on depth to water at the potential GDEs.","Page 12 / appendix D

&& ",1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? yes
Becky,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Yes,"Long-term records of shallow groundwater are relatively rare in the Fillmore and Piru groundwater basins. Below we use well data presented in the Monitoring Plan and Data Gaps Analysis Appendix (DBS&A 2020) to explore shallow groundwater trends for the GDE units shown in Figure 3.3-1 from east to west. We were unable to examine the groundwater levels in the Tributary Riparian GDE unit because there are no representative wells located in or near the unit Many of the wells considered in the analysis below are screened below the shallow groundwater used by GDEs (Table 3.1-1) and may not accurately represent the actual shallow groundwater elevation. Additionally, land surface elevation, and therefore depth to water, at a monitoring well site may differ from that at the GDEs it represents, particularly with distance from the river channel. GDEs are typically located closer to channels and at lower elevations than their representative well sites. We used a DEM to extract land surface elevations at GDEs along crosschannel transects at each well. The range of ground elevation for the GDEs is represented by the green shaded area in figures 4.1-1 through 4.1-5. In addition to depth to water data at each well site, we present the range of elevation of potential GDEs along each transect to provide rough constraints on depth to water at the potential GDEs. The following sections analyze groundwater elevation changes for some of the GDE units. In light of the limitations of the monitoring well data, the groundwater elevation data presented in this section are intended to illustrate general trends within GDE units. The spring 2019 depth to water surface (Section 2.1.2), as opposed to monitoring well data, is used to establish GDE connectivity with shallow groundwater.",Page 21 / Appendix D,"1. Were data gaps identified? yes
2. Were the data gaps identifed in the GDE section? yes - in GDE Appendix D"
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Yes,,"Pages 98-105 / 6.4.1 / appendix D

figure 3.1-1","1. Is there a map AND description of pGDEs? Yes - appendix D includes figure 3.1-1 which present potential GDEs in basin. Section 6.4.1 in appendix D provides a thorough description of the potential GDEs in Piru Basin and why the plan labeled each as ""certain, unlikely, and likely"". "
Lauren,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Yes,"Outflows from groundwater (in order of typical largest to smallest annual flow volumes) consist of:
•underflow to the downgradient Fillmore basin,
• pumping from wells for agricultural, domestic, industrial and municipal beneficial uses,
• evapotranspiration (ET) due to consumptive use of groundwater by vegetation (i.e., GDEs), and
•gaining stream flows (when, overall, more groundwater discharges [rises] to the surface than surface water recharges the groundwater system), which occurs at areas of rising groundwater (i.e., along the Santa Clara River near the Basin boundary with Fillmore).","Page 2-64 / 2.2.3.2.2
Table 2.2-10
Table 2.2-12
Appendix I-2","1. Is the water budget made with a spreadsheet model or numerical model? Spreadsheet
2. Is there a line for Native Veg ET in the water budget? Listed as just ET, but text specifies that ET measured is solely from GDEs; yes
"
Lauren,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Not Applicable,,,"1. Is the water budget made with a spreadsheet model or numerical model? Spreadsheet
2. Is there a line for Managed Wetlands in the water budget? No mention of wetlands at all beyond boiler plate text defining wetlands as beneficial users of water
"
Lauren,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"The baseline hydrology used as the basis for the projected water budget is based on applying precipitation and ET change factors from the Variable Infiltration Capacity (VIC) 2070 central tendency (CT) climate scenario, provided by DWR (2018b,c), to historical hydrology of years 1943 through 2019 (United, 2021b).",Page 2-73 / 2.2.3.5.1,"1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? DWR change factors
3. If using DWR climate change factors, do they use 2030, 2070 or both? 2070 only"
